,country,number,item,item_id,shortform,pageid,wikidata_description,wikipedia_summary,wikipedia_url
1368,Oman,700,Zayd al-Khayr,http://www.wikidata.org/entity/Q4165731,wd:Q4165731,4093109,Sahabah,"Zayd al-Khayr was a noted, significant companion of Muhammad, the prophet of Islam. Hailing from the tribe of Tayy in northern Nejd.  He was originally known as Zayd al-Khayl (""Zayd of the Steeds"", a reference to his chivalry), but after becoming Muslim, Muhammad renamed him Zayd al-Khayr (""Zayd of Goodness"" or ""of Bounty"").
After learning information about Muhammad, Zayd made enquiries and decided to travel to Medina and meet him, taking a delegation of his people including Zurr ibn Sudoos, Malik ibn Jubayr, Aamir ibn Duwayn and others.  
When they reached Medina, they entered Masjid al-Nabawi while he was addressing his congregation. Zayd and his delegation were astonished by the attention of the Muslims and the effect of his words on them. Muhammad said:
""I am better for you than al-Uzza (one of the main idols of the Arabs in the pre-Islamic era) and everything else that you worship. I am better for you than the black camel which you worship besides God.""
Some of Zayd's delegation responded positively and accepted Islam while others Such as Zurr ibn Sudoos did not. When Muhammad had finished speaking, Zayd stood up and said:
""O Muhammad, I testify that there is no god but God and that you are the messenger of God.""
Muhammad approached him and asked who he was, to which Zayd replied, ""I am Zayd al-Khayl the son of Muhalhil."" 
""From now on you are Zayd al-Khayr (""Zayd the good"") instead, not Zayd al-Khayl,"" said Muhammad.
Muhammad said about him, ""Of every Arab's virtues I heard, after meeting him, I found it overestimated - except Zaid whom I found more than I had heard about him (in virtues)""During this visit in Medina all those who stayed with Zayd became Muslims.However, there was an epidemic of fever in Medina and Zayd al-Khayr succumbed to it. He attempted to return home despite his illness, hoping to get back to his people so they might become Muslims at his hands. He struggled to overcome the fever but he died before reaching Najd.",https://en.wikipedia.org/wiki/Zayd_al-Khayr
1373,Oman,600,Muezza,http://www.wikidata.org/entity/Q498787,wd:Q498787,2440927,Muhammad's favorite cat,error,error
1381,Pakistan,-100,Dionysios Soter,http://www.wikidata.org/entity/Q926524,wd:Q926524,1379667,indo-Greek king,"Dionysios Soter (Greek: Διονύσιος ὁ Σωτήρ; epithet means ""the Saviour"")  was an Indo-Greek king in the area of eastern Punjab.

",https://en.wikipedia.org/wiki/Dionysios_Soter
1389,Palau,1950,Temmy Shmull,http://www.wikidata.org/entity/Q45714891,wd:Q45714891,68229027,Palauan politician,Temmy Shmull is a Palauan politician. He worked in the government as a foreign service officer and later became an advisor to Thomas Remengesau Sr. in 1985. He then became the Chief of Staff of President Kuniwo Nakamura before becoming Minister of State of Palau from 2001-2009 under Thomas Remengesau Jr. He has been the Governor of Peleliu since January 2013.,https://en.wikipedia.org/wiki/Temmy_Shmull
1405,Panama,1689,José de Antequera y Castro,http://www.wikidata.org/entity/Q3810601,wd:Q3810601,7138739,Panamanian judge,"José de Antequera y Castro (Panama, 1689—Peru, July 5, 1731) was a Panamanian lawyer and judge in the Viceroyalty of Peru (then including Panama, Bolivia and Paraguay), and the leader of an insurrection in Paraguay against the viceroy and the king.",https://en.wikipedia.org/wiki/Jos%C3%A9_de_Antequera_y_Castro
1408,Papua New Guinea,1929,Norman Evennett,http://www.wikidata.org/entity/Q87657493,wd:Q87657493,63364960,Papua New Guinean politician,Norman Frederick Evennett (29 June 1929 – 12 June 1970) was a Papua New Guinean politician. He served as a member of the House of Assembly from 1968 until his death two years later.,https://en.wikipedia.org/wiki/Norman_Evennett
1421,Paraguay,1562,Bernardino de Cárdenas,http://www.wikidata.org/entity/Q2891923,wd:Q2891923,41517675,Bolivian bishop,"Bernardino de Cárdenas y Ponce, O.F.M., (1579?–1668) was a friar of the Franciscan order and Bishop of Asunción and later Santa Cruz de la Sierra.  He served as Governor of Paraguay from March 4, 1649 – October 1, 1649.  He ordered the first expulsion of the Jesuits from the Governorate of Paraguay, although this expulsion did not last; he was deposed as governor following a battle against the Jesuit armies.",https://en.wikipedia.org/wiki/Bernardino_de_C%C3%A1rdenas
1431,People's Republic of China,-150,Shangguan Jie,http://www.wikidata.org/entity/Q3373903,wd:Q3373903,57791269,Chinese politician,Shangguan Jie (Chinese: 上官桀; died 80 BC) was a Western Han dynasty official in China and consort kin who served under Emperors Wu and Zhao. His granddaughter later became the empress consort to Emperor Zhao.,https://en.wikipedia.org/wiki/Shangguan_Jie
1451,Peru,1512,Manco Inca Yupanqui,http://www.wikidata.org/entity/Q332049,wd:Q332049,1247169,Inca emperor,"Manco Inca Yupanqui (c. 1515 – c. 1544) (Manqu Inka Yupanki in Quechua) was the founder and monarch (Sapa Inca) of the independent Neo-Inca State in Vilcabamba, although he was originally a puppet Inca Emperor installed by the Spaniards. He was also known as ""Manco II"" and ""Manco Cápac II"" (""Manqu Qhapaq II""). He was one of the sons of Huayna Capac and a younger brother of Huascar.: 150 

",https://en.wikipedia.org/wiki/Manco_Inca_Yupanqui
1466,Philippines,1647,Francisca del Espíritu Santo Fuentes,http://www.wikidata.org/entity/Q3820861,wd:Q3820861,15913133,Spanish nun and first prioress of the Dominican Sisters of St. Catherine of Siena,"Francisca del Espíritu Santo de Fuentes (1647 – August 24, 1711) is a Spanish Roman Catholic religious figure. She was the first Prioress of the Dominican Sisters of Saint Catherine of Siena in the Philippines.",https://en.wikipedia.org/wiki/Francisca_del_Esp%C3%ADritu_Santo_Fuentes
1481,Portugal,924,Senorina of Basto,http://www.wikidata.org/entity/Q3821735,wd:Q3821735,14317040,Galician saint,"Saint Senhorinha of Basto, also Senorina (Portuguese: Santa Senhorinha de Basto; c. 942 – 982) was a Portuguese Benedictine abbess in what is today northern Portugal. She is a saint in the Roman Catholic Church and Eastern Orthodox Church, and was related to Saint Rudesind of Mondoñedo.",https://en.wikipedia.org/wiki/Senhorinha_of_Basto
1483,Portugal,875,Sueiro Belfaguer,http://www.wikidata.org/entity/Q10374684,wd:Q10374684,46318750,Portuguese medieval knight,error,error
1498,Qatar,1788,Mohammed bin Thani,http://www.wikidata.org/entity/Q3493526,wd:Q3493526,22921609,second emir of the whole Qatari Peninsula,"Sheikh Mohammed bin Thani (Arabic: محمد بن ثاني; c. 1788 – 18 December 1878), also known as Mohammed bin Thani bin Mohammed Al Thamir (Arabic: محمد بن ثاني بن محمد آل ثامر), was the first Hakim (ruler) of the whole Qatari Peninsula, following his predecessor, his father, tribal leader Sheikh Thani bin Mohammed Al Thamir. He is known for being the father of Sheikh Jassim bin Mohammed Al Thani, the founder of Qatar and who fended off the Ottoman army in the late 19th century.",https://en.wikipedia.org/wiki/Mohammed_bin_Thani
1505,Qatar,600,Muezza,http://www.wikidata.org/entity/Q498787,wd:Q498787,2440927,Muhammad's favorite cat,error,error
1513,Republic of Ireland,488,Senán mac Geirrcinn,http://www.wikidata.org/entity/Q2480928,wd:Q2480928,3005630,Irish saint,"Senán mac Geircinn (fl. 6th century) is a prominent Munster saint in Irish tradition, founder of Inis Cathaig (Scattery Island, Iniscathy) and patron of the Corco Baiscinn and the Uí Fhidgeinte. He is listed among the Twelve Apostles of Ireland.",https://en.wikipedia.org/wiki/Sen%C3%A1n_mac_Geirrcinn
1531,Republic of the Congo,1917,Fulbert Youlou,http://www.wikidata.org/entity/Q559442,wd:Q559442,727785,President of the Republic of the Congo (1917-1972),"Abbé Fulbert Youlou (29 June, 17 June or 19 July 1917 – 6 May 1972) was a laicized Brazzaville-Congolese Roman Catholic priest, nationalist leader and politician, who became the first President of the Republic of the Congo on its independence.
In August 1960, he led his country into independence. In December 1960 he organised an intercontinental conference in Brazzaville, in the course of which he praised the advantages of economic liberalism and condemned communism. Three years later, he left power. Youlou disappointed many from the North when he imposed a single party system and imprisoned union leaders in August 1963; this led to the revolution of the ""Trois Glorieuses."" Charles de Gaulle despised him and France refused to assist him. He resigned in the face of overwhelming opposition to his governance.",https://en.wikipedia.org/wiki/Fulbert_Youlou
1537,Romania,-300,Satyrus the Peripatetic,http://www.wikidata.org/entity/Q1295215,wd:Q1295215,13845292,ancient Greek historian,"Satyrus (Greek: Σάτυρος) of Callatis was a distinguished Peripatetic philosopher and historian, whose biographies (Lives) of famous people are frequently referred to by Diogenes Laërtius and Athenaeus. He came from Callatis Pontica, as was learned from a Herculaneum papyrus. He lived earlier than the reign of Ptolemy VI Philometor (181–146 BC) when his Lives were epitomized by Heraclides Lembus, probably during the 3rd century BC. Athenaeus frequently refers to him as a Peripatetic, but his connection to the Peripatetic school is otherwise unknown. His biographies dealt with many eminent people including kings (Dionysius the Younger, Philip), statesmen (Alcibiades), orators (Demosthenes), poets (Aeschylus, Sophocles, Euripides), and philosophers (Bias of Priene, Chilon of Sparta, Pythagoras, Empedocles, Zeno of Elea, Anaxagoras, Socrates, Diogenes, Anaxarchus, Stilpo). He also wrote on the population of Alexandria, and a work On Characters (Περὶ χαρακτήρων). Fragments of his biography of the Athenian dramatist Euripides were found at the end of a papyrus scroll discovered at Oxyrhynchus in the early twentieth century.",https://en.wikipedia.org/wiki/Satyrus_the_Peripatetic
1538,Russia,-12,Artaxias III,http://www.wikidata.org/entity/Q1280736,wd:Q1280736,2061469,Roman Client King of Armenia (13 BC-34 AD) (r. 18 AD-34 AD),"Artaxias III, also known as Zeno-Artaxias,  (Greek: Άρταξίας, 13 BC–34 AD) was a Pontus prince and later a Roman Client King of Armenia.
Artaxias birth name was Zenon (Greek: Ζήνων). He was the first son and child born to Roman Client Rulers Polemon Pythodoros and Pythodorida of Pontus. His younger siblings were Polemon II of Pontus, who would succeed his mother and became the last ruler of Pontus, and Antonia Tryphaena who was the Queen of Thrace. He was of Anatolian Greek and Roman heritage.
His paternal grandfather was Zenon, a prominent orator and aristocrat, who was an ally to Roman Triumvir Mark Antony. His maternal grandparents were Pythodoros of Tralles and Antonia. Zenon was named after his paternal grandfather. Through his maternal grandmother he was a direct descendant of Mark Antony and his second wife Antonia Hybrida Minor.
Artaxias’ father died in 8 BC. His mother married Roman Client King Archelaus of Cappadocia. The family had moved to Cappadocia and along with his siblings were raised in the court of their stepfather. Archelaus had died in 17 AD. After his death, his mother and Polemon II moved back to Pontus.
In 18 AD, the previous Armenian King, Vonones I, was exiled and Artaxias was a popular choice with the Armenians to replace him. Roman general Germanicus, with the approval of the Roman emperor Tiberius, agreed that Artaxias be crowned as the new Roman client king of Armenia.
The Armenians paid homage to him and acclaimed him as King Artaxias. He was named after the city of Artaxata in which he was proclaimed king.  Artaxias reigned until his death in 34 AD. He was succeeded by Arsaces I, one of the sons of King Artabanus III of Parthia. Artaxias never married nor did he have any children.",https://en.wikipedia.org/wiki/Artaxias_III
1542,Rwanda,1746,Yuhi IV du Rwanda,http://www.wikidata.org/entity/Q3573113,wd:Q3573113,44199702,mwami (King),"Yuhi IV Gahindiro was the King of Rwanda from 1792 to 1802. He was the head of Bahindiro clan and father of Mutara II Rwogera. His reign is remembered in Rwandan history as the most peaceful. He died with no blood on his hands.
His other recorded children were Nyirindekwe, Nkusi, Rubega, Rwanyanya, Rwayega,
Rwabika, Nyabigondo, Nkoronko, Mutijima, Nyamashara, Rubamburamanzi, Mashara and Urujeni. Yuhi IV Gahindiro's mother was called, Nyiratunga was her Empress, so she took power because her son was an infant. History tells us that he handed over power to his son about twenty years ago. The landlord has joined forces with his brother Rugagi, the ancestor of the wealthy Kajeguhakwa Valens. As soon as the landlord died, his mother-in-law, Nyiratamba, the mother of Mibambwe Sentabyo, presented him with cows called Ibiheko as a token of his gratitude, otherwise he drank and gave because he would not continue to live in the new kingdom as the mystery had commanded.
Gahindiro was charged with felony criminal mischief for firing on a sculpture with a shotgun, according to Flathead County Sheriff's Office officials, and for failing to do so. Sentabyo was pronounced dead at the scene, according to court records.  The Mystery states: It is inherited and is not stolen, if it is not born it does not remember and is handed over to the brother as a guardian, because the King gives birth to one ”. 
Gahindiro deployed a large number of troops, but it began mainly during the reign of Cyilima II, when they set up camps due to the fact that at that time Burundi was waging a major war against Rwanda seeking to overthrow the Bicura. of Rwaka who had taken refuge there and Rugira. Gahindiro changed the culture so that the units of the previous dynasties were not as old as the other dynasties, but were instead run by the courts or parishes. As members of the armed forces aged, they were replaced by their sons. Each camp was a large house made up of warriors and their servants or war companions. It consisted of at least two heads, one made up of 120 combatants.

Yuhi IV died of old age.

",https://en.wikipedia.org/wiki/Yuhi_IV_Gahindiro
1545,Saint Kitts and Nevis,1763,William Charles Fahie,http://www.wikidata.org/entity/Q8006720,wd:Q8006720,21634452,British Royal Navy admiral,"Vice-Admiral Sir William Charles Fahie KCB (1763 – 11 January 1833) was a prominent British Royal Navy officer during the American War of Independence, French Revolutionary War and the Napoleonic Wars. Unusually, Fahie's service was almost entirely spent in the West Indies, where he had been born and where he lived during the time he was in reserve and in his retirement. After extensive service in the Caribbean during the American War of Independence, during which Fahie impressed with his local knowledge, Fahie was in reserve between 1783 and 1793, returning to service to participate in Sir John Jervis' campaign against the French West Indian islands in 1794.
Remaining in the West Indies during the following 20 years of warfare, Fahie rose through the ranks to command the ship of the line HMS Belleisle in the invasion of Martinique and HMS Pompee in the subsequent action of Action of 14–17 April 1809, capturing the French ship Haupoult. In 1810 he participated in the invasion of Guadeloupe and transferred to European waters for the first time since 1780. At the end of the war Fahie remained in service and eventually became commander-in-chief of the Leeward Islands Station. He retired in 1824 and was subsequently knighted, settling in Bermuda with his second wife.",https://en.wikipedia.org/wiki/William_Charles_Fahie
1557,Saint Lucia,1778,Michel-Jacques-François Achard,http://www.wikidata.org/entity/Q3308781,wd:Q3308781,51071408,French politician and officer (1778-1865),"Michel Jacques François Achard (14 October 1778 – 6 January 1865) was a French general de brigade (brigadier general).
He was a member of the Chamber of Peers under the July Monarchy, a member of the National Legislative Assembly of the French Second Republic and a member of the Senate of the Second French Empire.",https://en.wikipedia.org/wiki/Michel_Jacques_Fran%C3%A7ois_Achard
1558,Saint Vincent and the Grenadines,1797,Lansdown Guilding,http://www.wikidata.org/entity/Q2496918,wd:Q2496918,24820407,British clergyman and naturalist (1797-1831),"Lansdown Guilding (9 May 1797 – 22 October 1831) was a theologian and naturalist. He is best known for his works on the flora and fauna of St Vincent in particular and on the Caribbean in general. He wrote numerous illustrated papers for journals of scholarly societies in England including the first descriptions of velvet worms and scale insects in the ground pearl family.

Guilding was born on 9 May 1797 in Kingstown, Saint Vincent and the Grenadines. He was one of six siblings, son of the Reverend John Guilding and his wife Sarah. In 1802, at the age of 5, he was sent to England, where he studied at Oxford University. In 1817, after receiving a B.A. degree, he returned to his home country. His father died in 1818, and he took up work as garrison chaplain and left for England in 1819. In 1821, Guilding travelled to England to marry Mary Hunt, daughter of the Rev. S. Hunt, rector of Wakerly and St. George's Church, Stamford. From 1824 to 1826 he disputed with Robert Herries for the right to payment for paupers' funerals. Herries claimed that Guilding had expunged the minutes of some meetings to change the vote of a vestry election, causing Herries to lose his position. Guilding stated that it was ""just a misunderstanding”.In 1818, Guilding was accepted as Fellow of the Linnean Society, and by 1820 he was corresponding with Joseph Dalton Hooker, Aylmer Bourke Lambert and other established scientists. Hooker wrote that Guilding was ""an arrogant, demanding, ambitious, and often conceited individual, all too ready to ask for unusual favors"". His first zoological paper was read at the Linnean Society and published in 1822. Guilding was a capable artist of plant and animal drawings. He prided himself on the accuracy of his work and his use of color. When his work was redrawn he criticized both the artist and the engraver. His book “An Account of the Botanic Gardens of the Island of St. Vincent” was published in Glasgow in 1825. Guilding was an excellent artist and engraver and he produced a ""Table of Colours Arranged for Naturalists"" in 1825 which may have been the first biological colour chart. This production was submitted to the Wernerian Natural History Society, where it was presented by the president, Professor Robert Jameson. He corresponded with Charles Darwin, providing him with notes on the natural history of the Caribbean region.In 1826, Guilding published the first description of a member of the phylum Onychophora. He found what he thought was an unusual type of slug, and included it along with his Caribbean mollusks. He named this genus Peripatus (1826). He included an excellent watercolor painting of the specimen, and a mention to the defensive mechanism of sticky liquid squirts. A translation into English from Guilding's description, originally written in Latin, shows how he first classified the specimen in the Class Moluska, and how astonished he was for discovering a new species.He was also among the first to describe scale insects of the ground pearl family, Margarodidae. Guilding's announced ""Fauna"" and ""Pomona occidentalis"" were never completed. The manuscripts were lost, together with his table of colors.
Guilding's first wife died ""in childbed” on 15 November 1827, leaving five children behind. A year later he married Charlotte Lydia Melville, of St. George's, Grenada. In 1831 he went on vacation to Bermuda, where he died on 22 October. The cause of death was not recorded.

",https://en.wikipedia.org/wiki/Lansdown_Guilding
1559,San Marino,1796,Domenico Maria Belzoppi,http://www.wikidata.org/entity/Q5290108,wd:Q5290108,20759477,Captain Regent of San Marino,"Domenico Maria Belzoppi was Captain Regent of San Marino in 1849 (April–October). He served with Pier Matteo Berti. During his term, Giuseppe Garibaldi came to San Marino after fleeing from Rome. He found safety here. Garubaldi actually met with Belzoppi. Because San Marino offered Garibaldi safety in 1849, it was able to remain independent during Italian unification.",https://en.wikipedia.org/wiki/Domenico_Maria_Belzoppi
1567,Senegal,1797,ʿUmar Tal,http://www.wikidata.org/entity/Q185938,wd:Q185938,2156886,"West African political leader, Islamic scholar, and Toucouleur military commander","Hadji Oumarûl Foutiyou TALL (Umar ibn Sa'id al-Futi Tal, Arabic: حاج عمر بن سعيد طعل),  (c. 1794 – 1864 CE), born in Futa Tooro, Senegambia, was a West African political leader, Islamic scholar, Tijani Sufi and Toucouleur military commander who founded the short-lived Toucouleur Empire encompassing much of what is now Guinea, Senegal, and Mali.",https://en.wikipedia.org/wiki/Omar_Saidou_Tall
1581,Serbia,830,Mutimir of Serbia,http://www.wikidata.org/entity/Q715936,wd:Q715936,5701105,Prince of the Serbs,"Mutimir (Serbian: Мутимир, Greek: Μουντιμῆρος) was prince of Serbia from ca. 850 until 891. He defeated the Bulgar army, allied himself with the Byzantine emperor and ruled the first Serbian Principality when the Christianization of the Serbs took place and the Eparchy of Ras was established.He was the eldest son of Knez Vlastimir, great-great-grandson of the Unknown Archont, who managed to unite the Serb tribes into a state. He initially ruled together with his two younger brothers, but they revolted against him and he exiled them to Bulgaria, as guarantors of peace.",https://en.wikipedia.org/wiki/Mutimir_of_Serbia
1600,Sierra Leone,1770,Dala Modu Dumbuya,http://www.wikidata.org/entity/Q5210147,wd:Q5210147,14200444,Sierra Leonean trader and translator,"Dala Modu was an important  Sierra Leonean Susu trader and translator between the British Colonial Government and the local chiefs in the interior in the early decades of the British Colony in Sierra Leone. His efforts helped in resolving a number of conflicts between the colonial and interior rulers. His reputation as a major commercial force was enhanced in the process, and he built up the prominent Soso community around Lungi in the Kafu Bullom country.",https://en.wikipedia.org/wiki/Dala_Modu_Dumbuya
1602,Singapore,63,Halimah Yacob,http://www.wikidata.org/entity/Q5642345,wd:Q5642345,26832345,8th President of Singapore,"Halimah Yacob (born 23 August 1954) is a Singaporean politician who is the 8th and current president of Singapore. She is the first female president in the country's history. A former member of the People's Action Party (PAP), she resigned and became an independent to run for the presidency at the 2017 Singapore presidential election. Halimah won the election after a walkover.
Prior to her presidency, she was a Member of Parliament (MP) for Jurong GRC (situated from Bukit Batok East) from 2001 to 2015 and for Marsiling–Yew Tee GRC (constituency of Marsiling) from 2015 to 2017. She was sworn in the following day becoming the second Muslim president since Yusof Ishak in 1965. She had also served as the 9th Speaker of the Parliament of Singapore from 2013 to 2017.",https://en.wikipedia.org/wiki/Halimah_Yacob
1605,Slovakia,1448,Johannes Lazo,http://www.wikidata.org/entity/Q1160197,wd:Q1160197,63837602,Hungarian poet (1448-1523),"János Lászai (also Lazói or Lázói, Latin: Johannes de Lazo, English: John Lazinus; 1448 – 17 August 1523) was a Hungarian Humanist poet and clergyman.",https://en.wikipedia.org/wiki/J%C3%A1nos_L%C3%A1szai
1616,Slovenia,-62,Marcus Vipsanius Agrippa,http://www.wikidata.org/entity/Q48174,wd:Q48174,19747,ancient Roman statesman and general,"Marcus Vipsanius Agrippa (; 63 BC  – 12 BC) was a Roman general, statesman, and architect who was a close friend, son-in-law, and lieutenant to the Roman emperor Augustus. He was responsible for the construction of some of the most notable buildings in history, including the original Pantheon, and is well known for his important military victories, notably the Battle of Actium in 31 BC against the forces of Mark Antony and Cleopatra. 
Born to a plebeian family of equestrian rank in 63 BC, in an uncertain location in Roman Italy, he met the future emperor Augustus, then known as Octavian, at Apollonia, in Illyria. Following the assassination of Octavian's great-uncle Julius Caesar in 44 BC, Octavian returned to Italy. Around this time, he was elected tribune of the plebs. Agrippa served as a military commander, fighting alongside Octavian and Caesar's former general and right-hand man Mark Antony in the Battle of Philippi. In 40 BC, he became the Praetor Urbanus (Urban Prefect) of Rome, managing the administration of the city. He played a major role in the Second Triumvirate's war against Lucius Antonius and Fulvia, respectively the brother and wife of Mark Antony. In 39 or 38 BC, Agrippa was appointed governor of Transalpine Gaul. In 38 BC he put down a rising of the Aquitanians and fought the Germanic tribes. He was consul for 37 BC, well below the usual minimum age of 43, to oversee the preparations for warfare against Sextus Pompey, who had cut off grain shipments to Rome.
Agrippa defeated Pompey in the battles of Mylae and Naulochus in 36 BC. In 33 BC, he served as Curule aedile. Agrippa commanded the victorious Octavian's fleet at the Battle of Actium in 31 BC. Following the victory at Actium, Octavian became emperor, and took the title of Augustus, while Agrippa remained as his close friend and lieutenant. Agrippa assisted Augustus in making Rome ""a city of marble."" Agrippa renovated aqueducts to provide Roman citizens from every social class access to the highest quality public services, and was responsible for the creation of many baths, porticoes, and gardens. He was also awarded powers almost as great as those of Augustus. He had veto power over the acts of the Senate and the power to present laws for approval by the People. He died in 12 BC at the age of 50–51. Augustus honored his memory with a magnificent funeral and spent over a month in mourning. His remains were placed in Augustus' own mausoleum.
Agrippa was also known as a writer, especially on geography. Under his supervision, Julius Caesar's design of having a complete survey of the empire made was accomplished. From the materials at hand he constructed a circular chart, which was engraved on marble by Augustus and afterwards placed in the colonnade built by his sister Vipsania Polla. Agrippa was also husband to Julia the Elder (who had later married the second Emperor Tiberius), and was the maternal grandfather of Caligula and the maternal great-grandfather of the Emperor Nero.",https://en.wikipedia.org/wiki/Marcus_Vipsanius_Agrippa
1618,Solomon Islands,1953,Jully Makini,http://www.wikidata.org/entity/Q19924379,wd:Q19924379,55692613,poet,"Jully Makini (also known as Jully Sipolo) (born c. 1953 (age 64 in 2017)) is a Solomon Islander poet, writer and women's rights activist. The author of poems such as Civilized Girl (1981) and Praying Parents (1986), in June 2017 she received the International Women of Courage Award from the US Secretary of State for her work in promoting women's rights in the Solomon Islands.",https://en.wikipedia.org/wiki/Jully_Makini
1635,Solomon Islands,1912,Doyle Clayton Barnes,http://www.wikidata.org/entity/Q5303742,wd:Q5303742,12519445,American naval aviator (1912-1942),error,error
1637,Somalia,1311,Gerad Hamar Gale,http://www.wikidata.org/entity/Q5548788,wd:Q5548788,21421613,Sultan of Warsangeli,"Gerad Hamar Gale or Xamar Gale, known in full as Gerad Hassan Gerad Abdullahi Dhidhin (Arabic: حسن جراد عبد الله) (b.1311–1328), was a Somali ruler. He was the second Sultan of the Warsangali Sultanate.",https://en.wikipedia.org/wiki/Gerad_Hamar_Gale
1638,South Africa,1708,Wolraad Woltemade,http://www.wikidata.org/entity/Q2257954,wd:Q2257954,3750757,South African farmer,"Wolraad Woltemade (c.1708 – 1 June 1773) was a Cape Dutch dairy farmer, who died while rescuing sailors from the wreck of the ship De Jonge Thomas in Table Bay on 1 June 1773.  The story was reported by the Swedish naturalist Carl Peter Thunberg who was in South Africa as a surgeon for the Vereenigde Oostindische Compagnie (known in English as the Dutch East India Company) at the time.

",https://en.wikipedia.org/wiki/Wolraad_Woltemade
1646,South Korea,948,Kang Gam-chan,http://www.wikidata.org/entity/Q496799,wd:Q496799,3233574,Korean gneral during Third Koryŏ–Khitan War,"Gang Gam-chan (Korean: 강감찬; Hanja: 姜邯贊; 22 December 948 – 9 September 1031) was a medieval Korean government official and military commander during the early days of Goryeo Dynasty (918–1392). Even though he was a career scholar and government official, he is best known for his military victories during the Third Goryeo-Khitan War.  Gang was came from Geumju Gang clan.",https://en.wikipedia.org/wiki/Gang_Gam-chan
1661,South Sudan,1950,Ismail Balanga,http://www.wikidata.org/entity/Q18684474,wd:Q18684474,44599184,South Sudanese football manager,"Ismail Balanga is a South Sudanese professional football manager.
2014-2015:Black peril FC/Botswana
2016-2017:Cercle de Joachim FC/Mauritius.",https://en.wikipedia.org/wiki/Ismail_Balanga
1679,Spain,-2,Lucius Junius Gallio Annaeanus,http://www.wikidata.org/entity/Q452194,wd:Q452194,2978031,"Roman senator, brother of the writer Seneca and known for his legal judgment involving Paul the Apostle (c. 5 BC-c. 65 AD)","Lucius Junius Gallio Annaeanus or Gallio (Greek: Γαλλιων, Galliōn; c. 5 BC – c. AD 65) was a Roman senator and brother of the famous writer Seneca. He is best known for dismissing an accusation brought against Paul the Apostle in Corinth.",https://en.wikipedia.org/wiki/Lucius_Junius_Gallio_Annaeanus
1687,Sri Lanka,-301,Devanampiya Tissa of Anuradhapura,http://www.wikidata.org/entity/Q3025383,wd:Q3025383,4715683,King of Anuradhapura,"Tissa, later Devanampiya Tissa was one of the earliest kings of Sri Lanka based at the ancient capital of Anuradhapura from 247 BC to 207 BC. His reign was notable for the arrival of Buddhism in Sri Lanka under the aegis of the Mauryan Emperor Ashoka. The primary source for his reign is the Mahavamsa, which in turn is based on the more ancient Dipavamsa.

",https://en.wikipedia.org/wiki/Devanampiya_Tissa_of_Anuradhapura
1689,State of Palestine,-1,Jesus,http://www.wikidata.org/entity/Q302,wd:Q302,1095706,"Jewish preacher and religious leader, central figure of Christianity","Jesus (c. 4 BC –  AD 30 / 33), also referred to as Jesus of Nazareth or Jesus Christ, was a first-century Jewish preacher and religious leader. He is the central figure of Christianity, the world's largest religion. Most Christians believe he is the incarnation of God the Son and the awaited messiah (the Christ), prophesied in the Hebrew Bible.
Virtually all modern scholars of antiquity agree that Jesus existed historically. The quest for the historical Jesus has yielded some uncertainty on the historical reliability of the Gospels and on how closely the Jesus portrayed in the New Testament reflects the historical Jesus, as the only records of Jesus' life are contained in the Gospels. Jesus was a Galilean Jew, who was baptized by John the Baptist and began his own ministry. His teachings were initially conserved by oral transmission and he himself was often referred to as ""rabbi"". Jesus debated with fellow Jews on how to best follow God, engaged in healings, taught in parables and gathered followers. He was arrested and tried by the Jewish authorities, turned over to the Roman government, and crucified on the order of Pontius Pilate, the Roman prefect of Jerusalem. After his death, his followers believed he rose from the dead, and the community they formed eventually became the early Church.Christian doctrines include the beliefs that Jesus was conceived by the Holy Spirit, was born of a virgin named Mary, performed miracles, founded the Christian Church, died by crucifixion as a sacrifice to achieve atonement for sin, rose from the dead, and ascended into Heaven, from where he will return. Commonly, Christians believe Jesus enables people to be reconciled to God. The Nicene Creed asserts that Jesus will judge the living and the dead either before or after their bodily resurrection, an event tied to the Second Coming of Jesus in Christian eschatology. The great majority of Christians worship Jesus as the incarnation of God the Son, the second of three persons of the Trinity. A small minority of Christian denominations reject Trinitarianism, wholly or partly, as non-scriptural. The birth of Jesus is celebrated annually on December 25 as Christmas. His crucifixion is honored on Good Friday and his resurrection on Easter Sunday. The world's most widely used calendar era—in which the current year is 2022 AD/CE—is based on the approximate birthdate of Jesus.Jesus is also revered in other religions. In Islam, Jesus (often referred to by his Quranic name ʿĪsā) is considered the penultimate prophet of God and the messiah. Muslims believe Jesus was born of a virgin, but was neither God nor a son of God. The Quran states that Jesus never claimed to be divine. Most Muslims do not believe that he was killed or crucified, but that God raised him into Heaven while he was still alive. In contrast, Judaism rejects the belief that Jesus was the awaited messiah, arguing that he did not fulfill messianic prophecies, and was neither divine nor resurrected.

",https://en.wikipedia.org/wiki/Jesus
1702,Sudan,-800,Piye,http://www.wikidata.org/entity/Q315695,wd:Q315695,410902,ancient Kushite king and Egyptian pharaoh,"Piye (once transliterated as Pankhy or Piankhi; d. 714 BC) was an ancient Kushite king and founder of the Twenty-fifth Dynasty of Egypt, who ruled Egypt from 744–714 BC. He ruled from the city of Napata, located deep in Nubia, modern-day Sudan.",https://en.wikipedia.org/wiki/Piye
