,country,number,item,item_id,shortform,pageid,wikipedia_summary,wikipedia_url
2288,Seychelles,5.0,Neil Denis,http://www.wikidata.org/entity/Q3337813,wd:Q3337813,4149721,"Neil Denis (born July 13, 1985) is a Canadian actor.  He is known for his role as Rya'c, son of Teal'c, a Jaffa in Stargate SG-1. His first appearance was in University Hospital in 1995 at the age of 8. He also appeared in the Canadian television series 2030 CE. He has provided the voice for Spyke in X-Men: Evolution. He is known for his portrayal of Jose Merel in A Girl Like Me: The Gwen Araujo Story.",https://en.wikipedia.org/wiki/Neil_Denis
2294,Sierra Leone,65.0,Idris Elba,http://www.wikidata.org/entity/Q342604,wd:Q342604,1342890,"Idrissa Akuna Elba  (; born 6 September 1972) is an English actor, producer and musician. He is known for roles including Stringer Bell in the HBO series The Wire, DCI John Luther in the BBC One series Luther, and Nelson Mandela in the biographical film Mandela: Long Walk to Freedom (2013). He has been nominated four times for a Golden Globe Award for Best Actor – Miniseries or Television Film, winning one, and has been nominated five times for a Primetime Emmy Award.Elba appeared in Ridley Scott's American Gangster (2007) and Prometheus (2012). Elba portrayed Heimdall in Thor (2011) and its sequels Thor: The Dark World (2013) and Thor: Ragnarok (2017), as well as Avengers: Age of Ultron (2015) and Avengers: Infinity War (2018). He also starred in Pacific Rim (2013), Beasts of No Nation (2015), for which he received Golden Globe and BAFTA nominations for Best Supporting Actor, and Molly's Game (2017). In 2016, he voiced Chief Bogo in Zootopia, Shere Khan in the live action/CGI adaptation of The Jungle Book, Fluke in Finding Dory, and played the role of Krall in Star Trek Beyond. He made his directorial debut in 2018 with an adaptation of the 1992 novel Yardie by Victor Headley. In 2021, he portrayed Bloodsport in The Suicide Squad, set in the DC Extended Universe.
Aside from acting, Elba performs as a DJ under the moniker DJ Big Driis (or Big Driis the Londoner) and as an R&B musician. In 2016, he was named in the Time 100 list of the Most Influential People in the World. As of May 2019, his films have grossed over $9.8 billion at the global box office, including over $3.6 billion in North America, where he is one of the top 20 highest-grossing actors.",https://en.wikipedia.org/wiki/Idris_Elba
2305,Singapore,113.0,Jet Li,http://www.wikidata.org/entity/Q159577,wd:Q159577,16308,"Li Lianjie (courtesy name Yangzhong;  born 26 April 1963), better known by his stage name Jet Li, is a Chinese film actor, film producer, martial artist, and retired Wushu champion.  He is a naturalized Singaporean citizen.After three years of training with acclaimed Wushu teacher Wu Bin, Li won his first national championship for the Beijing Wushu Team. After retiring from competitive Wushu at age 19, he went on to win great acclaim in China as an actor, making his debut with the film Shaolin Temple (1982). He went on to star in many critically acclaimed martial arts epic films, most notably as the lead in Zhang Yimou's Hero (2002), Fist of Legend (1994), and the first three films in the Once Upon a Time in China series (1991–1993), in which he portrayed folk hero Wong Fei-hung.
Li's first role in a non-Chinese film was as a villain in Lethal Weapon 4 (1998), and his first leading role in a Hollywood film was as Han Sing in Romeo Must Die (2000). He has gone on to star in many international action films, including in French cinema with the Luc Besson-produced films Kiss of the Dragon (2001) and Unleashed (2005). He co-starred in The One (2001) and War (2007) with Jason Statham, The Forbidden Kingdom (2008) with Jackie Chan, all three of The Expendables films with Sylvester Stallone, and as the title character villain in The Mummy: Tomb of the Dragon Emperor (2008).",https://en.wikipedia.org/wiki/Jet_Li
2328,Slovakia,49.0,Peter Lorre,http://www.wikidata.org/entity/Q78505,wd:Q78505,63740,"Peter Lorre (born László Löwenstein; June 26, 1904 – March 23, 1964) was a Hungarian-American actor. Lorre began his stage career in Vienna, in the Austro-Hungarian Empire, before moving to Germany where he worked first on the stage, then in film in Berlin in the late 1920s and early 1930s. Lorre caused an international sensation in the Weimar Republic-era film M (1931), directed by Fritz Lang, in which he portrayed a serial killer who preys on little girls.
Of Jewish descent, Lorre left Germany when Adolf Hitler came to power. His second English-language film, following the multiple-language version of M (1931), was Alfred Hitchcock's The Man Who Knew Too Much (1934) made in Great Britain. Eventually settling in Hollywood, he later became a featured player in many Hollywood crime and mystery films. In his initial American films, Mad Love and Crime and Punishment (both 1935), he continued to play murderers, but he was then cast playing Mr. Moto, the Japanese detective, in a B-picture series.
From 1941 to 1946, he mainly worked for Warner Bros. His first film at Warner was The Maltese Falcon (1941), the first of many films in which he appeared alongside actors Humphrey Bogart and Sydney Greenstreet. This was followed by Casablanca (1942), the second of the nine films in which Lorre and Greenstreet appeared together. Lorre's other films include Frank Capra's Arsenic and Old Lace (1944) and Disney's 20,000 Leagues Under the Sea (1954). Frequently typecast as a sinister foreigner, his later career was erratic. Lorre was the first actor to play a James Bond villain as Le Chiffre in a TV version of Casino Royale (1954). Some of his last roles were in horror films directed by Roger Corman.",https://en.wikipedia.org/wiki/Peter_Lorre
2348,Slovenia,39.0,Marjan Šarec,http://www.wikidata.org/entity/Q12795878,wd:Q12795878,54344664,"Marjan Šarec (born 2 December 1977) is a Slovenian politician, actor and comedian who served as Prime Minister of Slovenia from 2018 to 2020.
He started his career as a comedian and satirist, before entering politics. Elected twice as Mayor of Kamnik (2010–2018), Šarec ran in the 2017 presidential election, narrowly losing to the incumbent Borut Pahor in the run-off. He entered the National Assembly in the parliamentary election of 2018 with his party, the List of Marjan Šarec. On 17 August 2018, he became Prime Minister of Slovenia. On 27 January 2020 he announced his resignation as Prime Minister.",https://en.wikipedia.org/wiki/Marjan_%C5%A0arec
2370,Solomon Islands,2.0,Francis Greenslade,http://www.wikidata.org/entity/Q5481137,wd:Q5481137,2999420,"Francis Greenslade (born 3 October 1962 in Honiara, Solomon Islands) is an Australian comedic actor. He also teaches acting.",https://en.wikipedia.org/wiki/Francis_Greenslade
2371,Somalia,49.0,Waris Dirie,http://www.wikidata.org/entity/Q78644,wd:Q78644,595763,"Waris Dirie (Somali: Waris Diiriye) (born in 1965) is a Somali model, author, actress and human rights activist in the fight against Female Genital Mutilation (FGM). From 1997 to 2003, she was a UN special ambassador against female genital mutilation. In 2002 she founded her own organization in Vienna, the Desert Flower Foundation.",https://en.wikipedia.org/wiki/Waris_Dirie
2390,South Africa,107.0,Charlize Theron,http://www.wikidata.org/entity/Q80046,wd:Q80046,5132,"Charlize Theron ( shar-LEEZ THERR-ən; Afrikaans: [ʃarˈlis ˈtrɔn]; born 7 August 1975) is a South African and American actress and producer. One of the world's highest-paid actresses, she is the recipient of various accolades, including an Academy Award, a Screen Actors Guild Award, and a Golden Globe Award. In 2016, Time named her one of the 100 most influential people in the world.
Theron came to international prominence in the 1990s by playing the leading lady in the Hollywood films The Devil's Advocate (1997), Mighty Joe Young (1998), and The Cider House Rules (1999). She received critical acclaim for her portrayal of serial killer Aileen Wuornos in Monster (2003), for which she won the Silver Bear and Academy Award for Best Actress, becoming the first South African to win an Oscar in an acting category. She received another Academy Award nomination for playing a sexually abused woman seeking justice in the drama North Country (2005).
Theron has since starred in several commercially successful action films, including The Italian Job (2003), Hancock (2008), Snow White and the Huntsman (2012), Prometheus (2012), Mad Max: Fury Road (2015), The Fate of the Furious (2017), Atomic Blonde (2017), and The Old Guard (2020). She also received praise for playing troubled women in Jason Reitman's comedy-dramas Young Adult (2011) and Tully (2018), and for portraying Megyn Kelly in the biographical drama Bombshell (2019), receiving a third Academy Award nomination for the last.
Since the early 2000s, Theron has ventured into film production with her company Denver and Delilah Productions. She has produced numerous films, in many of which she had a starring role, including The Burning Plain (2008), Dark Places (2015), and Long Shot (2019). Theron became an American citizen in 2007, while retaining her South African citizenship. She has been honoured with a motion picture star on the Hollywood Walk of Fame.",https://en.wikipedia.org/wiki/Charlize_Theron
2411,South Korea,67.0,Lee Min Ho,http://www.wikidata.org/entity/Q80758,wd:Q80758,21003892,"Lee Min-ho (Korean: 이민호; Hanja: 李敏鎬, born June 22, 1987) is a South Korean actor, singer, model, creative director and businessman. He gained widespread fame worldwide with his role as Gu Jun-pyo in Boys Over Flowers (2009) which also earned him the Best New Actor award at the 45th Baeksang Arts Awards. His notable lead roles in television series include Personal Taste (2010), City Hunter (2011), The Heirs (2013), The Legend of the Blue Sea (2016). In 2020 he starred in Studio Dragon's The King: Eternal Monarch, which grossed US$135 million. Apart from his television career, Lee featured in the first lead role in the film Gangnam Blues (2015). This was followed by his first China-produced film Bounty Hunters (2016), and the mini-romance-web-series Line Romance (2014), both collectively grossed US$51 million.The success of Lee's television series established him as a top Hallyu star; he is the most followed South Korean actor on social media. Lee became the first Korean celebrity to have a wax figure made in his image at Madame Tussauds, with figures being unveiled in Shanghai in 2013, and Hong Kong in 2014. He earns US$2.5 million from product endorsements alone.",https://en.wikipedia.org/wiki/Lee_Min-ho
2433,South Sudan,3.0,Ger Duany,http://www.wikidata.org/entity/Q5548725,wd:Q5548725,33881288,"Ger Duany, born 1978 in Akobo, Greater Upper Nile in South Sudan, is an actor. He is a self-described “village boy”.",https://en.wikipedia.org/wiki/Ger_Duany
2436,Spain,113.0,Penélope Cruz,http://www.wikidata.org/entity/Q39666,wd:Q39666,23006,"Penélope Cruz Sánchez (; Spanish: [peˈnelope ˈkɾuθ ˈsantʃeθ]; born 28 April 1974) is a Spanish actress. Known for her roles in films of several genres, she has received various accolades, including an Academy Award and a British Academy Film Award, in addition to nominations for a Primetime Emmy Award, four Golden Globe Awards, and five Screen Actors Guild Awards.
Signed by an agent at age 15, Cruz made her acting debut at 16 on television, and her feature film debut the following year in Jamón Jamón (1992). Her subsequent roles included Belle Époque (1992), Open Your Eyes (1997), The Hi-Lo Country (1999), The Girl of Your Dreams (2000), and Woman on Top (2000). She is also known for her frequent collaborations with director Pedro Almodóvar in Live Flesh (1997), All About My Mother (1999), Volver (2006), Broken Embraces (2009), I'm So Excited! (2013), Pain and Glory (2019), and Parallel Mothers (2021), as well as with director Woody Allen in Vicky Cristina Barcelona (2008) and To Rome with Love (2012).
Cruz achieved international recognition for her lead roles in the films All the Pretty Horses (2000), Vanilla Sky (2001), Captain Corelli's Mandolin (2001), and Blow (2001). She has since appeared in a variety of films from a wide range of genres, including the comedy Waking Up in Reno (2002), the thriller Gothika (2003), the Christmas film Noel (2004), the action-adventure films Sahara (2005) and Pirates of the Caribbean: On Stranger Tides (2011), the crime drama The Counselor (2013), and the mystery film Murder on the Orient Express (2017). She received critical acclaim for her roles in Volver (2006) and Nine (2009), earning Golden Globe and Academy Award nominations for each. She won the Academy Award for Best Supporting Actress in 2008 for her performance in Woody Allen's Vicky Cristina Barcelona. She is the first and only Spanish actress to be nominated for and to win an Academy Award, as well as the first to receive a star on the Hollywood Walk of Fame. In 2018, Cruz made her American television debut as Italian fashion designer Donatella Versace in the FX series The Assassination of Gianni Versace: American Crime Story, for which she was nominated for the Primetime Emmy Award for Outstanding Supporting Actress in a Limited Series or Movie.
Cruz has modelled for Mango, Ralph Lauren, and L'Oréal, and along with her younger sister Mónica Cruz, also designed clothing for Mango. She has been a house ambassador for Chanel since 2018. Cruz has volunteered in Uganda and India, where she spent one week working with Mother Teresa; she donated her salary from The Hi-Lo Country to help fund the late nun's mission.",https://en.wikipedia.org/wiki/Pen%C3%A9lope_Cruz
2457,Sri Lanka,49.0,Jacqueline Fernandez,http://www.wikidata.org/entity/Q2312801,wd:Q2312801,10094963,"Jacqueline Fernandez (born 11 August 1985) is a Sri Lankan actress, model and the winner of the Miss Universe Sri Lanka pageant of 2006 who predominantly works in Hindi films. In 2009, she debuted with Aladin and since then has established a career in the Hindi film industry. Fernandez was born and raised in Bahrain to a multiracial Eurasian family of Sri Lankan, Canadian, and Malaysian descent. After graduating in mass communication from the University of Sydney and working as a television reporter in Sri Lanka, she joined the modeling industry. She was crowned Miss Universe Sri Lanka in 2006, and represented her country at Miss Universe 2006.
While on a modelling assignment in India in 2009, Fernandez successfully auditioned for Sujoy Ghosh's fantasy drama Aladin, which marked her acting debut. Fernandez had her breakthrough role with the psychological thriller Murder 2 (2011), her first commercial success. This was followed by glamorous roles in the commercially successful ensemble-comedy Housefull 2 (2012) and the action thriller Race 2 (2013), which garnered her an IIFA Award for Best Supporting Actress nomination. Fernandez went on to star in the top-grossing action film Kick (2014) and the comedies Housefull 3 (2016) and Judwaa 2 (2017).
Alongside her screen acting career, Fernandez has worked as a judge in the ninth season of the dance reality show Jhalak Dikhhla Jaa (2016–2017), is a popular celebrity endorser for various brands and products, has participated in stage shows, and is active in humanitarian work.",https://en.wikipedia.org/wiki/Jacqueline_Fernandez
2477,State of Palestine,20.0,Elia Suleiman,http://www.wikidata.org/entity/Q577569,wd:Q577569,1695558,"Elia Suleiman (Arabic: إيليا سليمان, IPA: [ˈʔiːlja sʊleːˈmaːn]; born July 28, 1960) is a Palestinian film director and actor of Rûm Greek Orthodox origin. He is best known for the 2002 film Divine Intervention (Arabic: يد إلهية), a modern tragic comedy on living under occupation in Palestine which won the Jury Prize at the 2002 Cannes Film Festival. Elia Suleiman's cinematic style is often compared to that of Jacques Tati and Buster Keaton, for its poetic interplay between ""burlesque and sobriety"". He is married to Lebanese singer and actress Yasmine Hamdan.",https://en.wikipedia.org/wiki/Elia_Suleiman
2490,Sudan,31.0,Alexander Siddig,http://www.wikidata.org/entity/Q311165,wd:Q311165,302783,"Siddig El Tahir El Fadil El Siddig Abdurrahman Mohammed Ahmed Abdel Karim El Mahdi (born 21 November 1965) is a Sudanese-born English actor and director known professionally as Siddig El Fadil and subsequently as Alexander Siddig.
Siddig is best known for his roles as Dr. Julian Bashir in the television series Star Trek: Deep Space Nine, former terrorist Hamri Al-Assad in the sixth season of the series 24, and Doran Martell in the Game of Thrones series. He also starred in the films Syriana (2005), Hannibal (2006), A Lost Man (2007), Cairo Time (2009) and Inescapable (2012).",https://en.wikipedia.org/wiki/Alexander_Siddig
2506,Suriname,5.0,Prem Radhakishun,http://www.wikidata.org/entity/Q2289931,wd:Q2289931,39978535,"Prem Shivram Shaw Radhakishun (Paramaribo, February 4, 1962) is a Dutch-Surinamese lawyer, columnist, actor and radio and television producer.
Radhakishun presented the NPS television program Premtime, which ran from 2003 to 2008. The program was an informative television program about the multicultural society in which the quality of the Dutch society is tested. In Premtime, Radhakishun paid attention to the multicultural society. This resulted a few times in clashes with Moroccan youth in particular.From April 2009 to September 2010, Radhakishun presented the opinion program PepTalk of BNR. He was also the presenter of the television program De Herkansing (The Second Chance), in which the youth who have difficulties at home or at school get a second chance. In 2006 he was suspended for one year as a lawyer for failing to fulfill its administrative and financial obligations.",https://en.wikipedia.org/wiki/Prem_Radhakishun
2516,Sweden,113.0,Ingrid Bergman,http://www.wikidata.org/entity/Q43247,wd:Q43247,41562,"Ingrid Bergman (29 August 1915 – 29 August 1982) was a Swedish actress who starred in a variety of European and American films, television movies, and plays. With a career spanning five decades, she is often regarded as one of the most influential screen figures in cinematic history. She won numerous accolades, including three Academy Awards, two Primetime Emmy Awards, a Tony Award, four Golden Globe Awards, and a BAFTA Award. She is one of only three actresses to have received three acting Academy Awards (only Katharine Hepburn has four).
Born in Stockholm to a Swedish father and a German mother, Bergman began her acting career in Swedish and German films. Her introduction to the U.S. audience came in the English-language remake of Intermezzo (1939). Known for her naturally luminous beauty, she starred in Casablanca (1942) as Ilsa Lund, her most famous role, opposite Humphrey Bogart. Bergman's notable performances in the 1940s include the dramas For Whom the Bell Tolls (1943), Gaslight (1944), The Bells of St. Mary's (1945), and Joan of Arc (1948), all of which earned her nominations for the Academy Award for Best Actress; she won for Gaslight. She made three films with Alfred Hitchcock: Spellbound (1945), with Gregory Peck, Notorious (1946), opposite Cary Grant and Under Capricorn (1949), alongside Joseph Cotten. 
In 1950, she starred in Roberto Rossellini's Stromboli, released after the revelation she was having an affair with Rossellini; that and her pregnancy prior to their marriage created a scandal in the U.S. that prompted her to remain in Europe for several years. During this time she starred in Rossellini's Europa '51 and Journey to Italy (1954), now critically acclaimed. She had a successful return to working for a Hollywood studio in Anastasia (1956), winning her second Academy Award for Best Actress. Soon after, she co-starred with Grant in the romance Indiscreet (1958). In later years, Bergman won her third Academy Award, this one for Best Supporting Actress, for her role in Murder on the Orient Express (1974). In 1978, she starred in Ingmar Bergman's (no relation) Swedish Autumn Sonata receiving her sixth Best Actress nomination. Bergman spoke five languages – Swedish, English, German, Italian and French – and acted in each.In her final role, she portrayed the late Israeli Prime Minister Golda Meir in the television miniseries A Woman Called Golda (1982) for which she posthumously won her second Emmy Award for Best Actress. In 1974, Bergman discovered she was suffering from breast cancer but continued to work until shortly before her death on her sixty-seventh birthday (29 August 1982). According to the St. James Encyclopedia of Popular Culture, upon her arrival in the U.S. Bergman quickly became ""the ideal of American womanhood"" and a contender for Hollywood's greatest leading actress. David O. Selznick once called her ""the most completely conscientious actress"" he had ever worked with. In 1999, the American Film Institute recognised Bergman as the fourth greatest female screen legend of Classic Hollywood Cinema.",https://en.wikipedia.org/wiki/Ingrid_Bergman
2538,Switzerland,116.0,Alain Delon,http://www.wikidata.org/entity/Q106529,wd:Q106529,309161,"Alain Fabien Maurice Marcel Delon (French: [alɛ̃ dəlɔ̃]; born 8 November 1935) is a French actor and filmmaker. He is known as one of Europe's most prominent actors and screen sex symbols from the 1960s and 1970s. He achieved critical acclaim for roles in films such as Purple Noon (1960), Rocco and His Brothers (1960), L'Eclisse (1962), The Leopard (1963), Le Samouraï (1967), La Piscine (1969), Le Cercle Rouge (1970), Un flic (1972), and Monsieur Klein (1976). Over the course of his career Delon worked with many well-known directors, including Luchino Visconti, Jean-Luc Godard, Jean-Pierre Melville, Michelangelo Antonioni, and Louis Malle. As a singer, Delon recorded the popular duet ""Paroles, paroles"" (1973) with Dalida. He acquired Swiss citizenship in 1999.
In 1985, he won the César Award for Best Actor for his performance in Notre histoire (1984). In 1991, he received France's Legion of Honour. At the 45th Berlin International Film Festival, he won the Honorary Golden Bear. At the 2019 Cannes Film Festival, he received the Honorary Palme d'Or.",https://en.wikipedia.org/wiki/Alain_Delon
2563,Syria,39.0,Michael Ansara,http://www.wikidata.org/entity/Q1276579,wd:Q1276579,2228014,"Michael George Ansara (April 15, 1922 – July 31, 2013) was an American stage, screen, and voice actor.  He portrayed Cochise in the television series Broken Arrow, Kane in the 1979–1981 series Buck Rogers in the 25th Century, Commander Kang in Star Trek: The Original Series, Deputy U.S. Marshal Sam Buckhart in the NBC series Law of the Plainsman, and provided the voice for Mr. Freeze in Batman: The Animated Series and several of its spin-offs. Ansara received a star on the Hollywood Walk of Fame for his work in the television industry, located at 6666 Hollywood Boulevard.",https://en.wikipedia.org/wiki/Michael_Ansara
2584,Taiwan,84.0,Jolin Tsai,http://www.wikidata.org/entity/Q51101,wd:Q51101,485273,"Jolin Tsai (Mandarin: [tsˈaɪ] (listen); Chinese: 蔡依林; born September 15, 1980) is a Taiwanese singer, songwriter, and actress. Referred to as the ""Queen of C-Pop"", she is considered one of the most influential people in Chinese popular culture. She is known for her continual reinvention and versatility in musical style and visual image, and she has achieved reputation and popularity in the Chinese-speaking world. She maintains in charge of every aspect of her career, and she is regarded as a key figure of popularizing dance-pop as mainstream music in Greater China. Her works, which incorporate social themes, have generated both commercial success and critical acclaim.In 1998, Tsai won the championship at a television singing competition produced by MTV Mandarin. Her debut album 1019 (1999) made her become an instant hit, and her first girl-next-door incarnation made her become a teen idol with a huge teenage fanbase. Her album Magic (2003), which reflected her first musical reinvention, marked the beginning of her dance-oriented musical direction. Her album Dancing Diva (2006), which highly impressed the public with slick dance songs with dazzling dance moves, established her representative status as a dance-pop artist in the Chinese music scene.In 2009, Tsai founded the company Eternal and began to be completely in charge of her career. Her album Myself (2010) was regarded as one of the most experimental albums in the Chinese music industry. Her album Muse (2012) integrated pop music with pop art and spanned mainstream and indie. Her album Play (2014), which incorporated various social themes, further thrust her into the international spotlight. Her album Ugly Beauty (2018), which explored the norm of beauty standard and the bipolarity of human feelings, was considered the production leading the C-pop music industry.With sales of over 25 million records, Tsai is the best-selling Taiwanese female recording artist since 2000. Since her 2003 album Magic, all of her studio albums became at least the year's highest-selling album by a female artist in Taiwan, and four of which even became the year's highest-selling album in the country. She has received a total of seven Golden Melody Awards, making her the female Mandopop artist with the most wins. She is one of the highest-paid Taiwanese female artists, and she has featured multiple times on the Forbes China Celebrity 100 list. In 2014, Next Magazine reported that her estimated net worth exceeded NT$2 billion.",https://en.wikipedia.org/wiki/Jolin_Tsai
2604,Tajikistan,13.0,Lyudmila Chursina,http://www.wikidata.org/entity/Q3540962,wd:Q3540962,38291509,"Lyudmila Alexeyevna Chursina (Russian: Людми́ла Алексе́евна Чурсина́; born 20 July 1941) is a Soviet and Russian film actress. She has appeared in more than 50 films and television shows since 1962. In 1981 she was a member of the jury at the 12th Moscow International Film Festival. At the age of 40, she is the youngest actress to receive the title of the People's Artist of the USSR.",https://en.wikipedia.org/wiki/Lyudmila_Chursina
2622,Tanzania,29.0,Marin Hinkle,http://www.wikidata.org/entity/Q234438,wd:Q234438,2209405,"Marin Elizabeth Hinkle (born March 23, 1966) is an American actress. Among many television and movie roles, she is best known for playing Judy Brooks on the ABC television drama Once and Again, Judith Harper-Melnick on the CBS sitcom Two and a Half Men, and Rose Weissman on the comedy-drama series The Marvelous Mrs. Maisel on Amazon Prime Video. For her role in The Marvelous Mrs. Maisel, Hinkle was nominated for the Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series in 2019 and 2020.",https://en.wikipedia.org/wiki/Marin_Hinkle
2647,Thailand,33.0,Yodrak Salakjai,http://www.wikidata.org/entity/Q13019128,wd:Q13019128,56192545,Police corporal Niphon Plaiwan (Thai: สิบตำรวจโทนิพนธ์ ไพรวัลย์) or stage name Yodrak Salakjai (Thai: ยอดรัก สลักใจ) was a famous Luk thung singer and actor.,https://en.wikipedia.org/wiki/Yodrak_Salakjai
2660,The Bahamas,92.0,Sidney Poitier,http://www.wikidata.org/entity/Q104049,wd:Q104049,46052,"Sidney Poitier  ( PWAH-tyay; February 20, 1927 – January 6, 2022) was a Bahamian and American actor, film director, and diplomat. In 1964, he was the first African American actor and first Bahamian to win the Academy Award for Best Actor. He received two competitive Golden Globe Awards, a competitive British Academy of Film and Television Arts award (BAFTA), and a Grammy Award for Best Spoken Word Album. Poitier was one of the last major stars from the Golden Age of Hollywood cinema.
Poitier's family lived in the Bahamas, then still a Crown colony, but he was born unexpectedly in Miami, Florida, while they were visiting, which automatically granted him U.S. citizenship. He grew up in the Bahamas, but moved to Miami at age 15, and to New York City when he was 16. He joined the American Negro Theatre, landing his breakthrough film role as a high school student in the film Blackboard Jungle (1955). In 1958, Poitier starred with Tony Curtis as chained-together escaped convicts in The Defiant Ones, which received nine Academy Award nominations; both actors received nominations for Best Actor, with Poitier's being the first for a Black actor.  They both also had Best Actor nominations for the BAFTAs, with Poitier winning. In 1964, he won the Academy Award and the Golden Globe for Best Actor for Lilies of the Field (1963), playing a handyman helping a group of German-speaking nuns build a chapel.Poitier also received acclaim for Porgy and Bess (1959), A Raisin in the Sun (1961), and A Patch of Blue (1965), because of his strong roles as epic African American male characters. He continued to break ground in three successful 1967 films which dealt with issues of race and race relations: To Sir, with Love; Guess Who's Coming to Dinner, and In the Heat of the Night, the latter of which won the Academy Award for Best Picture for that year. He received Golden Globe and BAFTA nominations for his performance in the last film, and in a poll the next year he was voted the US's top box-office star. Beginning in the 1970s, Poitier also directed various comedy films, including Stir Crazy (1980), starring Richard Pryor and Gene Wilder, among other films. After nearly a decade away from acting, he returned to television and film starring in Shoot to Kill (1988) and Sneakers (1992).
Poitier was granted a knighthood by Queen Elizabeth II in 1974. In 1982, he received the Golden Globe Cecil B. DeMille Award. In 1995, he received the Kennedy Center Honor. From 1997 to 2007, he was the Bahamian Ambassador to Japan. In 1999, he ranked 22nd among male actors on the ""100 Years...100 Stars"" list by the American Film Institute and received the Screen Actors Guild Life Achievement Award. In 2002, he was given an Honorary Academy Award, in recognition of his ""remarkable accomplishments as an artist and as a human being"". In 2009, he was awarded the Presidential Medal of Freedom, the highest civilian honor in the United States, by President Barack Obama. In 2016, he was awarded the BAFTA Fellowship for outstanding lifetime achievement in film.",https://en.wikipedia.org/wiki/Sidney_Poitier
2674,The Gambia,8.0,Louis Mahoney,http://www.wikidata.org/entity/Q6687754,wd:Q6687754,4746858,"Louis Felix Danner Mahoney (; 8 September 1938 – 28 June 2020) was a Gambian-born British actor, based in Hampstead in London. He was an anti-racist activist and long-time campaigner for racial equality within the acting profession. He represented African-Asian members on the council of the actors' union, Equity, becoming joint Vice-President between 1994 and 1996.",https://en.wikipedia.org/wiki/Louis_Mahoney
2684,Togo,6.0,Pascaline Edwards,http://www.wikidata.org/entity/Q16734008,wd:Q16734008,40368888,"Pascaline Edwards (born 1970) is a Ghanaian actress, winner of Ghana’s Best Female Actress in 2002. Edwards is considered a diva in the Ghanaian movie scene, with over a hundred movies to her credit in a professional career spanning a little over two decades. She has also acted in a number of Nollywood films. Currently, she combines her career as an actress with managing her film acting training school, Film Techniques, and one of Ghana’s top fitness gyms, GeoDan Health and Fitness Centre.",https://en.wikipedia.org/wiki/Pascaline_Edwards
2685,Tonga,7.0,Katherine Willis,http://www.wikidata.org/entity/Q6376574,wd:Q6376574,6655797,"Katherine Willis is an American actress and producer, best known for her roles as Mytle Hale in Killers of the Flower Moon, Diana Lord in Tell Me Your Secrets, and Joanne Street in Friday Night Lights.",https://en.wikipedia.org/wiki/Katherine_Willis
2689,Trinidad and Tobago,28.0,Winston Duke,http://www.wikidata.org/entity/Q27045579,wd:Q27045579,51799283,"Winston Duke (born November 15, 1986) is a Trinidadian-American actor. He is best known for his role as M'Baku in the Marvel Cinematic Universe films Black Panther (2018), Avengers: Infinity War (2018), and Avengers: Endgame (2019). He also starred in Jordan Peele's horror film Us (2019).",https://en.wikipedia.org/wiki/Winston_Duke
2708,Tunisia,73.0,Claudia Cardinale,http://www.wikidata.org/entity/Q107006,wd:Q107006,235307,"Claude Joséphine Rose ""Claudia"" Cardinale (French: [klod ʒozefin ʁoz kaʁdinal]; born 15 April 1938) is an Italian film actress. She has starred in several acclaimed European films of the 1960s and 1970s, acting in Italian, French, and English-language films.
Born and raised in La Goulette, a neighbourhood of Tunis, Cardinale won the ""Most Beautiful Italian Girl in Tunisia"" competition in 1957, the prize being a trip to Italy, which quickly led to film contracts, due above all to the involvement of Franco Cristaldi, who acted as her mentor for a number of years and later married her. After making her debut in a minor role with Omar Sharif in Goha (1958), Cardinale became one of the best-known actresses in Italy with roles in films such as Rocco and His Brothers (1960), Girl with a Suitcase (1961), Cartouche (1962), The Leopard (1963),  and Fellini's 8½ (1963). From 1963, Cardinale became known in the United States and Britain following her role in The Pink Panther opposite David Niven. For several years, she appeared in Hollywood films such as Blindfold (1965), Lost Command (1966), The Professionals (1966), Don't Make Waves (1967) with Tony Curtis, The Hell with Heroes (1968), and the Sergio Leone epic Western Once Upon a Time in the West (1968), a joint US-Italian production, in which she was praised for her role as a former prostitute opposite Jason Robards, Charles Bronson, and Henry Fonda.
Jaded with the Hollywood film industry and not wanting to become a cliché, Cardinale returned to Italian and French cinema, and garnered the David di Donatello for Best Actress award for her roles in Il giorno della civetta (1968) and as a prostitute alongside Alberto Sordi in A Girl in Australia (1971). In 1974, Cardinale met director Pasquale Squitieri, who would become her partner, and she frequently featured in his films, including I guappi (1974), Corleone (1978) and Claretta (1984), the last of which won her the Nastro d'Argento Award for Best Actress. In 1982, she starred in Werner Herzog's Fitzcarraldo as the love interest of Klaus Kinski, who raises the funds to buy a steamship in Peru. In 2010, Cardinale received the Best Actress Award at the 47th Antalya ""Golden Orange"" International Film Festival for her performance as an elderly Italian woman who takes in a young Turkish exchange student in Signora Enrica.
Outspoken on women's rights causes over the years, Cardinale has been a UNESCO goodwill ambassador for the Defense of Women's Rights since March 2000. In February 2011, the Los Angeles Times Magazine named Cardinale among the 50 most beautiful women in film history.",https://en.wikipedia.org/wiki/Claudia_Cardinale
