,Unnamed: 0,country,number,item,item_id,wikidata_description_x,pageid_y,wikidata_description_y,pageid_x.1,wikidata_description_x.1,pageid_y.1,wikidata_description_y.1,pageid_x.1.1,wikidata_description_x.1.1,pageid_y.1.1,wikidata_description_y.1.1,pageid_x,wikidata_description_x.1.1.1,shortform,pageid_y.1.1.1,wikidata_description_y.1.1.1,pageid_x.1.1.1,wikidata_description_x.1.1.1.1,pageid_y.1.1.1.1,wikidata_description_y.1.1.1.1,pageid,wikidata_description
1309,1301,Uganda,20,Vanessa Nakate,http://www.wikidata.org/entity/Q83614709,Ugandan climate change activist,62923450,Ugandan climate change activist,62923450,Ugandan climate change activist,62923450,Ugandan climate change activist,62923450,Ugandan climate change activist,62923450,Ugandan climate change activist,62923450,Ugandan climate change activist,wd:Q83614709,62923450,Ugandan climate change activist,62923450,Ugandan climate change activist,62923450,Ugandan climate change activist,62923450,Ugandan climate change activist
1310,1302,Uganda,20,Peruth Chemutai,http://www.wikidata.org/entity/Q26838082,Ugandan athletics competitor,51515153,Ugandan athletics competitor,51515153,Ugandan athletics competitor,51515153,Ugandan athletics competitor,51515153,Ugandan athletics competitor,51515153,Ugandan athletics competitor,51515153,Ugandan athletics competitor,wd:Q26838082,51515153,Ugandan athletics competitor,51515153,Ugandan athletics competitor,51515153,Ugandan athletics competitor,51515153,Ugandan athletics competitor
1311,1303,Uganda,19,Phiona Mutesi,http://www.wikidata.org/entity/Q3658171,Ugandan chess player,30560481,Ugandan chess player,30560481,Ugandan chess player,30560481,Ugandan chess player,30560481,Ugandan chess player,30560481,Ugandan chess player,30560481,Ugandan chess player,wd:Q3658171,30560481,Ugandan chess player,30560481,Ugandan chess player,30560481,Ugandan chess player,30560481,Ugandan chess player
1312,1304,Uganda,19,Sylvia Jebiwott Kibet,http://www.wikidata.org/entity/Q258576,Kenyan long-distance runner,9511182,Kenyan long-distance runner,9511182,Kenyan long-distance runner,9511182,Kenyan long-distance runner,9511182,Kenyan long-distance runner,9511182,Kenyan long-distance runner,9511182,Kenyan long-distance runner,wd:Q258576,9511182,Kenyan long-distance runner,9511182,Kenyan long-distance runner,9511182,Kenyan long-distance runner,9511182,Kenyan long-distance runner
1313,1305,Uganda,17,Dorcus Inzikuru,http://www.wikidata.org/entity/Q263372,Ugandan long-distance runner,30864776,Ugandan long-distance runner,30864776,Ugandan long-distance runner,30864776,Ugandan long-distance runner,30864776,Ugandan long-distance runner,30864776,Ugandan long-distance runner,30864776,Ugandan long-distance runner,wd:Q263372,30864776,Ugandan long-distance runner,30864776,Ugandan long-distance runner,30864776,Ugandan long-distance runner,30864776,Ugandan long-distance runner
1314,1306,Uganda,17,Halimah Nakaayi,http://www.wikidata.org/entity/Q26705067,Ugandan athletics competitor,51411064,Ugandan athletics competitor,51411064,Ugandan athletics competitor,51411064,Ugandan athletics competitor,51411064,Ugandan athletics competitor,51411064,Ugandan athletics competitor,51411064,Ugandan athletics competitor,wd:Q26705067,51411064,Ugandan athletics competitor,51411064,Ugandan athletics competitor,51411064,Ugandan athletics competitor,51411064,Ugandan athletics competitor
1315,1307,Uganda,16,Winnie Byanyima,http://www.wikidata.org/entity/Q21759,"Ugandan aeronautical engineer, politician and diplomat",31696361,"Ugandan aeronautical engineer, politician and diplomat",31696361,"Ugandan aeronautical engineer, politician and diplomat",31696361,"Ugandan aeronautical engineer, politician and diplomat",31696361,"Ugandan aeronautical engineer, politician and diplomat",31696361,"Ugandan aeronautical engineer, politician and diplomat",31696361,"Ugandan aeronautical engineer, politician and diplomat",wd:Q21759,31696361,"Ugandan aeronautical engineer, politician and diplomat",31696361,"Ugandan aeronautical engineer, politician and diplomat",31696361,"Ugandan aeronautical engineer, politician and diplomat",31696361,"Ugandan aeronautical engineer, politician and diplomat"
1316,1308,Uganda,14,Kasha Nabagesera,http://www.wikidata.org/entity/Q460865,Ugandan LGBT activist,33422141,Ugandan LGBT activist,33422141,Ugandan LGBT activist,33422141,Ugandan LGBT activist,33422141,Ugandan LGBT activist,33422141,Ugandan LGBT activist,33422141,Ugandan LGBT activist,wd:Q460865,33422141,Ugandan LGBT activist,33422141,Ugandan LGBT activist,33422141,Ugandan LGBT activist,33422141,Ugandan LGBT activist
1317,1309,Uganda,14,Rebecca Kadaga,http://www.wikidata.org/entity/Q1026465,Ugandan lawyer and politician who was Speaker of the Parliament of Uganda between19 May 2011 to 2021,24277802,Ugandan lawyer and politician who was Speaker of the Parliament of Uganda between19 May 2011 to 2021,24277802,Ugandan lawyer and politician who was Speaker of the Parliament of Uganda between19 May 2011 to 2021,24277802,Ugandan lawyer and politician who was Speaker of the Parliament of Uganda between19 May 2011 to 2021,24277802,Ugandan lawyer and politician who was Speaker of the Parliament of Uganda between19 May 2011 to 2021,24277802,Ugandan lawyer and politician who was Speaker of the Parliament of Uganda between19 May 2011 to 2021,24277802,Ugandan lawyer and politician who was Speaker of the Parliament of Uganda between19 May 2011 to 2021,wd:Q1026465,24277802,Ugandan lawyer and politician who was Speaker of the Parliament of Uganda between19 May 2011 to 2021,24277802,Ugandan lawyer and politician who was Speaker of the Parliament of Uganda between19 May 2011 to 2021,24277802,Ugandan lawyer and politician who was Speaker of the Parliament of Uganda between19 May 2011 to 2021,24277802,Ugandan lawyer and politician who was Speaker of the Parliament of Uganda between19 May 2011 to 2021
1318,1310,Uganda,14,Betty Okino,http://www.wikidata.org/entity/Q1027090,gymnast,4727428,gymnast,4727428,gymnast,4727428,gymnast,4727428,gymnast,4727428,gymnast,4727428,gymnast,wd:Q1027090,4727428,gymnast,4727428,gymnast,4727428,gymnast,4727428,gymnast
1319,1311,Uganda,14,Gita Ramjee,http://www.wikidata.org/entity/Q42571276,Ugandan-South African researcher,63531985,Ugandan-South African researcher,63531985,Ugandan-South African researcher,63531985,Ugandan-South African researcher,63531985,Ugandan-South African researcher,63531985,Ugandan-South African researcher,63531985,Ugandan-South African researcher,wd:Q42571276,63531985,Ugandan-South African researcher,63531985,Ugandan-South African researcher,63531985,Ugandan-South African researcher,63531985,Ugandan-South African researcher
1320,1312,Uganda,13,Sylvia Tamale,http://www.wikidata.org/entity/Q7661016,Ugandan academic,20882689,Ugandan academic,20882689,Ugandan academic,20882689,Ugandan academic,20882689,Ugandan academic,20882689,Ugandan academic,20882689,Ugandan academic,wd:Q7661016,20882689,Ugandan academic,20882689,Ugandan academic,20882689,Ugandan academic,20882689,Ugandan academic
1321,1313,Uganda,13,Nana Kagga,http://www.wikidata.org/entity/Q26702189,"Ugandan actress, producer and director",51410594,"Ugandan actress, producer and director",51410594,"Ugandan actress, producer and director",51410594,"Ugandan actress, producer and director",51410594,"Ugandan actress, producer and director",51410594,"Ugandan actress, producer and director",51410594,"Ugandan actress, producer and director",wd:Q26702189,51410594,"Ugandan actress, producer and director",51410594,"Ugandan actress, producer and director",51410594,"Ugandan actress, producer and director",51410594,"Ugandan actress, producer and director"
1322,1314,Uganda,12,Specioza Kazibwe,http://www.wikidata.org/entity/Q544606,Ugandan politician,3134963,Ugandan politician,3134963,Ugandan politician,3134963,Ugandan politician,3134963,Ugandan politician,3134963,Ugandan politician,3134963,Ugandan politician,wd:Q544606,3134963,Ugandan politician,3134963,Ugandan politician,3134963,Ugandan politician,3134963,Ugandan politician
1323,1315,Uganda,12,Elizabeth Nyabongo,http://www.wikidata.org/entity/Q1331145,Ugandan politician,4006857,Ugandan politician,4006857,Ugandan politician,4006857,Ugandan politician,4006857,Ugandan politician,4006857,Ugandan politician,4006857,Ugandan politician,wd:Q1331145,4006857,Ugandan politician,4006857,Ugandan politician,4006857,Ugandan politician,4006857,Ugandan politician
1324,1316,Uganda,12,Leah Namugerwa,http://www.wikidata.org/entity/Q88676023,Ugandan environmental activist,65365630,Ugandan environmental activist,65365630,Ugandan environmental activist,65365630,Ugandan environmental activist,65365630,Ugandan environmental activist,65365630,Ugandan environmental activist,65365630,Ugandan environmental activist,wd:Q88676023,65365630,Ugandan environmental activist,65365630,Ugandan environmental activist,65365630,Ugandan environmental activist,65365630,Ugandan environmental activist
1325,1317,Uganda,11,Robinah Nabbanja,http://www.wikidata.org/entity/Q62481397,Ugandan politician and teacher,62979790,Ugandan politician and teacher,62979790,Ugandan politician and teacher,62979790,Ugandan politician and teacher,62979790,Ugandan politician and teacher,62979790,Ugandan politician and teacher,62979790,Ugandan politician and teacher,wd:Q62481397,62979790,Ugandan politician and teacher,62979790,Ugandan politician and teacher,62979790,Ugandan politician and teacher,62979790,Ugandan politician and teacher
1326,1318,Uganda,11,Janet Museveni,http://www.wikidata.org/entity/Q6153522,First Lady of Uganda,2010230,First Lady of Uganda,2010230,First Lady of Uganda,2010230,First Lady of Uganda,2010230,First Lady of Uganda,2010230,First Lady of Uganda,2010230,First Lady of Uganda,wd:Q6153522,2010230,First Lady of Uganda,2010230,First Lady of Uganda,2010230,First Lady of Uganda,2010230,First Lady of Uganda
1327,1319,Ukraine,122,Anna Akhmatova,http://www.wikidata.org/entity/Q80440,Russian poet (1889–1966),66569,Russian poet (1889–1966),66569,Russian poet (1889–1966),66569,Russian poet (1889–1966),66569,Russian poet (1889–1966),66569,Russian poet (1889–1966),66569,Russian poet (1889–1966),wd:Q80440,66569,Russian poet (1889–1966),66569,Russian poet (1889–1966),66569,Russian poet (1889–1966),66569,Russian poet (1889–1966)
1328,1322,Ukraine,105,Mila Kunis,http://www.wikidata.org/entity/Q37628,Soviet Ukrainian-born American actress,400738,Soviet Ukrainian-born American actress,400738,Soviet Ukrainian-born American actress,400738,Soviet Ukrainian-born American actress,400738,Soviet Ukrainian-born American actress,400738,Soviet Ukrainian-born American actress,400738,Soviet Ukrainian-born American actress,wd:Q37628,400738,Soviet Ukrainian-born American actress,400738,Soviet Ukrainian-born American actress,400738,Soviet Ukrainian-born American actress,400738,Soviet Ukrainian-born American actress
1329,1323,Ukraine,101,Yulia Tymoshenko,http://www.wikidata.org/entity/Q48283,Ukrainian politician,1246843,Ukrainian politician,1246843,Ukrainian politician,1246843,Ukrainian politician,1246843,Ukrainian politician,1246843,Ukrainian politician,1246843,Ukrainian politician,wd:Q48283,1246843,Ukrainian politician,1246843,Ukrainian politician,1246843,Ukrainian politician,1246843,Ukrainian politician
1330,1326,Ukraine,76,Sofia Rotaru,http://www.wikidata.org/entity/Q43137,"Ukrainian-Soviet and Ukrainian musician, singer, songwriter, actress, author of Moldavian origin",766411,"Ukrainian-Soviet and Ukrainian musician, singer, songwriter, actress, author of Moldavian origin",766411,"Ukrainian-Soviet and Ukrainian musician, singer, songwriter, actress, author of Moldavian origin",766411,"Ukrainian-Soviet and Ukrainian musician, singer, songwriter, actress, author of Moldavian origin",766411,"Ukrainian-Soviet and Ukrainian musician, singer, songwriter, actress, author of Moldavian origin",766411,"Ukrainian-Soviet and Ukrainian musician, singer, songwriter, actress, author of Moldavian origin",766411,"Ukrainian-Soviet and Ukrainian musician, singer, songwriter, actress, author of Moldavian origin",wd:Q43137,766411,"Ukrainian-Soviet and Ukrainian musician, singer, songwriter, actress, author of Moldavian origin",766411,"Ukrainian-Soviet and Ukrainian musician, singer, songwriter, actress, author of Moldavian origin",766411,"Ukrainian-Soviet and Ukrainian musician, singer, songwriter, actress, author of Moldavian origin",766411,"Ukrainian-Soviet and Ukrainian musician, singer, songwriter, actress, author of Moldavian origin"
1331,1327,Ukraine,70,Ruslana,http://www.wikidata.org/entity/Q129119,Ukrainian singer,44957746,Ukrainian singer,44957746,Ukrainian singer,44957746,Ukrainian singer,44957746,Ukrainian singer,44957746,Ukrainian singer,44957746,Ukrainian singer,wd:Q129119,44957746,Ukrainian singer,44957746,Ukrainian singer,44957746,Ukrainian singer,44957746,Ukrainian singer
1332,1328,Ukraine,67,Helena Blavatsky,http://www.wikidata.org/entity/Q189454,"Russian occult writer, editor",168171,"Russian occult writer, editor",168171,"Russian occult writer, editor",168171,"Russian occult writer, editor",168171,"Russian occult writer, editor",168171,"Russian occult writer, editor",168171,"Russian occult writer, editor",wd:Q189454,168171,"Russian occult writer, editor",168171,"Russian occult writer, editor",168171,"Russian occult writer, editor",168171,"Russian occult writer, editor"
1333,1329,Ukraine,66,Tayanna,http://www.wikidata.org/entity/Q28826885,Ukrainian singer,60051085,Ukrainian singer,60051085,Ukrainian singer,60051085,Ukrainian singer,60051085,Ukrainian singer,60051085,Ukrainian singer,60051085,Ukrainian singer,wd:Q28826885,60051085,Ukrainian singer,60051085,Ukrainian singer,60051085,Ukrainian singer,60051085,Ukrainian singer
1334,1330,Ukraine,62,Lesya Ukrainka,http://www.wikidata.org/entity/Q298033,Ukrainian poet and writer (1871-1913),1298494,Ukrainian poet and writer (1871-1913),1298494,Ukrainian poet and writer (1871-1913),1298494,Ukrainian poet and writer (1871-1913),1298494,Ukrainian poet and writer (1871-1913),1298494,Ukrainian poet and writer (1871-1913),1298494,Ukrainian poet and writer (1871-1913),wd:Q298033,1298494,Ukrainian poet and writer (1871-1913),1298494,Ukrainian poet and writer (1871-1913),1298494,Ukrainian poet and writer (1871-1913),1298494,Ukrainian poet and writer (1871-1913)
1335,1331,Ukraine,61,Larisa Latynina,http://www.wikidata.org/entity/Q22102,Ukrainian Soviet gymnast,73697,Ukrainian Soviet gymnast,73697,Ukrainian Soviet gymnast,73697,Ukrainian Soviet gymnast,73697,Ukrainian Soviet gymnast,73697,Ukrainian Soviet gymnast,73697,Ukrainian Soviet gymnast,wd:Q22102,73697,Ukrainian Soviet gymnast,73697,Ukrainian Soviet gymnast,73697,Ukrainian Soviet gymnast,73697,Ukrainian Soviet gymnast
1336,1332,Ukraine,59,Olga Kurylenko,http://www.wikidata.org/entity/Q164730,Ukrainian-born French actress and model,7598664,Ukrainian-born French actress and model,7598664,Ukrainian-born French actress and model,7598664,Ukrainian-born French actress and model,7598664,Ukrainian-born French actress and model,7598664,Ukrainian-born French actress and model,7598664,Ukrainian-born French actress and model,wd:Q164730,7598664,Ukrainian-born French actress and model,7598664,Ukrainian-born French actress and model,7598664,Ukrainian-born French actress and model,7598664,Ukrainian-born French actress and model
1337,1333,Ukraine,59,Natalia Poklonskaya,http://www.wikidata.org/entity/Q15963668,"Federal Agency for the Commonwealth of Independent States Affairs, Compatriots Living Abroad, and International Humanitarian Cooperation (Rossotrudnichestvo) Deputy Chief",42246595,"Federal Agency for the Commonwealth of Independent States Affairs, Compatriots Living Abroad, and International Humanitarian Cooperation (Rossotrudnichestvo) Deputy Chief",42246595,"Federal Agency for the Commonwealth of Independent States Affairs, Compatriots Living Abroad, and International Humanitarian Cooperation (Rossotrudnichestvo) Deputy Chief",42246595,"Federal Agency for the Commonwealth of Independent States Affairs, Compatriots Living Abroad, and International Humanitarian Cooperation (Rossotrudnichestvo) Deputy Chief",42246595,"Federal Agency for the Commonwealth of Independent States Affairs, Compatriots Living Abroad, and International Humanitarian Cooperation (Rossotrudnichestvo) Deputy Chief",42246595,"Federal Agency for the Commonwealth of Independent States Affairs, Compatriots Living Abroad, and International Humanitarian Cooperation (Rossotrudnichestvo) Deputy Chief",42246595,"Federal Agency for the Commonwealth of Independent States Affairs, Compatriots Living Abroad, and International Humanitarian Cooperation (Rossotrudnichestvo) Deputy Chief",wd:Q15963668,42246595,"Federal Agency for the Commonwealth of Independent States Affairs, Compatriots Living Abroad, and International Humanitarian Cooperation (Rossotrudnichestvo) Deputy Chief",42246595,"Federal Agency for the Commonwealth of Independent States Affairs, Compatriots Living Abroad, and International Humanitarian Cooperation (Rossotrudnichestvo) Deputy Chief",42246595,"Federal Agency for the Commonwealth of Independent States Affairs, Compatriots Living Abroad, and International Humanitarian Cooperation (Rossotrudnichestvo) Deputy Chief",42246595,"Federal Agency for the Commonwealth of Independent States Affairs, Compatriots Living Abroad, and International Humanitarian Cooperation (Rossotrudnichestvo) Deputy Chief"
1338,1334,Ukraine,53,Lyudmila Pavlichenko,http://www.wikidata.org/entity/Q145065,Soviet sniper,1093793,Soviet sniper,1093793,Soviet sniper,1093793,Soviet sniper,1093793,Soviet sniper,1093793,Soviet sniper,1093793,Soviet sniper,wd:Q145065,1093793,Soviet sniper,1093793,Soviet sniper,1093793,Soviet sniper,1093793,Soviet sniper
1339,1335,Ukraine,52,Clarice Lispector,http://www.wikidata.org/entity/Q235955,Brazilian writer,361827,Brazilian writer,361827,Brazilian writer,361827,Brazilian writer,361827,Brazilian writer,361827,Brazilian writer,361827,Brazilian writer,wd:Q235955,361827,Brazilian writer,361827,Brazilian writer,361827,Brazilian writer,361827,Brazilian writer
1340,1336,Ukraine,52,Ani Lorak,http://www.wikidata.org/entity/Q237081,Ukrainian singer,2560679,Ukrainian singer,2560679,Ukrainian singer,2560679,Ukrainian singer,2560679,Ukrainian singer,2560679,Ukrainian singer,2560679,Ukrainian singer,wd:Q237081,2560679,Ukrainian singer,2560679,Ukrainian singer,2560679,Ukrainian singer,2560679,Ukrainian singer
1341,1337,Ukraine,52,Natasha Korolyova,http://www.wikidata.org/entity/Q1076041,Russian singer,23309847,Russian singer,23309847,Russian singer,23309847,Russian singer,23309847,Russian singer,23309847,Russian singer,23309847,Russian singer,wd:Q1076041,23309847,Russian singer,23309847,Russian singer,23309847,Russian singer,23309847,Russian singer
1342,1338,Ukraine,52,Valentina Matviyenko,http://www.wikidata.org/entity/Q182654,Russian politician,6476246,Russian politician,6476246,Russian politician,6476246,Russian politician,6476246,Russian politician,6476246,Russian politician,6476246,Russian politician,wd:Q182654,6476246,Russian politician,6476246,Russian politician,6476246,Russian politician,6476246,Russian politician
1343,1339,United Arab Emirates,23,Latifa bint Mohammed Al Maktoum,http://www.wikidata.org/entity/Q51840013,daughter of Prime Minister of UAE,56913408,daughter of Prime Minister of UAE,56913408,daughter of Prime Minister of UAE,56913408,daughter of Prime Minister of UAE,56913408,daughter of Prime Minister of UAE,56913408,daughter of Prime Minister of UAE,56913408,daughter of Prime Minister of UAE,wd:Q51840013,56913408,daughter of Prime Minister of UAE,56913408,daughter of Prime Minister of UAE,56913408,daughter of Prime Minister of UAE,56913408,daughter of Prime Minister of UAE
1344,1341,United Arab Emirates,21,Sarah Amiri,http://www.wikidata.org/entity/Q28714779,Emirati scientist and minister,57780099,Emirati scientist and minister,57780099,Emirati scientist and minister,57780099,Emirati scientist and minister,57780099,Emirati scientist and minister,57780099,Emirati scientist and minister,57780099,Emirati scientist and minister,wd:Q28714779,57780099,Emirati scientist and minister,57780099,Emirati scientist and minister,57780099,Emirati scientist and minister,57780099,Emirati scientist and minister
1345,1342,United Arab Emirates,18,Catherine Tresa,http://www.wikidata.org/entity/Q5052949,Indian film actress and model,37570267,Indian film actress and model,37570267,Indian film actress and model,37570267,Indian film actress and model,37570267,Indian film actress and model,37570267,Indian film actress and model,37570267,Indian film actress and model,wd:Q5052949,37570267,Indian film actress and model,37570267,Indian film actress and model,37570267,Indian film actress and model,37570267,Indian film actress and model
1346,1343,United Arab Emirates,17,Ahlam Al Shamsi,http://www.wikidata.org/entity/Q569049,Emirati singer,613378,Emirati singer,613378,Emirati singer,613378,Emirati singer,613378,Emirati singer,613378,Emirati singer,613378,Emirati singer,wd:Q569049,613378,Emirati singer,613378,Emirati singer,613378,Emirati singer,613378,Emirati singer
1347,1344,United Arab Emirates,16,Lubna Khalid Al Qasimi,http://www.wikidata.org/entity/Q3837992,United Arab Emirates politician,1563800,United Arab Emirates politician,1563800,United Arab Emirates politician,1563800,United Arab Emirates politician,1563800,United Arab Emirates politician,1563800,United Arab Emirates politician,1563800,United Arab Emirates politician,wd:Q3837992,1563800,United Arab Emirates politician,1563800,United Arab Emirates politician,1563800,United Arab Emirates politician,1563800,United Arab Emirates politician
1348,1345,United Arab Emirates,15,Sarra Besbes,http://www.wikidata.org/entity/Q1579756,Tunisian fencer,36567891,Tunisian fencer,36567891,Tunisian fencer,36567891,Tunisian fencer,36567891,Tunisian fencer,36567891,Tunisian fencer,36567891,Tunisian fencer,wd:Q1579756,36567891,Tunisian fencer,36567891,Tunisian fencer,36567891,Tunisian fencer,36567891,Tunisian fencer
1349,1346,United Arab Emirates,15,Kehkashan Basu,http://www.wikidata.org/entity/Q30245900,Emirati environmental and human rights activist,67038452,Emirati environmental and human rights activist,67038452,Emirati environmental and human rights activist,67038452,Emirati environmental and human rights activist,67038452,Emirati environmental and human rights activist,67038452,Emirati environmental and human rights activist,67038452,Emirati environmental and human rights activist,wd:Q30245900,67038452,Emirati environmental and human rights activist,67038452,Emirati environmental and human rights activist,67038452,Emirati environmental and human rights activist,67038452,Emirati environmental and human rights activist
1350,1347,United Arab Emirates,14,Jessy Mendiola,http://www.wikidata.org/entity/Q28798,Filipino actress,16729980,Filipino actress,16729980,Filipino actress,16729980,Filipino actress,16729980,Filipino actress,16729980,Filipino actress,16729980,Filipino actress,wd:Q28798,16729980,Filipino actress,16729980,Filipino actress,16729980,Filipino actress,16729980,Filipino actress
1351,1348,United Arab Emirates,13,Diana Haddad,http://www.wikidata.org/entity/Q469901,Lebanese musician,4750752,Lebanese musician,4750752,Lebanese musician,4750752,Lebanese musician,4750752,Lebanese musician,4750752,Lebanese musician,4750752,Lebanese musician,wd:Q469901,4750752,Lebanese musician,4750752,Lebanese musician,4750752,Lebanese musician,4750752,Lebanese musician
1352,1349,United Arab Emirates,13,Azza Besbes,http://www.wikidata.org/entity/Q794422,Tunisian sabre fencer,38186430,Tunisian sabre fencer,38186430,Tunisian sabre fencer,38186430,Tunisian sabre fencer,38186430,Tunisian sabre fencer,38186430,Tunisian sabre fencer,38186430,Tunisian sabre fencer,wd:Q794422,38186430,Tunisian sabre fencer,38186430,Tunisian sabre fencer,38186430,Tunisian sabre fencer,38186430,Tunisian sabre fencer
1353,1350,United Arab Emirates,12,Noora Noor,http://www.wikidata.org/entity/Q1790291,Norwegian singer,11496220,Norwegian singer,11496220,Norwegian singer,11496220,Norwegian singer,11496220,Norwegian singer,11496220,Norwegian singer,11496220,Norwegian singer,wd:Q1790291,11496220,Norwegian singer,11496220,Norwegian singer,11496220,Norwegian singer,11496220,Norwegian singer
1354,1351,United Arab Emirates,12,Leila Fawzi,http://www.wikidata.org/entity/Q12237905,Egyptian actress,55303769,Egyptian actress,55303769,Egyptian actress,55303769,Egyptian actress,55303769,Egyptian actress,55303769,Egyptian actress,55303769,Egyptian actress,wd:Q12237905,55303769,Egyptian actress,55303769,Egyptian actress,55303769,Egyptian actress,55303769,Egyptian actress
1355,1352,United Arab Emirates,12,Zahra Lari,http://www.wikidata.org/entity/Q24871117,Emirati figure skater,53383201,Emirati figure skater,53383201,Emirati figure skater,53383201,Emirati figure skater,53383201,Emirati figure skater,53383201,Emirati figure skater,53383201,Emirati figure skater,wd:Q24871117,53383201,Emirati figure skater,53383201,Emirati figure skater,53383201,Emirati figure skater,53383201,Emirati figure skater
1356,1353,United Arab Emirates,11,Asmaa Abdol-Hamid,http://www.wikidata.org/entity/Q452261,Social worker and politician,11258320,Social worker and politician,11258320,Social worker and politician,11258320,Social worker and politician,11258320,Social worker and politician,11258320,Social worker and politician,11258320,Social worker and politician,wd:Q452261,11258320,Social worker and politician,11258320,Social worker and politician,11258320,Social worker and politician,11258320,Social worker and politician
1357,1354,United Arab Emirates,11,Mariam al-Mansouri,http://www.wikidata.org/entity/Q18123824,First Emirati female fighter pilot,43955822,First Emirati female fighter pilot,43955822,First Emirati female fighter pilot,43955822,First Emirati female fighter pilot,43955822,First Emirati female fighter pilot,43955822,First Emirati female fighter pilot,43955822,First Emirati female fighter pilot,wd:Q18123824,43955822,First Emirati female fighter pilot,43955822,First Emirati female fighter pilot,43955822,First Emirati female fighter pilot,43955822,First Emirati female fighter pilot
1358,1355,United Arab Emirates,11,Methil Devika,http://www.wikidata.org/entity/Q16137769,Indian dancer,41732669,Indian dancer,41732669,Indian dancer,41732669,Indian dancer,41732669,Indian dancer,41732669,Indian dancer,41732669,Indian dancer,wd:Q16137769,41732669,Indian dancer,41732669,Indian dancer,41732669,Indian dancer,41732669,Indian dancer
1359,1356,United Kingdom,212,Elizabeth II,http://www.wikidata.org/entity/Q9682,"queen of the UK, Canada, Australia, and New Zealand, and head of the Commonwealth of Nations",12153654,"queen of the UK, Canada, Australia, and New Zealand, and head of the Commonwealth of Nations",12153654,"queen of the UK, Canada, Australia, and New Zealand, and head of the Commonwealth of Nations",12153654,"queen of the UK, Canada, Australia, and New Zealand, and head of the Commonwealth of Nations",12153654,"queen of the UK, Canada, Australia, and New Zealand, and head of the Commonwealth of Nations",12153654,"queen of the UK, Canada, Australia, and New Zealand, and head of the Commonwealth of Nations",12153654,"queen of the UK, Canada, Australia, and New Zealand, and head of the Commonwealth of Nations",wd:Q9682,12153654,"queen of the UK, Canada, Australia, and New Zealand, and head of the Commonwealth of Nations",12153654,"queen of the UK, Canada, Australia, and New Zealand, and head of the Commonwealth of Nations",12153654,"queen of the UK, Canada, Australia, and New Zealand, and head of the Commonwealth of Nations",12153654,"queen of the UK, Canada, Australia, and New Zealand, and head of the Commonwealth of Nations"
1360,1357,United Kingdom,189,Margaret Thatcher,http://www.wikidata.org/entity/Q7416,British stateswoman and prime minister (1925–2013),19831,British stateswoman and prime minister (1925–2013),19831,British stateswoman and prime minister (1925–2013),19831,British stateswoman and prime minister (1925–2013),19831,British stateswoman and prime minister (1925–2013),19831,British stateswoman and prime minister (1925–2013),19831,British stateswoman and prime minister (1925–2013),wd:Q7416,19831,British stateswoman and prime minister (1925–2013),19831,British stateswoman and prime minister (1925–2013),19831,British stateswoman and prime minister (1925–2013),19831,British stateswoman and prime minister (1925–2013)
1361,1358,United Kingdom,174,Agatha Christie,http://www.wikidata.org/entity/Q35064,English mystery and detective writer,984,English mystery and detective writer,984,English mystery and detective writer,984,English mystery and detective writer,984,English mystery and detective writer,984,English mystery and detective writer,984,English mystery and detective writer,wd:Q35064,984,English mystery and detective writer,984,English mystery and detective writer,984,English mystery and detective writer,984,English mystery and detective writer
1362,1359,United Kingdom,171,Jane Austen,http://www.wikidata.org/entity/Q36322,English novelist (1775–1817),15782,English novelist (1775–1817),15782,English novelist (1775–1817),15782,English novelist (1775–1817),15782,English novelist (1775–1817),15782,English novelist (1775–1817),15782,English novelist (1775–1817),wd:Q36322,15782,English novelist (1775–1817),15782,English novelist (1775–1817),15782,English novelist (1775–1817),15782,English novelist (1775–1817)
1363,1360,United Kingdom,161,Elizabeth I of England,http://www.wikidata.org/entity/Q7207,Queen of England and Ireland (1533-1603),10128,Queen of England and Ireland (1533-1603),10128,Queen of England and Ireland (1533-1603),10128,Queen of England and Ireland (1533-1603),10128,Queen of England and Ireland (1533-1603),10128,Queen of England and Ireland (1533-1603),10128,Queen of England and Ireland (1533-1603),wd:Q7207,10128,Queen of England and Ireland (1533-1603),10128,Queen of England and Ireland (1533-1603),10128,Queen of England and Ireland (1533-1603),10128,Queen of England and Ireland (1533-1603)
1364,1361,United Kingdom,154,J. K. Rowling,http://www.wikidata.org/entity/Q34660,British author and philanthropist (born 1965),16027,British author and philanthropist (born 1965),16027,British author and philanthropist (born 1965),16027,British author and philanthropist (born 1965),16027,British author and philanthropist (born 1965),16027,British author and philanthropist (born 1965),16027,British author and philanthropist (born 1965),wd:Q34660,16027,British author and philanthropist (born 1965),16027,British author and philanthropist (born 1965),16027,British author and philanthropist (born 1965),16027,British author and philanthropist (born 1965)
1365,1362,United Kingdom,151,Queen Victoria,http://www.wikidata.org/entity/Q9439,British monarch who reigned 1837-1901,47923,British monarch who reigned 1837-1901,47923,British monarch who reigned 1837-1901,47923,British monarch who reigned 1837-1901,47923,British monarch who reigned 1837-1901,47923,British monarch who reigned 1837-1901,47923,British monarch who reigned 1837-1901,wd:Q9439,47923,British monarch who reigned 1837-1901,47923,British monarch who reigned 1837-1901,47923,British monarch who reigned 1837-1901,47923,British monarch who reigned 1837-1901
