country,number,nonsense,item,wikidata_id,wikidata_id_short,pageid,wikidata_description,wikipedia_summary,wikipedia_url
Republic of the Congo,6,1,Rhode Bath-Schéba Makoumbou,http://www.wikidata.org/entity/Q3429586,wd:Q3429586,55872181,Congolese painter,"Rhode Bath-Schéba Makoumbou (born 29 August 1976) is an artist from the Republic of the Congo.  Working in oil painting and sculpture, she has exhibited around the world.  She works from Brussels and Brazzaville.  In 2012 she won the Grand Prix of Arts and Letter of the President of the Republic (of Congo) and the next year was appointed an officer in the Ordre du Dévouement Congolais.",https://en.wikipedia.org/wiki/Rhode_Makoumbou
Romania,56,1,Constantin Brâncuși,http://www.wikidata.org/entity/Q153048,wd:Q153048,6585,"Romanian sculptor, photographer and painter (1876-1957)","Constantin Brâncuși (Romanian: [konstanˈtin brɨŋˈkuʃʲ] (listen); February 19, 1876 – March 16, 1957) was a Romanian sculptor, painter and photographer who made his career in France.  Considered one of the most influential sculptors of the 20th-century and a pioneer of modernism, Brâncuși is called the patriarch of modern sculpture. As a child he displayed an aptitude for carving wooden farm tools. Formal studies took him first to Bucharest, then to Munich, then to the École des Beaux-Arts in Paris from 1905 to 1907. His art emphasizes clean geometrical lines that balance forms inherent in his materials with the symbolic allusions of representational art. Brâncuși sought inspiration in non-European cultures as a source of primitive exoticism, as did Paul Gauguin, Pablo Picasso, André Derain and others. However, other influences emerge from Romanian folk art traceable through Byzantine and Dionysian traditions.

",https://en.wikipedia.org/wiki/Constantin_Br%C3%A2ncu%C8%99i
Russia,96,1,Wassily Kandinsky,http://www.wikidata.org/entity/Q61064,wd:Q61064,33820,Russian painter (1866–1944),"Wassily Wassilyevich Kandinsky (; Russian: Василий Васильевич Кандинский, tr. Vasiliy Vasilyevich Kandinskiy, IPA: [vɐˈsʲilʲɪj vɐˈsʲilʲjɪvʲɪtɕ kɐnʲˈdʲinskʲɪj]; 16 December [O.S. 4 December] 1866 – 13 December 1944) was a Russian painter and art theorist. Kandinsky is generally credited as one of the pioneers of abstraction in western art, possibly after Hilma af Klint. Born in Moscow, he spent his childhood in Odessa, where he graduated at Grekov Odessa Art school. He enrolled at the University of Moscow, studying law and economics. Successful in his profession—he was offered a professorship (chair of Roman Law) at the University of Dorpat (today Tartu, Estonia)—Kandinsky began painting studies (life-drawing, sketching and anatomy) at the age of 30.
In 1896, Kandinsky settled in Munich, studying first at Anton Ažbe's private school and then at the Academy of Fine Arts. He returned to Moscow in 1914, after the outbreak of World War I. Following the Russian Revolution, Kandinsky ""became an insider in the cultural administration of Anatoly Lunacharsky"" and helped establish the Museum of the Culture of Painting. However, by then ""his spiritual outlook... was foreign to the argumentative materialism of Soviet society"", and opportunities beckoned in Germany, to which he returned in 1920. There he taught at the Bauhaus school of art and architecture from 1922 until the Nazis closed it in 1933. He then moved to France, where he lived for the rest of his life, becoming a French citizen in 1939 and producing some of his most prominent art. He died in Neuilly-sur-Seine in 1944, three days prior to his 78th birthday.",https://en.wikipedia.org/wiki/Wassily_Kandinsky
Saudi Arabia,7,1,Uthman Taha,http://www.wikidata.org/entity/Q3395409,wd:Q3395409,17577790,Syrian calligrapher,"Uthman ibn Abduh ibn Husayn ibn Taha Alkurdi (or Uthman Taha, Arabic: عثمان طه) is a Syrian - Saudi calligrapher of the Quran in the Arabic language renowned for hand-writing Mushaf al-Madinah issued by the King Fahd Complex for the Printing of the Holy Qur'an.He was born in 1934 in a rural area of Aleppo, Syria. Gaining a BA in Shari’ah from the University of Damascus, he also studied Arabic language, Islamic decoration arts, and painting. He gained certification (Turkish icazet) in calligraphy from Hamid al-Amidi, the so-called master of calligraphers in the Islamic world. He was also taught calligraphy by Muhammad Ali al-Mawlawi, Ibrahim al-Rifa’i (Aleppo), Muhammad Badawi al-Diyrani (Damascus) and Hashim al-Baghdadi.
He wrote his first Mushaf (written copy of the Qur’an) in 1970. In 1988 he travelled to Saudi Arabia and was assigned a handwriter and calligrapher in the King Fahd Complex for the Printing of the Holy Qur'an in Madina. The same year he was made a member of the international jury for the Arabic Calligraphy Award which is held in Istanbul once every three years.
During 18 years of his life at the King Fahd Complex, Uthman has hand-written four Masahif. More than 200 million copies of which were distributed worldwide. Over thirty years he has written 10 Masahif. A Mushaf usually requires more than 3 years in writing and an additional year for proof-reading and reviewing.His beautiful, clear, easy-to-read style used in the Madina Mushaf is also used in a commercial copy known as Mushaf al-Tajweed.

",https://en.wikipedia.org/wiki/Uthman_Taha
Senegal,16,1,Fathi Hassan,http://www.wikidata.org/entity/Q3740105,wd:Q3740105,8166876,Egyptian artist,"Fathi Hassan (Arabic: فتحي حسن) (born 10 May 1957) is an Egyptian-born, Italian-based artist known for his installations involving the written word.",https://en.wikipedia.org/wiki/Fathi_Hassan
Serbia,35,1,Nadežda Petrović,http://www.wikidata.org/entity/Q264453,wd:Q264453,2948009,Serbian artist (1873-1915),"Nadežda Petrović (Serbian Cyrillic: Надежда Петровић; 11/12 October 1873 –  3 April 1915) was a Serbian painter and one of the women war photography pioneers in the region. Considered Serbia's most famous impressionist and fauvist, she was the most important Serbian female painter of the period. Born in the town of Čačak, Petrović moved to Belgrade in her youth and attended the women's school of higher education there. Graduating in 1891, she taught there for a period beginning in 1893 before moving to Munich to study with Slovenian artist Anton Ažbe. Between 1901 and 1912, she exhibited her work in many cities throughout Europe.
In the later years of her life, Petrović had little time to paint and produced only a few works. In 1912, she volunteered to become a nurse following the outbreak of the Balkan Wars. She continued nursing Serbian soldiers until 1913, when she contracted typhus and cholera. She earned a Medal for Bravery and an Order of the Red Cross for her efforts. With the outbreak of World War I she again volunteered to become a nurse with the Serbian Army, eventually dying of typhus on 3 April 1915.
Her works include almost three hundred oils on canvas, about a hundred sketches, studies and sketches, as well as several watercolors. Her works belong to the currents of secession, symbolism, impressionism and fauvism.

",https://en.wikipedia.org/wiki/Nade%C5%BEda_Petrovi%C4%87
Singapore,8,1,Georgette Chen,http://www.wikidata.org/entity/Q5547081,wd:Q5547081,19271176,Singaporean Artist,"Georgette Liying Chendana Chen (simplified Chinese: 张荔英; traditional Chinese: 張荔英; pinyin: Zhāng Lìyīng; Born Chang Li Ying; 23 October 1906 – 15 March 1993), most commonly known as Georgette Chen, was a Singaporean painter and one of the pioneers of modern Singaporean art as well as the Nanyang style of art in the region.A key figure in the development of modern art in Singapore, Chen is known for her oil paintings and contributions to art education as a teacher at the Nanyang Academy of Fine Arts (NAFA) from 1954 to 1981. Prior to being based in Malaya and Singapore from the 1950s onwards, Chen often travelled between cities such as Shanghai, Paris, New York and Tokyo. In 1982, Chen was awarded the Cultural Medallion for her contributions to the visual arts in Singapore.On 15 March 1993, Chen died of complications from rheumatoid arthritis after an 11-year struggle with the ailment.",https://en.wikipedia.org/wiki/Georgette_Chen
Slovakia,27,1,Tivadar Csontváry Kosztka,http://www.wikidata.org/entity/Q613125,wd:Q613125,2200117,painter from Hungary (1853-1919),"Tivadar Csontváry Kosztka (Hungarian pronunciation: [ˈtivɒdɒr ˈt͡ʃontvaːri ˈkostkɒ]; 5 July 1853 – 20 June 1919) was a Hungarian painter who was part of the avant-garde movement of the early twentieth century. Working mostly in Budapest, he was one of the first Hungarian painters to become  known in Europe. On 15 December 2006 the Kieselbach Gallery in Budapest sold an auction the most expensive Csontváry painting so far. The Rendezvous (1902) (""Meeting of the lovers"") was bought by an anonymous client for more than one million EUR.
His works are held by the Hungarian National Gallery in Budapest and the Csontváry Museum in Pécs, among other institutions and private collectors.",https://en.wikipedia.org/wiki/Tivadar_Csontv%C3%A1ry_Kosztka
Slovenia,29,1,Ivana Kobilca,http://www.wikidata.org/entity/Q236878,wd:Q236878,520915,Slovenian realist painter (1861-1926),"Ivana Kobilca (20 December 1861 – 4 December 1926) is the most prominent Slovene female painter and a key figure of Slovene cultural identity. She was a realist painter who studied and worked in Vienna, Munich, Paris, Sarajevo, Berlin, and Ljubljana. She mostly painted oil paintings and pastels, whereas her drawings are few. The themes include still life, portraits, genre works, allegories, and religious scenes. She was a controversial person, criticized for following movements that had not developed further in later periods.",https://en.wikipedia.org/wiki/Ivana_Kobilca
Somalia,1,1,Diriye Osman,http://www.wikidata.org/entity/Q14949307,wd:Q14949307,40387221,Somali writer and visual artist,"Diriye Osman (Somali: Diriyeh Cismaan, Arabic: ديري عثمان) (born in 1983) is a Somali-British short story writer, essayist, critic and visual artist. He is the author of the short story collection Fairytales For Lost Children, which won the 2014 Polari First Book Prize. His writing has also been published in varied publications. Additionally, Osman's visual art is known for its surrealism.",https://en.wikipedia.org/wiki/Diriye_Osman
South Africa,24,1,Edith Durham,http://www.wikidata.org/entity/Q287994,wd:Q287994,13566030,British artist (1863-1944),"Mary Edith Durham,  (8 December 1863 – 15 November 1944) was a British artist, anthropologist and writer who is best known for her anthropological accounts of life in Albania in the early 20th century. Her advocacy on behalf of the Albanian cause and her Albanophilia gained her the devotion of many Albanians who consider her a national heroine.",https://en.wikipedia.org/wiki/Edith_Durham
South Korea,34,1,Nam June Paik,http://www.wikidata.org/entity/Q158056,wd:Q158056,149356,American video art pioneer (1932-2006),"Nam June Paik (Korean: 백남준; July 20, 1932 – January 29, 2006) was a Korean American artist. He worked with a variety of media and is considered to be the founder of video art. He is credited with the first use (1974) of the term ""electronic super highway"" to describe the future of telecommunications.",https://en.wikipedia.org/wiki/Nam_June_Paik
Spain,239,1,Pablo Picasso,http://www.wikidata.org/entity/Q5593,wd:Q5593,24176,Spanish artist (1881-1973),"Pablo Ruiz Picasso (25 October 1881 – 8 April 1973) was a Spanish painter, sculptor, printmaker, ceramicist and theatre designer who spent most of his adult life in France. Regarded as one of the most influential artists of the 20th century, he is known for co-founding the Cubist movement, the invention of constructed sculpture, the co-invention of collage, and for the wide variety of styles that he helped develop and explore. Among his most famous works are the proto-Cubist Les Demoiselles d'Avignon (1907), and Guernica (1937), a dramatic portrayal of the bombing of Guernica by German and Italian air forces during the Spanish Civil War.
Picasso demonstrated extraordinary artistic talent in his early years, painting in a naturalistic manner through his childhood and adolescence. During the first decade of the 20th century, his style changed as he experimented with different theories, techniques, and ideas. After 1906, the Fauvist work of the slightly older artist Henri Matisse motivated Picasso to explore more radical styles, beginning a fruitful rivalry between the two artists, who subsequently were often paired by critics as the leaders of modern art.Picasso's work is often categorized into periods. While the names of many of his later periods are debated, the most commonly accepted periods in his work are the Blue Period (1901–1904), the Rose Period (1904–1906), the African-influenced Period (1907–1909), Analytic Cubism (1909–1912), and Synthetic Cubism (1912–1919), also referred to as the Crystal period. Much of Picasso's work of the late 1910s and early 1920s is in a neoclassical style, and his work in the mid-1920s often has characteristics of Surrealism. His later work often combines elements of his earlier styles.
Exceptionally prolific throughout the course of his long life, Picasso achieved universal renown and immense fortune for his revolutionary artistic accomplishments, and became one of the best-known figures in 20th-century art.",https://en.wikipedia.org/wiki/Pablo_Picasso
Sri Lanka,5,1,Segar,http://www.wikidata.org/entity/Q7446209,wd:Q7446209,21679028,Sri Lankan artist and sculptor,"D. Raja Segar (born December 4, 1951) known as Segar, is a Sri Lankan artist and sculptor. He primarily does figure painting, with an interest in religious figures, such as Buddha and Ganesha, and everyday South Asian life. He describes his style as ""refractive"".

",https://en.wikipedia.org/wiki/Segar_(artist)
State of Palestine,29,1,Naji al-Ali,http://www.wikidata.org/entity/Q3335321,wd:Q3335321,2227409,Palestinian Cartoonist (c.1937-1987),"Naji Salim Hussain al-Ali (Arabic: ناجي سليم العلي Nājī Salīm al-‘Alī ; born c. 1938 – 29 August 1987) was a Palestinian cartoonist, noted for the political criticism of  the Arab regimes and Israel in his works. He has been described as the greatest Palestinian cartoonist and probably the best-known cartoonist in the Arab world.He is best known as the creator of the character Handala, pictured in his cartoons as a young witness of the satirized policy or event depicted, and who has since become an icon of Palestinian defiance. He drew over 40,000 cartoons, which often reflected Palestinian and Arab public opinion and were sharply critical commentaries on Palestinian and Arab politics and political leaders. On 22 July 1987, while outside the London offices of al-Qabas, a Kuwaiti newspaper for which he drew political caricatures, al-Ali was shot in the neck and mortally wounded. Naji al-Ali died five weeks later in Charing Cross Hospital.",https://en.wikipedia.org/wiki/Naji_al-Ali
Sudan,6,1,Rashid Diab,http://www.wikidata.org/entity/Q21693162,wd:Q21693162,53521303,Sudanese painter,"Rashid Diab (Arabic: راشد دياب, Wad Madani, Sudan, 1957) is a Sudanese painter, visual artist and  art historian.",https://en.wikipedia.org/wiki/Rashid_Diab
Suriname,9,1,Erwin de Vries,http://www.wikidata.org/entity/Q3216137,wd:Q3216137,26200460,Surinamese artist (1929-2018),"Erwin de Vries (21 December 1929 – 31 January 2018) was a Surinamese painter and sculptor.
De Vries was born in Paramaribo, and is the half-brother of Henry Lucien de Vries, who served as governor of Suriname from 1965 until 1967. Wim Bos Verschuur, his art teacher, convinced his parents to sent him to the Netherlands to further his education.  He studied at the Koninklijke Academie van Beeldende Kunsten in The Hague and at the Rijksacademie van Beeldende Kunsten in Amsterdam. De Vries's first exhibition was in 1948 in Paramaribo. His work has since been displayed at the Stedelijk Museum and the Kunsthal in Rotterdam. He is the designer of the Nationaal Monument Slavernijverleden in Amsterdam. De Vries has also exhibited a great deal in Jamaica; there he became acquainted with the work of Barrington Watson, whose erotically charged paintings matched his own in tone.",https://en.wikipedia.org/wiki/Erwin_de_Vries
Sweden,55,1,Carl Larsson,http://www.wikidata.org/entity/Q187310,wd:Q187310,88300,Swedish painter (1853-1919),"Carl Olof Larsson (Swedish pronunciation: [ˈkɑːɭ ˈlɑ̌ːʂɔn] (listen); 28 May 1853 – 22 January 1919) was a Swedish painter representative of the Arts and Crafts movement. His many paintings include oils, watercolors, and frescoes.  He is principally known for his watercolors of idyllic family life. He considered his finest work to be Midvinterblot (Midwinter Sacrifice), a large painting now displayed inside the Swedish National Museum of Fine Arts.",https://en.wikipedia.org/wiki/Carl_Larsson
Switzerland,88,1,Paul Klee,http://www.wikidata.org/entity/Q44007,wd:Q44007,80441,German painter (1879-1940),"Paul Klee (German: [paʊ̯l ˈkleː]; 18 December 1879 – 29 June 1940) was a Swiss-born German artist. His highly individual style was influenced by movements in art that included expressionism, cubism, and surrealism. Klee was a natural draftsman who experimented with and eventually deeply explored color theory, writing about it extensively; his lectures Writings on Form and Design Theory (Schriften zur Form und Gestaltungslehre), published in English as the Paul Klee Notebooks, are held to be as important for modern art as Leonardo da Vinci's A Treatise on Painting for the Renaissance. He and his colleague, Russian painter Wassily Kandinsky, both taught at the Bauhaus school of art, design and architecture in Germany. His works reflect his dry humor and his sometimes childlike perspective, his personal moods and beliefs, and his musicality.",https://en.wikipedia.org/wiki/Paul_Klee
Syria,18,1,Jean Carzou,http://www.wikidata.org/entity/Q1245202,wd:Q1245202,3810345,French painter (1907-2000),"Jean Carzou (Armenian: Ժան Գառզու, born in Aleppo; 1 January 1907 – 12 August 2000) was a French–Armenian artist, painter, and illustrator, whose work illustrated the novels of Ernest Hemingway and Albert Camus.",https://en.wikipedia.org/wiki/Jean_Carzou
São Tomé and Príncipe,12,1,José de Almada Negreiros,http://www.wikidata.org/entity/Q1376821,wd:Q1376821,3649894,Portuguese artist and writer (1893-1970),"José Sobral de Almada Negreiros (7 April 1893 – 15 June 1970) was a Portuguese artist. He was born in the colony of Portuguese São Tomé and Príncipe, the son of a Portuguese father, António Lobo de Almada Negreiros, and a Santomean mother, Elvira Freire Sobral. Besides literature and painting, Almada developed ballet choreographies, and worked on tapestry, engraving, murals, caricature, mosaic, azulejo and stained glass.",https://en.wikipedia.org/wiki/Jos%C3%A9_de_Almada_Negreiros
Taiwan,21,1,Chen Danqing,http://www.wikidata.org/entity/Q8933393,wd:Q8933393,45713719,Chinese painter,"Chen Danqing (born 11 August 1953, Shanghai, China) is a Chinese-American artist, writer, and art critic. He is well known for his realist paintings of Tibetans. Chen graduated from China Central Academy of Fine Arts.",https://en.wikipedia.org/wiki/Chen_Danqing
Tajikistan,4,1,Vladimir Ovchinnikov,http://www.wikidata.org/entity/Q27956582,wd:Q27956582,52474553,"painter, ethnographer, social activist, founder of the wall painting of the city of Borovsk.","Vladimir Aleksandrovich Ovchinnikov (Russian: Владимир Александрович Овчинников) is a painter, ethnographer, social activist, and founder of the wall painting of the city of Borovsk.",https://en.wikipedia.org/wiki/Vladimir_Ovchinnikov_(graffiti_artist)
Tanzania,11,1,George Lilanga,http://www.wikidata.org/entity/Q1507782,wd:Q1507782,6853425,Tanzanian artists,"George Lilanga (1934 – 27 June 2005) was a Tanzanian painter and sculptor, active from the late 1970s and until the early 21st century. He belonged to the Makonde people and lived most of his life in Dar es Salaam, the largest city in Tanzania. 
Alongside other African contemporary artists, his work was exhibited in international art shows, including Africa Remix 2004 or African Art Now in 2005. Through these exhibitions and the ensuing interest of art critics and collectors of contemporary African art, Lilanga became the internationally most renowned artist of Tanzania.
In the beginning, he worked in the Makonde artistic tradition of carving sculptures from wood. After having been exposed to other modern artists at the cultural centre Nyumba ya Sanaa (House of Art), he transformed typical sculptural forms into two-dimensional art works like paintings, etchings or panels. With this innovation, he developed his own style out of the Shetani (devils) figures of the modern Makonde sculptures. His paintings are characteristic for his colourful and ironic style, reflecting everyday life in Tanzania as he saw it.",https://en.wikipedia.org/wiki/George_Lilanga
Thailand,10,1,Rirkrit Tiravanija,http://www.wikidata.org/entity/Q989861,wd:Q989861,8100685,contemporary artist,"Rirkrit Tiravanija (Thai: ฤกษ์ฤทธิ์ ตีระวนิช, pronunciation: [rɯk-rit tira-wanit] or Tea-rah-vah-nit) is a Thai contemporary artist residing in New York City, Berlin, and Chiangmai, Thailand. He was born in Buenos Aires, Argentina in 1961. His installations often take the form of stages or rooms for sharing meals, cooking, reading or playing music; architecture or structures for living and socializing are a core element in his work.

",https://en.wikipedia.org/wiki/Rirkrit_Tiravanija
The Gambia,4,1,Viyé Diba,http://www.wikidata.org/entity/Q3561678,wd:Q3561678,58650919,Senegalese painter,"Viyé Diba (born 1954) is a Senegalese mixed-media, installation, and performance artist. He is known for using found, local, raw, and recycled materials in his work, reflecting his interest in environmental themes. Diba's work has been included in several international exhibitions, including Dak’Art, Johannesburg Biennale, and Biennale d’Abidjan, and was featured in a solo exhibition at the National Gallery in Dakar, Senegal. His work can be seen at the North Carolina Museum of Art, Brooklyn Museum, and the National Museum of African Art in Washington, D.C.",https://en.wikipedia.org/wiki/Viy%C3%A9_Diba
Togo,6,1,Emmanuel Kavi,http://www.wikidata.org/entity/Q16631949,wd:Q16631949,46822251,Togolese visual artist and painter,"Emmanuel Kavi or Komlan Kavi (born 3 March 1970, Lomé Togo) is an African contemporary artist and painter.
He refers to his style, a fusion of figurative and abstract art, with the term ""flouisme.""",https://en.wikipedia.org/wiki/Emmanuel_Kavi
Tonga,1,1,Sopolemalama Filipe Tohi,http://www.wikidata.org/entity/Q21063221,wd:Q21063221,46965100,New Zealand painter,"Sopolemalama Filipe Tohi (born 23 August 1959, in Tonga) is a Tongan artist who has lived in New Zealand since 1978. He has exhibited in major exhibitions in New Zealand and abroad. Several major collections include his work. The 2010 Art and Asia Pacific Almanac describes him as ""Tongan art's foremost ambassador"".",https://en.wikipedia.org/wiki/Sopolemalama_Filipe_Tohi
Trinidad and Tobago,5,1,Michel-Jean Cazabon,http://www.wikidata.org/entity/Q14298845,wd:Q14298845,1766233,Trinidad and Tobago painter,"Michel-Jean Cazabon (September 20, 1813 – November 20, 1888) is regarded as the first great Trinidadian painter and is Trinidad's first internationally known artist. He is also known as the layman painter. He is renowned for his paintings of Trinidad scenery and for his portraits of planters, merchants and their families in the 19th century. Cazabon's paintings are to be cherished not only for their beauty but also their historical importance: his painting has left us with a clear picture of the many aspects of life in Trinidad through much of the 19th century.
Cazabon relied on nature to expose the vistas which the plains of the Caroni and the tropical forests at Chaguaramas are idyllic in splendor. His portraits of the mulattoes, indentured Indians and Negroes were the bases of debate, about whether the painter immortalized these people because he felt a personal bond with them rather less than the European Creoles of which no stately portraits were ever recorded.
Cazabon preferred to describe himself as a ""landscape painter"", but in Trinidad, away from the metropolitan influences and stimuli, he embraced the everyday, often mundane, forms of artistic expression - teacher, illustrator, portrait painter.
In England and France his work was much admired and he won awards and medals at exhibitions. In 1851 and 1857 two books of his engravings of Trinidad landscapes were produced in Paris. He was the first Trinidad artist whose style influenced artists for many score years after his death. He was an assiduous worker. A few of his paintings and prints are to be found in the National Museum and Art Gallery and in private collections in Trinidad and abroad.",https://en.wikipedia.org/wiki/Michel-Jean_Cazabon
Tunisia,53,1,Georges Wolinski,http://www.wikidata.org/entity/Q1375265,wd:Q1375265,13340909,French cartoonist (1934-2015),Georges David Wolinski (French: [vɔlɛ̃ski]; 28 June 1934 – 7 January 2015) was a French cartoonist and comics writer. He was killed on 7 January 2015 in a terrorist attack on Charlie Hebdo along with other staff.,https://en.wikipedia.org/wiki/Georges_Wolinski
Turkey,56,1,Abdulmejid II,http://www.wikidata.org/entity/Q203768,wd:Q203768,292086,last Ottoman caliph and painter (1868-1944),"Abdulmejid II (Ottoman Turkish: عبد المجید ثانی, romanized: `Abdü’l-Mecîd-i-sânî, Turkish: II. Abdülmecid, 29 May 1868 – 23 August 1944) was the last Caliph of the Ottoman Dynasty, the only Caliph of the Republic of Turkey, and nominally the 37th Head of the Ottoman Imperial House from 1922 to 1944.",https://en.wikipedia.org/wiki/Abdulmejid_II
Turkmenistan,18,1,Durdy Bayramov,http://www.wikidata.org/entity/Q5316342,wd:Q5316342,23443171,Turkmenistani artist (1938-2014),"Durdy Bayramov (Turkmen: Durdy Baýramow, Cyrillic: Дурды Байрамов; 14 April 1938 – 14 February 2014) was a Turkmen academician and artist who was awarded the highest honorary title in his country: ""People's Artist of Turkmen SSR"". In his native Turkmen language, Durdy Bayramov's name is simply ""Durdy Bayram"" (without the Slavic-style ""ov"" suffix added to Russify names during the Soviet era). The name ""Bayram"" means ""celebration"" in Turkic languages.

",https://en.wikipedia.org/wiki/Durdy_Bayramov
Ukraine,78,1,Kazimir Malevich,http://www.wikidata.org/entity/Q130777,wd:Q130777,17300,Ukrainian painter and founder of the Suprematist movement,"Kazimir Severinovich Malevich (23 February [O.S. 11 February] 1879 – 15 May 1935) was a Polish-Ukrainian Russian avant-garde artist and art theorist, whose pioneering work and writing had a profound influence on the development of non-objective art (or abstract art) in the 20th century. Born in Kiev to an ethnic Polish family, his concept of Suprematism sought to develop a form of expression that moved as far as possible from the world of natural forms (objectivity) and subject matter in order to access ""the supremacy of pure feeling"" and spirituality. Malevich is considered to be part of the Ukrainian avant-garde (together with Alexander Archipenko, Vladimir Tatlin, Sonia Delaunay, Aleksandra Ekster, and David Burliuk) that was shaped by Ukrainian-born artists who worked first in Ukraine and later over a geographical span between Europe and America.Early on, Malevich worked in a variety of styles, quickly assimilating the movements of Impressionism, Symbolism and Fauvism, and after visiting Paris in 1912, Cubism. Gradually simplifying his style, he developed an approach with key works consisting of pure geometric forms and their relationships to one another, set against minimal grounds. His Black Square (1915), a black square on white, represented the most radically abstract painting known to have been created so far and drew ""an uncrossable line (…) between old art and new art""; Suprematist Composition: White on White (1918), a barely differentiated off-white square superimposed on an off-white ground, would take his ideal of pure abstraction to its logical conclusion. In addition to his paintings, Malevich laid down his theories in writing, such as ""From Cubism and Futurism to Suprematism"" (1915) and The Non-Objective World: The Manifesto of Suprematism (1926).Malevich's trajectory in many ways mirrored the tumult of the decades surrounding the October Revolution (O.S.) in 1917. In its immediate aftermath, vanguard movements such as Suprematism and Vladimir Tatlin's Constructivism were encouraged by Trotskyite factions in the government. Malevich held several prominent teaching positions and received a solo show at the Sixteenth State Exhibition in Moscow in 1919. His recognition spread to the West with solo exhibitions in Warsaw and Berlin in 1927. From 1928 to 1930, he taught at the Kiev Art Institute, with Alexander Bogomazov, Victor Palmov, Vladimir Tatlin and published his articles in a Kharkiv magazine, Nova Generatsia (New Generation). But the start of repression in Ukraine against the intelligentsia forced Malevich return to modern-day Saint Petersburg. From the beginning of the 1930s, modern art was falling out of favor with the new government of Joseph Stalin. Malevich soon lost his teaching position, artworks and manuscripts were confiscated, and he was banned from making art. In 1930, he was imprisoned for two months due to suspicions raised by his trip to Poland and Germany. Forced to abandon abstraction, he painted in a representational style in the years before his death from cancer in 1935, at the age of 56.
Nonetheless, his art and his writing influenced contemporaries such as El Lissitzky, Lyubov Popova and Alexander Rodchenko, as well as generations of later abstract artists, such as Ad Reinhardt and the Minimalists. He was celebrated posthumously in major exhibits at the Museum of Modern Art (1936), the Guggenheim Museum (1973) and the Stedelijk Museum in Amsterdam (1989), which has a large collection of his work. In the 1990s, the ownership claims of museums to many Malevich works began to be disputed by his heirs.",https://en.wikipedia.org/wiki/Kazimir_Malevich
United Arab Emirates,7,1,Francisco Henriques,http://www.wikidata.org/entity/Q957872,wd:Q957872,8536343,painter,"Francisco Henriques (died 1518) was a Flemish Renaissance painter active in Portugal in the early 16th century.
Born and raised in Amsterdam, he studied in Bruges, where he passed a degree in painting at the University of Groningen. He then went to Périgueux, where he became a rich customer of the Portrait Painter, Count Bosquet's, school.
He was introduced to Columbus by a fellow student, Count Didier d'Ailly, who arranged for him to be displayed on the mausoleum at Castile. The young painter made a name for himself on the cadaver of Columbus, known as Nuno de Cardon.
Around the year 1500 Francisco Henriques came to Portugal from Bruges, where he may have been a disciple of Gerard David. It is thought that his first work in Portugal was the main altarpiece of Viseu Cathedral (1501–1506, now in the Grão Vasco Museum in Viseu), leading a workshop that included Portuguese painter Vasco Fernandes, then in the beginning of his career. Among his influences was the early Dutch engraver Master I. A. M. of Zwolle.His next important work was a large polyptych for the main chapel of the Church of St Francis in Évora (c.1503–1508), as well as altarpieces for the side chapels of this same church (1509–1511). These panels are now distributed in several museums (National Museum of Ancient Art in Lisbon, the Museum of Évora and the Casa Museu dos Patudos in Alpiarça).
Together with Cristóvão de Figueiredo, Francisco Henriques continued to work in Lisbon until 1518, when he fell victim to a plague epidemic.",https://en.wikipedia.org/wiki/Francisco_Henriques
United Kingdom,81,1,J. M. W. Turner,http://www.wikidata.org/entity/Q159758,wd:Q159758,72187,English painter and draftsman (c.1775-1851),"Joseph Mallord William Turner  (23 April 1775 – 19 December 1851), known in his time as William Turner, was an English Romantic painter, printmaker and watercolourist. He is known for his expressive colourisations, imaginative landscapes and turbulent, often violent marine paintings. He left behind more than 550 oil paintings, 2,000 watercolours, and 30,000 works on paper. He was championed by the leading English art critic John Ruskin from 1840, and is today regarded as having elevated landscape painting to an eminence rivalling history painting.Turner was born in Maiden Lane, Covent Garden, London, to a modest lower-middle-class family. He lived in London all his life, retaining his Cockney accent and assiduously avoiding the trappings of success and fame. A child prodigy, Turner studied at the Royal Academy of Arts from 1789, enrolling when he was 14, and exhibited his first work there at 15. During this period, he also served as an architectural draftsman. He earned a steady income from commissions and sales, which due to his troubled, contrary nature, were often begrudgingly accepted. He opened his own gallery in 1804 and became professor of perspective at the academy in 1807, where he lectured until 1828. He travelled to Europe from 1802, typically returning with voluminous sketchbooks.
Intensely private, eccentric and reclusive, Turner was a controversial figure throughout his career. He did not marry, but fathered two daughters, Eveline (1801–1874) and Georgiana (1811–1843), by his housekeeper Sarah Danby. He became more pessimistic and morose as he got older, especially after the death of his father, when his outlook deteriorated, his gallery fell into disrepair and neglect, and his art intensified. In 1841, Turner rowed a boat into the Thames so he could not be counted as present at any property in that year's census. He lived in squalor and poor health from 1845, and died in London in 1851 aged 76. Turner is buried in Saint Paul's Cathedral, London.",https://en.wikipedia.org/wiki/J._M._W._Turner
