,country,number,item,item_id,shortform,pageid,wikipedia_summary,wikipedia_url
1527,Taiwan,88,I. M. Pei,http://www.wikidata.org/entity/Q46868,wd:Q46868,15155,"Ieoh Ming Pei  ( yoh-ming-PAY; Chinese: 貝聿銘; April 26, 1917 – May 16, 2019) was a Chinese-American architect. Raised in Shanghai, Pei drew inspiration at an early age from the garden villas at Suzhou, the traditional retreat of the scholar-gentry to which his family belonged. In 1935, he moved to the United States and enrolled in the University of Pennsylvania's architecture school, but he quickly transferred to the Massachusetts Institute of Technology. He was unhappy with the focus at both schools on Beaux-Arts architecture, and spent his free time researching emerging architects, especially Le Corbusier. After graduating, he joined the Harvard Graduate School of Design (GSD) and became a friend of the Bauhaus architects Walter Gropius and Marcel Breuer. In 1948, Pei was recruited by New York City real estate magnate William Zeckendorf, for whom he worked for seven years before establishing an independent design firm in 1955, I. M. Pei & Associates. In 1966 that became I. M. Pei & Partners, and in 1989 became Pei Cobb Freed & Partners. Pei retired from full-time practice in 1990. In his retirement, he worked as an architectural consultant primarily from his sons' architectural firm Pei Partnership Architects.
Pei's first major recognition came with the Mesa Laboratory at the National Center for Atmospheric Research in Colorado (designed in 1961, and completed in 1967). His new stature led to his selection as chief architect for the John F. Kennedy Library in Massachusetts. He went on to design Dallas City Hall and the East Building of the National Gallery of Art. He returned to China for the first time in 1975 to design a hotel at Fragrant Hills, and designed Bank of China Tower, Hong Kong, a skyscraper in Hong Kong for the Bank of China fifteen years later. In the early 1980s, Pei was the focus of controversy when he designed a glass-and-steel pyramid for the Louvre in Paris. He later returned to the world of the arts by designing the Morton H. Meyerson Symphony Center in Dallas, the Miho Museum in Japan, Shigaraki, near Kyoto, and the chapel of the junior and high school: MIHO Institute of Aesthetics, the Suzhou Museum in Suzhou, Museum of Islamic Art in Qatar, and the Grand Duke Jean Museum of Modern Art, abbreviated to Mudam, in Luxembourg.
Pei won a wide variety of prizes and awards in the field of architecture, including the AIA Gold Medal in 1979, the first Praemium Imperiale for Architecture in 1989, and the Lifetime Achievement Award from the Cooper-Hewitt, National Design Museum, in 2003. In 1983, he won the Pritzker Prize, which is sometimes referred to as the Nobel Prize of architecture.",https://en.wikipedia.org/wiki/I._M._Pei
1546,Tanzania,16,David Adjaye,http://www.wikidata.org/entity/Q1173530,wd:Q1173530,3975088,"Sir David Frank Adjaye   (born 22 September 1966) is a Ghanaian-British architect. He is known for having designed many notable buildings around the world, including the  National Museum of African American History and Culture in Washington, D.C. Adjaye was knighted in the 2017 New Year Honours for services to architecture. He is the recipient of the 2021 Royal Gold Medal, making him the first African recipient and one of the youngest recipients.",https://en.wikipedia.org/wiki/David_Adjaye
1553,Thailand,8,Sumet Jumsai,http://www.wikidata.org/entity/Q4923203,wd:Q4923203,22647529,"Sumet Jumsai na Ayudhya (Thai: สุเมธ ชุมสาย ณ อยุธยา) (born 1939 in Bangkok, Thailand) is a Thai architect. He was named a National Artist of Thailand in 1998; Honorary Fellow of The American Institute of Architects 2001 ; Member of the French Académie d'Architecture 2002 ; Fellow Commoner, St.John's College, Cambridge, 2003 and 2013, where he earlier obtained a doctorate degree in architecture ; and Chevalier de l'Ordre des Arts et des Lettres (France) 2008. He is also a painter and author.",https://en.wikipedia.org/wiki/Sumet_Jumsai
1561,Tunisia,5,Jean-Claude Golvin,http://www.wikidata.org/entity/Q1684753,wd:Q1684753,50080964,"Jean-Claude Golvin (born 18 December 1942) is a French archaeologist and architect. He specializes in the history of Roman amphitheatres and has published hundreds of reconstruction drawings of ancient monuments. Golvin is a researcher with the CNRS at the Bordeaux Montaigne University.
The son of art historian Lucien Golvin, he was born in Sfax (Tunisia) and studied in Algiers. As an architect, he worked on the restoration of the El Djem amphitheater, and led the French-Egyptian research center of Karnak and Luxor. He obtained a doctorate in archaeology in 1985 with a thesis on Roman amphitheaters.
Since 1989, Golvin's work has focused on creating watercolor illustrations of ancient and medieval cities as they appeared in their heyday. In 2010, he donated his body of work, over a thousand drawings and sketches, to the Arles Museum of Antiquities.",https://en.wikipedia.org/wiki/Jean-Claude_Golvin
1568,Turkey,35,Isidore of Miletus,http://www.wikidata.org/entity/Q310028,wd:Q310028,14982,Isidore of Miletus (Greek: Ἰσίδωρος ὁ Μιλήσιος; Medieval Greek pronunciation: [iˈsiðoros o miˈlisios]; Latin: Isidorus Miletus) was one of the two main Byzantine Greek architects (Anthemius of Tralles was the other) that Emperor Justinian I commissioned to design the cathedral Hagia Sophia in Constantinople from 532 to 537. The creation of an important compilation of Archimedes' works has been attributed to him. The spurious Book XV from Euclid's Elements has been partly attributed to Isidore of Miletus.,https://en.wikipedia.org/wiki/Isidore_of_Miletus
1588,Uganda,4,Yasmin Shariff,http://www.wikidata.org/entity/Q21130799,wd:Q21130799,55818386,"Yasmin Shariff (born in 1956 in Uganda) is a Ugandan-born British architect, environmentalist and university professor, known for her defence of gender equality in the field of architecture.",https://en.wikipedia.org/wiki/Yasmin_Shariff
1598,Ukraine,25,Boris Iofan,http://www.wikidata.org/entity/Q167816,wd:Q167816,3670339,"Boris Mihailovich Iofan (Russian: Борис Михайлович Иофан, IPA: [ɪɐˈfan]; April 28, 1891 – March 11, 1976) was a Jewish Soviet architect, known for his Stalinist architecture buildings like 1931 House on the Embankment and the 1931–1933 winning draft of the Palace of Soviets.",https://en.wikipedia.org/wiki/Boris_Iofan
1619,United Arab Emirates,1,Jane Rendell,http://www.wikidata.org/entity/Q29914068,wd:Q29914068,54032688,"Jane Rendell (born Dubai, UAE in 1967) is an architectural historian, cultural critic and art writer. She has taught at Chelsea College of Art and Design, Winchester School of Art, and the University of Nottingham. She has been based at the Bartlett School of Architecture at UCL since 2000, where she has been Professor of Architecture and Art since 2008, teaching primarily across the Situated Practice, Architectural History and PhD programmes. She was Director of Architectural Research (2004–10) and Vice Dean Research (2010-3). She is currently Director of Architectural History and Theory and leads the Bartlett’s Ethics Commission.Rendell obtained her BA (Hons) Architecture from the University of Sheffield in 1988, and her DipArch, University of Edinburgh in 1992, and practiced as an architectural designer with Anthony Richardson and Partners, and the feminist architectural co-operative, Matrix. She obtained her MSc in The History of Modern Architecture from UCL in 1994 and her PhD, ‘The Pursuit of Pleasure: Architecture in London 1821–8’, from Birkbeck College, University of London in 1998, supervised by Professor Lynda Nead.",https://en.wikipedia.org/wiki/Jane_Rendell
1621,United Kingdom,96,Robert Hooke,http://www.wikidata.org/entity/Q46830,wd:Q46830,49720,"Robert Hooke FRS (; 18 July 1635 – 3 March 1703) was an English polymath active as a scientist and architect, who, using a microscope, was the first to visualize a micro-organism. An impoverished scientific inquirer in young adulthood, he found wealth and esteem by performing over half of the architectural surveys after London's great fire of 1666. Hooke was also a member of the Royal Society and since 1662 was its curator of experiments. Hooke was also Professor of Geometry at Gresham College.
As an assistant to physical scientist Robert Boyle, Hooke built the vacuum pumps used in Boyle's experiments on gas law, and himself conducted experiments. In 1673, Hooke built the earliest Gregorian telescope, and then he observed the rotations of the planets Mars and Jupiter. Hooke's 1665 book Micrographia spurred microscopic investigations. Investigating in optics, specifically light refraction, he inferred a wave theory of light. And his is the first recorded hypothesis of heat expanding matter, air's composition by small particles at larger distances, and heat as energy.
In physics, he approximated experimental confirmation that gravity heeds an inverse square law, and first hypothesised such a relation in planetary motion, too, a principle furthered and formalised by Isaac Newton in Newton's law of universal gravitation. Priority over this insight contributed to the rivalry between Hooke and Newton, who thus antagonized Hooke's legacy. In geology and paleontology, Hooke originated the theory of a terraqueous globe, disputed the literally Biblical view of the Earth's age, hypothesised the extinction of species, and argued that fossils atop hills and mountains had become elevated by geological processes. Thus observing microscopic fossils, Hooke presaged the theory of biological evolution. Hooke's pioneering work in land surveying and in mapmaking aided development of the first modern plan-form map, although his grid-system plan for London was rejected in favour of rebuilding along existing routes.  Even so, Hooke was key in devising for London a set of planning controls that remain influential. In recent times, he has been called ""England's Leonardo"".",https://en.wikipedia.org/wiki/Robert_Hooke
1646,Uruguay,18,Alfredo Baldomir,http://www.wikidata.org/entity/Q879020,wd:Q879020,3001422,"Alfredo Baldomir Ferrari (August 27, 1884 – February 25, 1948) was an Uruguayan soldier, architect and politician. He served as President of Uruguay from 1938 to 1943 and is most notable for leading Uruguay to support the Allies during World War II.",https://en.wikipedia.org/wiki/Alfredo_Baldomir
1663,Venezuela,18,Carlos Raúl Villanueva,http://www.wikidata.org/entity/Q1043186,wd:Q1043186,4595212,"Carlos Raúl Villanueva Astoul (May 30, 1900 – August 16, 1975) was a Venezuelan modernist architect. Villanueva went for the first time to Venezuela when he was 28 years old. He was involved in the development and modernization of Caracas, Maracay and other cities across the country. Among his works are El Silencio Redevelopment which included 7797 apartments and 207 shop premises and the Ciudad Universitaria, the main campus of the Central University of Venezuela. The Campus was declared a World Heritage Site by UNESCO in the year 2000.",https://en.wikipedia.org/wiki/Carlos_Ra%C3%BAl_Villanueva
1679,Vietnam,5,Ngo Viet Thu,http://www.wikidata.org/entity/Q3339372,wd:Q3339372,2919832,"Ngô Viết Thụ (17 September 1927 – 3 September 2000) was a Vietnamese architect.
Ngô Viết Thụ was born on 17 September 1927 in Thừa Thiên, French Indochina. He married Võ Thị Cơ and had eight children, one of whom, Dr. Ngô Viết Nam Sơn, is also an architect and planner, working both in the United States and in Vietnam.He studied architecture at the École supérieure d'architecture in Đà Lạt, before transferring to study at the École des Beaux-Arts in Paris. He graduated and won the First Grand Prize of Rome (Grand Prix de Rome) in 1955, the highest recognition of Beaux-Arts schools for an architect in France. From 1955 to 1958, he became resident at the Villa Medicis (Rome), sponsored by the Academy of France, to conduct research of architecture and urban planning. During that time, his research works were exhibited annually, together with the works of other Grand Prix de Rome's residents, with the presence of the President of France and President of Italy on opening days. After working on several projects in Paris and in London, he was invited by President Ngô Đình Diệm to get back to Vietnam to work on national projects since 1960.
In 1962, he was the first Asian architect to become an Honorary Fellow of the American Institute of Architects. He designed the Independence Palace (also known as the Presidential Palace, 1961–66, later renamed Reunification Palace, on 30 April 1975) in Hồ Chí Minh City, Huế University's campus (1961–63), Atomic Research Center at Đà Lạt (1962–1965), Thủ Đức University Campus (1962), Hương Giang 1 Hotel in Huế (1962), Phủ Cam Cathedral (1963), the Air Vietnam Headquarters (1972), the Agriculture University in Thủ Đức (1975), Sông Bé Hospital (1985), Century Hotel in Huế (1990). He had associated with international architects in the design of University of Medicine of Saigon (Chief of Vietnamese Team, associating with CRS from Houston), International Art Center in  Paris (collaborating with architects Paul Tournon and Olivier Clément Cacoub). Aside from being an architect, he was an innovative painter. Two of his most famous paintings were ""National Landscape"" (displayed at the main dining room of the Independence Palace) and ""Speed"" (private collection).",https://en.wikipedia.org/wiki/Ng%C3%B4_Vi%E1%BA%BFt_Th%E1%BB%A5
1684,Zambia,25,Denise Scott Brown,http://www.wikidata.org/entity/Q457718,wd:Q457718,6620714,"Denise Scott Brown (née Lakofski; born October 3, 1931) is an American architect, planner, writer, educator, and principal of the firm Venturi, Scott Brown and Associates in Philadelphia. Scott Brown and her husband and partner, Robert Venturi, are regarded as among the most influential architects of the twentieth century, both through their architecture and planning, and theoretical writing and teaching.",https://en.wikipedia.org/wiki/Denise_Scott_Brown
1685,Zimbabwe,5,Mick Pearce,http://www.wikidata.org/entity/Q2140435,wd:Q2140435,38408308,Mick Pearce (born 2 June 1938) is a Zimbabwean architect.,https://en.wikipedia.org/wiki/Mick_Pearce
1700,Germany,86,Walter Gropius,http://www.wikidata.org/entity/Q2140435,https://en.wikipedia.org/wiki/Walter_Gropius,
