,Unnamed: 0,country,number,item,item_id,shortform,pageid_x,wikidata_description_x,pageid_y,wikidata_description_y,wikipedia_summary,wikipedia_url
118,1897,Senegal,13,Pape Diouf,http://www.wikidata.org/entity/Q3362788,wd:Q3362788,18447388,Senegalese journalist,18447388,Senegalese journalist,"Mababa Diouf, known as Papa Diouf or Pape Diouf, (18 December 1951-31 March 2020), is a Franco-Senegalese football personality who was sports journalist, agent for football players, and later president of Olympique de Marseille from 2005 to 2009.
A descendant of a Senegalese military family, Pape Diouf arrived in France at the age of 18 and started after studying political science in the profession of sports journalism with the communist newspaper La Marseillaise in his football column and columnist of Marseille sports life including Olympique de Marseille during the 1970s and 1980s. At the end of the 1990s, he joined the daily Le Sport, which was supposed to compete with L'Équipe, but ultimately failed.
Linked to many people in football, he then became a agent for several players in the 1990s until 2004. That year, he joined the Olympique de Marseille club as general manager then chairman of the executive board before being appointed president in 2005, being the first, and only since, black president of a French professional club. He remained four years in this post before being disembarked in 2009 following internal disagreements. Although under his presidency the club did not win a trophy, it allowed him to remain in the top 5 of the French Championship standings and to regain stability despite a financially difficult period. He later took part in the creation of a journalism school in Marseille and in conferences on football and shared his life between France and Senegal. He died in Dakar at the age of 68, a victim of the COVID-19 pandemic.",https://en.wikipedia.org/wiki/Pape_Diouf
119,1922,Serbia,25,Tommy Lapid,http://www.wikidata.org/entity/Q471751,wd:Q471751,317512,"Israeli radio and television presenter, journalist, and politician (1931-2008)",317512,"Israeli radio and television presenter, journalist, and politician (1931-2008)","Yosef ""Tommy"" Lapid (Hebrew: יוסף ""טומי"" לפיד, born as Tomislav Lampel, Serbian Cyrillic: Томислав Лампел; 27 December 1931 – 1 June 2008) was a Serbian-born Israeli radio and television presenter, playwright, journalist, politician and government minister known for his sharp tongue and acerbic wit. Lapid headed the secular-liberal Shinui party from 1999 to 2006. He fiercely opposed the ultra-Orthodox political parties and actively sought to exclude any religious observance from the legal structure of the Israeli State.",https://en.wikipedia.org/wiki/Tommy_Lapid
120,1933,Sierra Leone,6,Sorious Samura,http://www.wikidata.org/entity/Q724103,wd:Q724103,27846,Sierra Leonean journalist,27846,Sierra Leonean journalist,"Sorious Samura (born 27 October 1963) is a Sierra Leonean journalist. He is best known for two CNN documentary films: Cry Freetown (2000) and Exodus from Africa (2001). The self-funded Cry Freetown depicts the most brutal period of the civil war in Sierra Leone with RUF rebels capturing the capital city (January 1999). The film won, among other awards, an Emmy Award and a Peabody.  Exodus from Africa shows the harrowing effort by the best of young African male blood to break through to Europe via death- and danger-ridden paths from Sierra Leone and Nigeria, via Mali, the Sahara desert, Algeria, and Morocco through the Strait of Gibraltar to Spain.
In his recent two projects Living with Hunger and Living with Refugees (nominated for an Emmy award), he takes reality television to its extreme, becoming the central character in the films by living the lifestyle of an Ethiopian villager and Sudanese refugee respectively; in doing this, he tries to break the boundary between ""us"" (the people watching on TV) and ""them"" (those before the camera) by becoming one of them (albeit for just a month). Living with Corruption, his latest documentary to be shown on CNN, describes the shocking reality of how corruption is spread across society both in Sierra Leone and Kenya, affecting mostly the poor.
In 2010, Samura investigated attitudes to homosexuality in Africa in the Dispatches documentary Africa's Last Taboo, produced for Channel 4. Samura is also one of the directors of Insight News TV, an independent television production company in the UK focused on international current affairs programming.
Samura attended the Methodist Boys High School in the east end of Freetown. As of 2007, he works in London, UK, and considers both London and Freetown his hometowns.",https://en.wikipedia.org/wiki/Sorious_Samura
121,1964,Singapore,3,Fauziah Ibrahim,http://www.wikidata.org/entity/Q5438423,wd:Q5438423,34213939,Australian journalist,34213939,Australian journalist,Fauziah Ibrahim is an Australian broadcast journalist.,https://en.wikipedia.org/wiki/Fauziah_Ibrahim
122,1978,Slovakia,30,Milan Hodža,http://www.wikidata.org/entity/Q349893,wd:Q349893,2011493,Slovak politician and journalist (1878-1944),2011493,Slovak politician and journalist (1878-1944),"Milan Hodža (1 February 1878 – 27 June 1944) was a Slovak politician and journalist, serving from 1935 to 1938 as the prime minister of Czechoslovakia. As a proponent of regional integration, he was known for his attempts to establish a democratic federation of Central European states.",https://en.wikipedia.org/wiki/Milan_Hod%C5%BEa
123,1984,Slovakia,20,Ján Kuciak,http://www.wikidata.org/entity/Q50177451,wd:Q50177451,56705882,Slovak journalist (1990-2018),56705882,Slovak journalist (1990-2018),error,error
124,1999,Slovenia,20,Josip Jurčič,http://www.wikidata.org/entity/Q3491574,wd:Q3491574,19524656,Slovene writer and journalist,19524656,Slovene writer and journalist,"Josip Jurčič (4 March 1844 – 3 May 1881) was a Slovene writer and journalist. He was born in Muljava, Austrian Empire (now part of the municipality of Ivančna Gorica, Slovenia). He died from tuberculosis in Ljubljana.
Jurčič followed the literary program proposed by Fran Levstik and was one of the most influential Slovene romantic realists.
The 15.6 km (9.7 mi)-long Jurčič Trail (Slovene: Jurčičeva pot) from Višnja Gora (where he attended primary school; he also attended school in Videm) through Muljava to the source of the Krka River and Krka Cave is named after him. The house where he was born is now an open-air museum.",https://en.wikipedia.org/wiki/Josip_Jur%C4%8Di%C4%8D
125,2014,Somalia,8,Martin Adler,http://www.wikidata.org/entity/Q713384,wd:Q713384,5683838,Swedish journalist,5683838,Swedish journalist,"Martin John Lars Adler (30 October 1958 – 23 June 2006) was a Swedish cameraman and journalist  for Aftonbladet. He was a veteran, award-winning reporter known for his war reports and foreign coverage.",https://en.wikipedia.org/wiki/Martin_Adler
126,2031,South Africa,46,Kevin Carter,http://www.wikidata.org/entity/Q262660,wd:Q262660,867986,South African photojournalist,867986,South African photojournalist,"Kevin Carter (13 September 1960 – 27 July 1994) was a South African photojournalist and member of the Bang-Bang Club. He was the recipient in 1994 of a Pulitzer Prize for his photograph depicting the 1993 famine in Sudan. He took his own life at the age of 33. His story is depicted in the book The Bang Bang Club, written by Greg Marinovich and João Silva and published in 2000.",https://en.wikipedia.org/wiki/Kevin_Carter
127,2059,South Korea,41,Kim Seong-su,http://www.wikidata.org/entity/Q208203,wd:Q208203,26255260,"South Korean educator, activist, journalist, entrepreneur and politician (1891-1955)",26255260,"South Korean educator, activist, journalist, entrepreneur and politician (1891-1955)","Kim Seong-su (김성수, 金性洙; October 11, 1891 – February 18, 1955) was a Korean educator, independence activist, journalist, entrepreneur, politician and calligrapher, and the second vice president of South Korea from 1951–1952. He founded Korea University and Dong-A Ilbo. Kim was born in Gochang county, North Jeolla province. Its nickname was Inchon (인촌; 仁村; ""good village"").",https://en.wikipedia.org/wiki/Kim_Seong-su
128,2071,South Sudan,1,Alfred Taban,http://www.wikidata.org/entity/Q4723499,wd:Q4723499,5838180,Sudanese journalist,5838180,Sudanese journalist,"Alfred Taban Logune (1957, Kajokeji – 27 April 2019, Kampala) was a South Sudanese broadcast journalist. He was a former BBC's correspondent in Khartoum. He was the founder and former editor in chief of the Juba Monitor, the leading independent newspaper in South Sudan, formerly known as Khartoum Monitor the 1st independent English-Language Newspaper in the Sudan. Taban was also the former Chairman of The Association for Media Development in South Sudan AMDISS. At the time of his death he was serving as the member of parliament in the South Sudan transitional legislative national assembly.",https://en.wikipedia.org/wiki/Alfred_Taban
129,2084,Spain,46,Arturo Pérez-Reverte,http://www.wikidata.org/entity/Q155106,wd:Q155106,1283563,Spanish writer and journalist,1283563,Spanish writer and journalist,"Arturo Pérez-Reverte Gutiérrez (born 25 November 1951 in Cartagena) is a Spanish novelist and journalist.  He worked as a war correspondent for RTVE for 21 years (1973–1994). His first novel, El húsar, set in the Napoleonic Wars, was released in 1986.  
He is well known outside Spain for his ""Alatriste"" series of novels, which have been translated into multiple languages. Since 2003 he has been a member of the Royal Spanish Academy.",https://en.wikipedia.org/wiki/Arturo_P%C3%A9rez-Reverte
130,2094,Sri Lanka,11,Lasantha Wickrematunge,http://www.wikidata.org/entity/Q687745,wd:Q687745,21004596,Sri Lankan journalist (1958-2009),21004596,Sri Lankan journalist (1958-2009),"Lasantha Manilal Wickrematunge (5 April 1958 – 8 January 2009) was a Sri Lankan journalist, politician and human rights activist who was assassinated in January 2009.
Wickrematunge was the founder of The Sunday Leader and Leader Publications alongside his brother and was known for taking ""governments of all hues to task"", was a ""virulent critic of the Mahinda Rajapaksa government"", and had been ""locked in a legal battle with the president's brother, defense secretary Gotabaya Rajapaksa, who was spearheading the battle against the LTTE rebels.
Wickrematunge's assassination caused a national frenzy being the country's most influential media personnel and one of the biggest political figures and raised questions about freedom of expression in the country. Wickrematunge's murder was widely condemned across the world. The Daily Mirror called it the ""biggest blow"" to media freedom in Sri Lanka, and the Editors Guild held the government responsible for the killing as it has failed to stop attacks against media personnel. The government also expressed shock at the killing, pledging to do everything in its power to catch his killers. Wickrematunge had been on Amnesty International's endangered list since 1998, when anti-tank shells were fired on his house.",https://en.wikipedia.org/wiki/Lasantha_Wickrematunge
131,2117,State of Palestine,13,Asma al-Ghul,http://www.wikidata.org/entity/Q2811084,wd:Q2811084,31930157,Palestinian journalist,31930157,Palestinian journalist,"Asma al-Ghul (also Al Ghoul,  Alghoul ) is a secular Palestinian feminist journalist who writes for the Ramallah-based newspaper Al-Ayyam, chronicling what she calls “the corruption of Fatah and the terrorism of Hamas.” Al-Ayyam is sometimes banned in Gaza by Hamas. Al-Ghul is described by The New York Times as ""known for her defiant stance against violations of civil rights in Gaza.""Al-Ghul was born in 1982 in Rafah, a Gazan city bordering Egypt whose population is mainly Palestinian refugees. In 2003, she married an Egyptian poet and moved to Abu Dhabi. She and her husband later divorced, and she returned to Gaza with their son. In 2006, al-Ghul permanently took off her Islamic khimār (headscarf).In 2009, al-Ghul reported being stopped and interrogated by Hamas after walking on a public beach near the Shati refugee camp in Gaza with a mixed-gender group of friends, while wearing jeans and a T-shirt with no headscarf, and laughing. The Associated Press said it was the first time since coming to power in 2007 that Hamas had tried to punish a woman for behaving in a way it viewed as un-Islamic. Al-Ghul says her male friends were subsequently detained for several hours, beaten, and then forced to sign statements saying they would not again ""violate public moral standards."" Hamas has denied that the incident took place.In February 2011, al-Ghul said she was beaten while covering a rally expressing solidarity between Palestinians and Egyptians.In March 2011, al-Ghul and seven other female Palestinian journalists said they were beaten and tortured by Hamas security forces while trying to cover rallies calling for Hamas to seek a peaceful reconciliation with Fatah. The Hamas government later apologized for some of the attacks and promised to launch an investigation.At the age of 18, al-Ghul won the Palestinian Youth Literature award. In 2010, she received a Hellman/Hammett award from Human Rights Watch, aimed at helping writers ""who dare to express ideas that criticize official public policy or people in power."" Her work has been translated into English, Danish and Korean.In 2012, al-Ghul was awarded the Courage in Journalism Award by the International Women's Media Foundation. She works for Lebanon's Samir Kassir Foundation, which advocates for media freedom.On August 3, 2014, at least nine members from her family were killed in an Israeli airstrike, in Rafah, southern Gaza Strip.  In an essay, al-Ghul documents her experiences after hearing about the death of her family, entitled Never Ask Me About Peace Again.
In 2016, she published in French a book co-writing with Sélim Nassib, 'L'insoumise de Gaza', translated in English in 2018 by Mike Mitchell, 'A Rebel in Gaza: Behind the Lines of the Arab Spring, One Woman’s Story'.",https://en.wikipedia.org/wiki/Asma_al-Ghul
132,2134,Sudan,13,Hammour Ziada,http://www.wikidata.org/entity/Q20383774,wd:Q20383774,46950149,Sudanese writer and journalist,46950149,Sudanese writer and journalist,"Hammour Ziada (Arabic: حمور زيادة, born 1979) is a Sudanese writer and journalist, born in Omdurman. He has worked as a civil society and human rights researcher, and currently works as journalist in Cairo. Also, he has been writing for a number of left-wing newspapers in Sudan and served as the culture editor of the Sudanese Al-Akhbar newspaper.",https://en.wikipedia.org/wiki/Hammour_Ziada
133,2150,Suriname,7,Anil Ramdas,http://www.wikidata.org/entity/Q2672787,wd:Q2672787,15575837,Dutch-Surinamese journalist,15575837,Dutch-Surinamese journalist,"Anil Ramdas (Paramaribo, 16 February 1958 – Loenen aan de Vecht, 16 February 2012) was a Dutch-Surinamese columnist, correspondent, essayist, journalist, and TV and radio host.He was generally considered the V.S.Naipaul specialist of The Netherlands.His work has been extensively studied by the author Karin Amatmoekrim.In 1997 he was awarded the E. du Perron prize for all of his works.",https://en.wikipedia.org/wiki/Anil_Ramdas
134,2152,Suriname,6,Lesley Rahman,http://www.wikidata.org/entity/Q13749896,wd:Q13749896,56714755,Surinamese journalist,56714755,Surinamese journalist,error,error
135,2173,Sweden,30,Liza Marklund,http://www.wikidata.org/entity/Q236660,wd:Q236660,2544279,Swedish journalist and detective fiction writer,2544279,Swedish journalist and detective fiction writer,"Eva Elisabeth ""Liza"" Marklund (born 9 September 1962) is a Swedish journalist and crime writer.
Her novels, of which most feature the fictional newspaper journalist Annika Bengtzon, have been published in forty languages. Marklund is the co-owner of Sweden's third largest publishing house, Piratförlaget, and has worked as a journalist as well as a goodwill ambassador for UNICEF.",https://en.wikipedia.org/wiki/Liza_Marklund
136,2196,Switzerland,28,Annemarie Schwarzenbach,http://www.wikidata.org/entity/Q123368,wd:Q123368,8171748,"Swiss writer, journalist and photographer",8171748,"Swiss writer, journalist and photographer","Annemarie Minna Renée Schwarzenbach (23 May 1908 – 15 November 1942) was a Swiss writer, journalist and photographer. Her bisexual mother brought her up in a masculine style, and her androgynous image suited the bohemian Berlin society of the time, in which she indulged enthusiastically. Her pro-communist campaigning forced her into exile, where she became close to the family of novelist Thomas Mann. She would live much of her life abroad as a photo-journalist, embarking on many lesbian relationships, and experiencing a growing morphine addiction. In America, the young Carson McCullers was infatuated with Schwarzenbach, to whom she dedicated Reflections in a Golden Eye. Schwarzenbach reported on the early events of World War II, but died of a head injury, following a fall.",https://en.wikipedia.org/wiki/Annemarie_Schwarzenbach
137,2203,Syria,18,Ghada al-Samman,http://www.wikidata.org/entity/Q2612563,wd:Q2612563,13195940,"writer, journalist, novelist",13195940,"writer, journalist, novelist","Ghadah Al-Samman (Arabic: غادة السمّان) is a Syrian writer, journalist and novelist born in Damascus in 1942 to a prominent and conservative Damascene family. Her father was Ahmed Al-Samman, a president of the Syrian University.  She is remotely related to poet Nizar Qabbani. She was deeply influenced by him since her mother died at a very young age.",https://en.wikipedia.org/wiki/Ghada_al-Samman
138,2228,Taiwan,15,Natalie Morales,http://www.wikidata.org/entity/Q2617927,wd:Q2617927,2116609,American journalist,2116609,American journalist,"Natalie Morales-Rhodes (born Natalie Leticia Morales; June 6, 1972) is an American journalist who is currently a co-host and moderator of the CBS Daytime talk show The Talk. Prior to that, Morales worked for NBC News as the West Coast anchor of Today, and appeared on Dateline NBC and NBC Nightly News. 
In August 2016, after the Rio Summer Olympics, Morales moved to Los Angeles, where she became both the West Coast anchor of Today, and Billy Bush's replacement as host of Access Hollywood and Access Hollywood Live, while continuing as a correspondent for Dateline.In addition to her duties at NBC she also hosts the Reelz series Behind Closed Doors with Natalie Morales.",https://en.wikipedia.org/wiki/Natalie_Morales_(journalist)
139,2246,Tajikistan,8,Zulfiya Atoulloeva,http://www.wikidata.org/entity/Q17315701,wd:Q17315701,55896859,"Soviet poet, writer and journalist",55896859,"Soviet poet, writer and journalist","Zulfiya Atoulloeva (Tajik: Зулфия Атоуллоева), also known under the pen name Zulfiya Atoy (Tajik: Зулфия Атоӣ), (born June 15, 1954) is a Tajikistani poet and journalist.",https://en.wikipedia.org/wiki/Zulfiya_Atoulloeva
140,2251,Tanzania,21,Alan Johnston,http://www.wikidata.org/entity/Q362240,wd:Q362240,10081092,British journalist,10081092,British journalist,"Alan Graham Johnston (born 17 May 1962) is a British journalist working for the BBC. He has been the BBC's correspondent in Uzbekistan, Afghanistan, the Gaza Strip and Italy. He is based in London.
Johnston was kidnapped in the Gaza Strip on 12 March 2007 by the militant group Army of Islam. He was unconditionally released on 4 July, nearly four months later, after much pressure was put on the group by the now-dominant Hamas.

",https://en.wikipedia.org/wiki/Alan_Johnston
141,2263,Thailand,6,Sangchai Sunthornwat,http://www.wikidata.org/entity/Q22696882,wd:Q22696882,60938743,Thai journalist (1943-1996),60938743,Thai journalist (1943-1996),"Saengchai Sunthornwat (Thai: แสงชัย สุนทรวัฒน์) (June 12, 1943 – April 11, 1996) was a Thai journalist, lawyer and writer. He served as director of MCOT before his death.",https://en.wikipedia.org/wiki/Saengchai_Sunthornwat
142,2280,The Bahamas,2,Jeff Maysh,http://www.wikidata.org/entity/Q16221898,wd:Q16221898,5397849,British journalist,5397849,British journalist,"Jeff Maysh  (born 30 March 1982, Nassau, Bahamas) is a British-American writer, author and journalist based in Hollywood, California.

",https://en.wikipedia.org/wiki/Jeff_Maysh
143,2282,The Gambia,6,Madi Ceesay,http://www.wikidata.org/entity/Q1883334,wd:Q1883334,25544495,Gambian journalist,25544495,Gambian journalist,"Madi Ceesay is a Gambian journalist.  He served as president of the Gambia Press Union, and was imprisoned and harassed for his journalistic work. According to the US-based Committee to Protect Journalists (CPJ), Ceesay's work has provided critical support for freedom of the press in Gambia, where journalists are frequently imprisoned and attacked.",https://en.wikipedia.org/wiki/Madi_Ceesay
144,2294,Togo,4,Claude Grunitzky,http://www.wikidata.org/entity/Q2408083,wd:Q2408083,19672652,Togolese businessman and journalist,19672652,Togolese businessman and journalist,"Claude Grunitzky (born February 28, 1971) is a journalist, editor and entrepreneur. A graduate of the University of London and the Massachusetts Institute of Technology, he is best known as founder and editor-in-chief of the lifestyle publication TRACE, an international fashion and music title, and as a co-founder of the TRACE TV network. He runs TRUE Africa, a media platform championing young African voices; TRUE, a content marketing agency; and The Equity Alliance, an investment fund focused on diverse venture capital fund managers and entrepreneurs. In 2012, Grunitzky's career was the subject of a Harvard Business School case study, which is taught in the ""Power & Influence"" MBA class.",https://en.wikipedia.org/wiki/Claude_Grunitzky
145,2306,Trinidad and Tobago,7,Trevor McDonald,http://www.wikidata.org/entity/Q7839312,wd:Q7839312,256344,British newsreader and journalist,256344,British newsreader and journalist,"Sir Trevor McDonald  (born George McDonald; 16 August 1939) is a Trinidadian-British newsreader and journalist, best known for his career as a news presenter with ITN.McDonald was knighted in 1999 for his services to journalism.",https://en.wikipedia.org/wiki/Trevor_McDonald
146,2318,Tunisia,29,Hamadi Jebali,http://www.wikidata.org/entity/Q57699,wd:Q57699,33538846,Tunisian politician and journalist,33538846,Tunisian politician and journalist,"Hamadi Jebali (Arabic: حمادي الجبالي, Ḥammādī al-Jibālī; born 12 January 1949) is a Tunisian engineer, Muslim politician and journalist who was Prime Minister of Tunisia from December 2011 to March 2013. He was the Secretary-General of the Ennahda Movement, a moderate Islamic party in Tunisia, until he left his party in December 2014 in the course of the 2014 Tunisian presidential election.",https://en.wikipedia.org/wiki/Hamadi_Jebali
147,2340,Turkey,50,Hrant Dink,http://www.wikidata.org/entity/Q110126,wd:Q110126,8418557,"Turkish newspaper editor, journalist and columnist (1954-2007)",8418557,"Turkish newspaper editor, journalist and columnist (1954-2007)","Hrant Dink (Armenian: Հրանդ Տինք; Western Armenian pronunciation: [ˈhɾantʰ ˈdiŋkʰ]; 15 September 1954 – 19 January 2007) was a Turkish-Armenian intellectual, editor-in-chief of Agos, journalist and columnist.As editor-in-chief of the bilingual Turkish-Armenian newspaper Agos, Dink was a prominent member of the Armenian minority in Turkey. Dink was best known for advocating Turkish–Armenian reconciliation and human and minority rights in Turkey; he was often critical of both Turkey's denial of the Armenian genocide, and of the Armenian diaspora's campaign for its international recognition. Dink was prosecuted three times for denigrating Turkishness, while receiving numerous death threats from Turkish nationalists.Dink was assassinated in Istanbul on 19 January 2007 by Ogün Samast, a 17-year-old Turkish nationalist. Dink was shot three times in the head and died instantly. Photographs of the assassin flanked by smiling Turkish police and gendarmerie, posing with the killer side by side in front of the Turkish flag, surfaced. The photos sparked a scandal in Turkey, prompting a spate of investigations and the removal from office of those involved. Samast was later sentenced to 22 years in prison by a Turkish court; he remains incarcerated.
At Dink's funeral, over one hundred thousand mourners marched in protest of the assassination, chanting, ""We are all Armenians"" and ""We are all Hrant Dink"". Criticism of Article 301 became increasingly vocal after his death, leading to parliamentary proposals for repeal. The 2007–2008 academic year at the College of Europe was named in his honour.",https://en.wikipedia.org/wiki/Hrant_Dink
148,2360,Turkmenistan,3,Natalia Moseichuk,http://www.wikidata.org/entity/Q4303591,wd:Q4303591,70122343,Ukrainian journalist,70122343,Ukrainian journalist,"Nataliia Mykolaivna Moseichuk (Ukrainian: Мосейчук Наталія Миколаївна, pronounced [nɑˈtɑl⁽ʲ⁾ijɑ mɪkɔˈlɑjiwnɑ mosɛjˈt͡ʃuk]; born May 30, 1973) is the Ukrainian journalist, host of TNS and talk show ""Right to Power"" on TV channel 1+1, curator of the social project ""Right to Education"", curator of the School of Superheroes, curator of the Global Teacher Prize Ukraine.",https://en.wikipedia.org/wiki/Nataliia_Moseichuk
149,2367,Uganda,7,Andrew Mwenda,http://www.wikidata.org/entity/Q4591759,wd:Q4591759,2451518,Ugandan journalist,2451518,Ugandan journalist,"Andrew Mwenda (born 1972) is a Ugandan print, radio and television journalist, and the founder and owner of The Independent, a current affairs newsmagazine. He was previously the political editor of The Daily Monitor, a Ugandan daily newspaper, and was the presenter of Andrew Mwenda Live on KFM Radio in Kampala, Uganda's capital city.

",https://en.wikipedia.org/wiki/Andrew_Mwenda
150,2385,Ukraine,109,Svetlana Aleksievich,http://www.wikidata.org/entity/Q274334,wd:Q274334,8207719,Belarusian investigative journalist and non-fiction prose writer,8207719,Belarusian investigative journalist and non-fiction prose writer,"Svetlana Alexandrovna Alexievich (born 31 May 1948) is a Belarusian investigative journalist, essayist and oral historian who writes in Russian. She was awarded the 2015 Nobel Prize in Literature ""for her polyphonic writings, a monument to suffering and courage in our time"". She is the first writer from Belarus to receive the award.",https://en.wikipedia.org/wiki/Svetlana_Alexievich
151,2405,United Arab Emirates,4,Mansour Alnogaidan,http://www.wikidata.org/entity/Q2256958,wd:Q2256958,24714451,Saudi writer and journalist,24714451,Saudi writer and journalist,"Mansour al-Nogaidan is an Emirati writer, reformist and journalist. He was born in 1970 in Buraidah city, Kingdom of Saudi Arabia.  al-Nogaidan is married and has two children.",https://en.wikipedia.org/wiki/Mansour_al-Nogaidan
152,2431,United States of America,195,Ernest Hemingway,http://www.wikidata.org/entity/Q23434,wd:Q23434,9428,American author and journalist,9428,American author and journalist,"Ernest Miller Hemingway (July 21, 1899 – July 2, 1961) was an American novelist, short-story writer, journalist, and sportsman. His economical and understated style—which he termed the iceberg theory—had a strong influence on 20th-century fiction, while his adventurous lifestyle and his public image brought him admiration from later generations. Hemingway produced most of his work between the mid-1920s and the mid-1950s, and he was awarded the 1954 Nobel Prize in Literature. He published seven novels, six short-story collections, and two nonfiction works. Three of his novels, four short-story collections, and three nonfiction works were published posthumously. Many of his works are considered classics of American literature.
Hemingway was raised in Oak Park, Illinois. After high school, he was a reporter for a few months for The Kansas City Star before leaving for the Italian Front to enlist as an ambulance driver in World War I. In 1918, he was seriously wounded and returned home. His wartime experiences formed the basis for his novel A Farewell to Arms (1929).
In 1921, he married Hadley Richardson, the first of four wives. They moved to Paris where he worked as a foreign correspondent and fell under the influence of the modernist writers and artists of the 1920s' ""Lost Generation"" expatriate community. Hemingway's debut novel The Sun Also Rises was published in 1926. He divorced Richardson in 1927, and married Pauline Pfeiffer. They divorced after he returned from the Spanish Civil War (1936–1939), which he covered as a journalist and which was the basis for his novel For Whom the Bell Tolls (1940). Martha Gellhorn became his third wife in 1940. He and Gellhorn separated after he met Mary Welsh in London during World War II. Hemingway was present with Allied troops as a journalist at the Normandy landings and the liberation of Paris.
He maintained permanent residences in Key West, Florida (in the 1930s) and in Cuba (in the 1940s and 1950s). He almost died in 1954 after plane crashes on successive days, with injuries leaving him in pain and ill health for much of the rest of his life. In 1959, he bought a house in Ketchum, Idaho, where, in mid-1961, he committed suicide.",https://en.wikipedia.org/wiki/Ernest_Hemingway
153,2446,Uruguay,67,Eduardo Galeano,http://www.wikidata.org/entity/Q44575,wd:Q44575,305910,Uruguayan writer and journalist,305910,Uruguayan writer and journalist,"Eduardo Hughes Galeano (Spanish pronunciation: [eˈðwaɾðo ɣaleˈano]; 3 September 1940 – 13 April 2015) was a Uruguayan journalist, writer and novelist considered, among other things, ""global soccer's pre-eminent man of letters"" and ""a literary giant of the Latin American left"".Galeano's best-known works are Las venas abiertas de América Latina (Open Veins of Latin America, 1971) and Memoria del fuego (Memory of Fire Trilogy, 1982–6). ""I'm a writer,"" the author once said of himself, ""obsessed with remembering, with remembering the past of America and above all that of Latin America, intimate land condemned to amnesia.""Author Isabel Allende, who said her copy of Galeano's book was one of the few items with which she fled Chile in 1973 after the military coup of Augusto Pinochet, called Open Veins of Latin America ""a mixture of meticulous detail, political conviction, poetic flair, and good storytelling.""",https://en.wikipedia.org/wiki/Eduardo_Galeano
154,2471,Uzbekistan,12,Sevgil Musayeva-Borovyk,http://www.wikidata.org/entity/Q17275373,wd:Q17275373,48116083,Ukrainian journalist,48116083,Ukrainian journalist,"Sevgil Musayeva (Ukrainian: Севгіль Мусаєва, Crimean Tatar: Sevgil Hayretdın Qızı Musaieva) is a Ukrainian journalist from Crimea, Ukraine, chief-editor of internet publishing Ukrayinska Pravda and an initiator of creating the Krym_SOS web portal.",https://en.wikipedia.org/wiki/Sevgil_Musayeva
155,2484,Vanuatu,3,Alexander Frater,http://www.wikidata.org/entity/Q4718899,wd:Q4718899,18086769,British journalist and travel writer,18086769,British journalist and travel writer,"Alexander Russell Frater (3 January 1937 – 1 January 2020) was a British travel writer and journalist. Described by Miles Kington as 'the funniest man who wrote for Punch since the war', Frater is best known for his various books and for documentaries he wrote and produced for the BBC and ABC.",https://en.wikipedia.org/wiki/Alexander_Frater
156,2485,Vatican City,2,Magdalena Wolińska-Riedi,http://www.wikidata.org/entity/Q42666697,wd:Q42666697,55699512,Polish-Vatican journalist and television presenter,55699512,Polish-Vatican journalist and television presenter,Magdalena Wolińska-Riedi (born 22 May 1979) is a Polish journalist and television presenter who also holds Vatican City citizenship through marriage. She started working as a travel presenter after graduating from the University of Warsaw before becoming the Telewizja Polska Italian correspondent.,https://en.wikipedia.org/wiki/Magdalena_Woli%C5%84ska-Riedi
157,2493,Venezuela,17,Sofía Ímber,http://www.wikidata.org/entity/Q6131286,wd:Q6131286,47279711,Venezuelan journalist and cultural activist,47279711,Venezuelan journalist and cultural activist,Sofía Ímber (8 May 1924 – 20 February 2017) was a Romanian-born Venezuelan journalist and supporter of the arts. She was the founder of the Contemporary Art Museum of Caracas.,https://en.wikipedia.org/wiki/Sof%C3%ADa_%C3%8Dmber
158,2513,Vietnam,8,Đoàn Viết Hoạt,http://www.wikidata.org/entity/Q774982,wd:Q774982,34405141,Vietnamese journalist and dissident,34405141,Vietnamese journalist and dissident,"Đoàn Viết Hoạt (born 24 December 1942) is a Vietnamese journalist, educator, and democratic activist who was repeatedly imprisoned for his criticisms of Vietnam's Communist leadership. He has received numerous international awards in recognition of his work, including the Robert F. Kennedy Human Rights Award, and is often referred to as the ""Sakharov of Vietnam"".",https://en.wikipedia.org/wiki/%C4%90o%C3%A0n_Vi%E1%BA%BFt_Ho%E1%BA%A1t
