0,1,2,3,4,5,6,7,8
North Macedonia,26,Labina Mitevska,http://www.wikidata.org/entity/Q683349,wd:Q683349,4560758,Macedonian actress,"Labina Mitevska (Macedonian: Лабина Митевска) (born 1975 in Skopje, Socialist Republic of Macedonia, Yugoslavia) is a Macedonian actress.",https://en.wikipedia.org/wiki/Labina_Mitevska
Norway,66,Liv Ullmann,http://www.wikidata.org/entity/Q191064,wd:Q191064,18738,Norwegian actress and director,"Liv Johanne Ullmann (born 16 December 1938) is a Norwegian actress and film director. Recognised as one of the greatest European actresses of all time, Ullmann is known as the muse and frequent partner of filmmaker Ingmar Bergman. She acted in many of his films, including Persona (1966), Cries and Whispers (1972), Scenes from a Marriage (1973), The Passion of Anna (1969), and Autumn Sonata (1978).
Ullmann won a Golden Globe Award for Best Actress – Motion Picture Drama in 1972 for the film The Emigrants (1971) and has been nominated for another four. In 2000, she was nominated for the Palme d'Or for her second directorial feature film, Faithless. She has received two BAFTA Award nominations, and two nominations for the Academy Award for Best Actress, for The Emigrants (1971) and Ingmar Bergman's Face to Face (1976). On March 25, 2022, Ullmann was presented with an Honorary Academy Award in recognition of her ""bravery and emotional transparency that has gifted audiences with deeply affecting screen portrayals"".",https://en.wikipedia.org/wiki/Liv_Ullmann
Oman,59,Isla Fisher,http://www.wikidata.org/entity/Q228638,wd:Q228638,745856,Australian actress,"Isla Lang Fisher (; born 3 February 1976) is an  Australian actress and author. Born to Scottish parents in Oman, she moved to Australia at age six where she began appearing in television commercials. Fisher came to prominence for her portrayal of Shannon Reed on the Australian soap opera Home and Away from 1994–97, for which she received two Logie Award nominations.
After various appearances on television and stage, Fisher made a successful transition to Hollywood with her portrayal of Mary Jane in the 2002 live-action adaptation of Scooby-Doo, and has since played prominent roles in films such as Wedding Crashers (2005), Confessions of a Shopaholic (2009), Bachelorette (2012), The Great Gatsby, Now You See Me (both 2013), and Nocturnal Animals (2016). Her other notable credits include Swimming Pool (2001), I Heart Huckabees (2004), London (2005), Wedding Daze (2006), The Lookout, Hot Rod (both 2007), Definitely, Maybe (2008), Burke & Hare (2010), Visions (2015), Grimsby, Keeping Up with the Joneses (both 2016), Tag (2018), The Beach Bum, Greed (both 2019), and Blithe Spirit (2020). She has also voiced characters in animated films such as Horton Hears a Who! (2008), Rango (2011), and
Rise of the Guardians (2012). 
Outside film, Fisher played a recurring role on the fourth and fifth seasons of Arrested Development (2013, 2018–19), and currently stars as Mary on Wolf Like Me (2022–present). Fisher has authored two young adult novels and the Marge in Charge book series. She is married to Sacha Baron Cohen, with whom she has three children.",https://en.wikipedia.org/wiki/Isla_Fisher
Pakistan,31,Veena Malik,http://www.wikidata.org/entity/Q2735913,wd:Q2735913,17895523,Pakistani actress,"Zahida Malik (born 26 February), better known as Veena Malik, is a Pakistani actress, TV host, reality television personality and model who has appeared in Pakistani and Bollywood films. Veena made her film debut in 2000 with Sajjad Gul's Tere Pyar Mein. In 2002, she starred in Akbar Khan's Yeh Dil Aap Ka Huwa and Sassi Punno and later played roles in female-centric films such as Koi Tujh Sa Kahan (2005), Mohabbatan Sachiyan (2007), Kyun Tum Se Itna Pyar Hai (2005), Kabhi Pyar Na Karna (2008) and Ishq Beparwaah (2008). In 2012, she was seen in Bollywood with a comedy film, Daal Mein Kuch Kaala Hai. The following year, she appeared in the comedy-drama Zindagi 50-50, Supermodel and the Kannada film Dirty Picture: Silk Sakkath Maga. She also appeared in 2014 horror film Mumbai 125 KM 3D. She was a contestant on Bigg Boss in 2010.",https://en.wikipedia.org/wiki/Veena_Malik
Panama,54,Jordana Brewster,http://www.wikidata.org/entity/Q230827,wd:Q230827,983010,American actress,"Jordana Brewster (born April 26, 1980) is a Panamanian-American actress. Best known for her role as Mia Toretto in the Fast & Furious franchise, she made her acting debut in an episode of All My Children in 1995 and next took on the recurring role as Nikki Munson in As the World Turns, garnering a nomination for Outstanding Teen Performer at the 1997 Soap Opera Digest Award. Her first role in a feature film was in Robert Rodriguez's horror science fiction The Faculty (1998).
Her breakthrough came with her role of Mia Toretto in the action film The Fast and the Furious (2001). She reprised the role in its sequels Fast & Furious (2009), Fast Five (2011), Fast & Furious 6 (2013), Furious 7 (2015), and F9 (2021). Other film credits include the drama The Invisible Circus (2001), the action comedy D.E.B.S. (2004) and the horror film The Texas Chainsaw Massacre: The Beginning (2006).
Brewster starred on the re-booted TNT series Dallas from 2012 to 2014. She also had a five-episode arc as Denise Brown in the first season of the FX true crime anthology series American Crime Story (2016). She recently starred as Dr. Maureen Cahill on the Fox buddy cop action dramedy Lethal Weapon (2016–2018).",https://en.wikipedia.org/wiki/Jordana_Brewster
Papua New Guinea,4,Alyssa-Jane Cook,http://www.wikidata.org/entity/Q2840676,wd:Q2840676,4454548,Australian actress,"Alyssa-Jane Cook (born 16 February 1967) is an Australian actress, singer and TV presenter currently on TVSN.",https://en.wikipedia.org/wiki/Alyssa-Jane_Cook
Paraguay,29,Larissa Riquelme,http://www.wikidata.org/entity/Q153040,wd:Q153040,27925374,Paraguayan model and actress,Larissa Mabel Riquelme Frutos (born 22 February 1985) is a Paraguayan  model and actress. She is one of the highest-paid models in Paraguay.,https://en.wikipedia.org/wiki/Larissa_Riquelme
People's Republic of China,65,Fan Bingbing,http://www.wikidata.org/entity/Q381074,wd:Q381074,3710476,"Chinese actress, model and singer","Fan Bingbing (Chinese: 范冰冰, born 16 September 1981) is a Chinese actress. From 2013 to 2017, she was included as the highest-paid celebrity in the Forbes China Celebrity 100 list after ranking in the top 10 every year since 2006. She appeared on Time magazine's list of the 100 most influential people in 2017.
Fan's early work was in East Asian cinema and television, notably appearing in drama series My Fair Princess (1998–1999). Her breakthrough came with the film Cell Phone (2003) which was China's highest-grossing film of the year. She went on to star in several Chinese films, which include Lost in Beijing (2007), Buddha Mountain (2011) and Double Xposure (2012). For headlining the film I Am Not Madame Bovary (2016), Fan won awards from the Golden Horse Film Festival, the Tokyo International Film Festival, the San Sebastián International Film Festival and the Golden Rooster Awards. Her foreign film roles include the French film Stretch (2011), the Korean film My Way (2011), the American superhero film X-Men: Days of Future Past (2014) and the Hong Kong-Chinese-American film Skiptrace (2015).
In 2018, Fan disappeared for three months, reportedly during an investigation into her tax affairs by the Chinese authorities. She was reportedly fined a sum greater than her net worth. She subsequently appeared on social media, offering a public apology over tax evasion, for which she was fined more than ¥883 million RMB (US$127 million).",https://en.wikipedia.org/wiki/Fan_Bingbing
Peru,40,Isabela Merced,http://www.wikidata.org/entity/Q20830731,wd:Q20830731,47117666,American-Peruvian actress and singer,"Isabela Yolanda Moner (born July 10, 2001), known professionally as Isabela Merced since 2019, is an American actress and singer. She played the lead role of CJ Martin on the Nickelodeon television series 100 Things to Do Before High School (2014–2016) and voiced Kate in Nickelodeon's animated spinoff series Dora and Friends: Into the City! (2014–2017). In film, she has played Izabella in Transformers: The Last Knight (2017), Lizzy in Instant Family (2018), Isabel in Sicario: Day of the Soldado (2018), the titular character in Dora and the Lost City of Gold (2019), and Rachel Cooper in the Netflix film Sweet Girl (2021).",https://en.wikipedia.org/wiki/Isabela_Merced
Philippines,29,Vanessa Lachey,http://www.wikidata.org/entity/Q270638,wd:Q270638,1888621,American actress and model,"Vanessa Joy Lachey (née Minnillo; born November 9, 1980) is an American actress, beauty pageant titleholder, fashion model, and television host. She was named Miss Teen USA in 1998. She has been a New York–based correspondent for Entertainment Tonight and hosted Total Request Live on MTV. She has starred in two network sitcoms and hosted various competition and reality shows. Lachey has the lead role in the CBS spinoff NCIS: Hawaiʻi.

",https://en.wikipedia.org/wiki/Vanessa_Lachey
Poland,51,Pola Negri,http://www.wikidata.org/entity/Q230633,wd:Q230633,909387,Polish actress (1897-1987),"Pola Negri (; born Barbara Apolonia Chalupec [apɔˈlɔɲa xaˈwupɛt͡s]; 3 January 1897 – 1 August 1987) was a Polish stage and film actress and singer. She achieved worldwide fame during the silent and golden eras of Hollywood and European film for her tragedienne and femme fatale roles and was acknowledged as a sex symbol.Raised in the Congress Kingdom of Poland, Negri's childhood was marked by several personal hardships: After her father was sent to Siberia, she was raised by her single mother in poverty, and suffered tuberculosis as a teenager. Negri recovered, and went on to study ballet and acting in Warsaw, becoming a well-known stage actress there. In 1917, she relocated to Germany, where she began appearing in silent films for the Berlin-based UFA studio. Her film performances for UFA came to the attention of Hollywood executives at Paramount Pictures, who offered her a film contract.
Negri signed with Paramount in 1922, making her the first European actress in history to be contracted in Hollywood. She spent much of the 1920s working in the United States appearing in numerous films for Paramount, establishing herself as one of the most popular actresses in American silent film. In the 1930s, during the emergence of sound film, Negri returned to Europe, where she appeared in multiple films for Pathé Films and UFA, and also began a career as a recording artist. She made only two films after 1940, her last screen credit being in Walt Disney's The Moon-Spinners (1964).
Negri spent her later life largely outside the public sphere. She became a naturalized U.S. citizen in 1951, and spent the remainder of her life living in San Antonio, Texas, where she died of pneumonia secondary to a brain tumor for which she refused treatment, in 1987, aged 90.",https://en.wikipedia.org/wiki/Pola_Negri
Portugal,44,Ileana D'Cruz,http://www.wikidata.org/entity/Q3629983,wd:Q3629983,5442710,Indian-Portuguese film actress,"Ileana D'Cruz (born 1 November 1987) is an Indian-born Portuguese  actress and model who predominantly appears in Telugu and Hindi language films. D'Cruz was born in Mumbai and spent most of her childhood in Goa. D'Cruz made her screen debut in 2006 with Telugu-language film Devadasu, which was a commercial success and won her Filmfare Award for Best Female Debut - SouthD'Cruz established herself as a leading actress in Telugu cinema with successful films including Pokiri (2006), Rakhi (2006), Munna (2007), Jalsa (2008), Kick (2009) and Julayi (2012).  D'Cruz received Filmfare Award for Best Actress – Telugu nomination for Pokiri, Jalsa and Kick. She made her debut in Tamil cinema with Kedi (2006) and starred in Shankar's Nanban (2012), a commercial success.D'Cruz expanded to Hindi cinema in 2012 with Anurag Basu's comedy-drama Barfi!, for which she won the Filmfare Award for Best Female Debut. She has since played the leading lady in the successful films such as Main Tera Hero (2014), Rustom (2016) and Raid (2018). She has received several awards including a Filmfare Award South and a Filmfare Award.In addition to her acting career, D'Cruz is a prominent celebrity endorser for brands and products.",https://en.wikipedia.org/wiki/Ileana_D%27Cruz
Qatar,4,Nawaal Akram,http://www.wikidata.org/entity/Q41240176,wd:Q41240176,55704121,"Qatari comedian, model, athlete and disability rights campaigner","Nawaal Akram (Arabic: نوال أكرم) is a comedian, model, athlete and disability rights campaigner. She was diagnosed with Duchenne muscular dystrophy at the age of six, and was forcefully removed from education against her wishes at the age of 10 by the school; she became a wheelchair user at the age of 12. She has since founded Muscular Dystrophy Qatar to raise awareness of the condition, and was named one of BBC's 100 Women programme in 2017.",https://en.wikipedia.org/wiki/Nawaal_Akram
Republic of Ireland,58,Maureen O'Hara,http://www.wikidata.org/entity/Q229276,wd:Q229276,235309,Irish-American actress and singer (1920–2015),"Maureen O'Hara (née FitzSimons; 17 August 1920 – 24 October 2015) was an Irish-born naturalized American actress and singer, who became successful in Hollywood from the 1940s through to the 1960s. She was a natural redhead who was known for playing passionate but sensible heroines, often in Westerns and adventure films. She worked with director John Ford and long-time friend John Wayne on numerous projects.
O'Hara was born into a Catholic family and raised in Dublin, Ireland. She aspired to become an actress from a very young age. She trained with the Rathmines Theatre Company from the age of 10 and at the Abbey Theatre from the age of 14. She was given a screen test, which was deemed unsatisfactory, but Charles Laughton saw potential in her, and arranged for her to co-star with him in Alfred Hitchcock's Jamaica Inn in 1939. She moved to Hollywood the same year to appear with him in the production of The Hunchback of Notre Dame, and was given a contract by RKO Pictures. From there, she went on to enjoy a long and highly successful career, and acquired the nickname ""the Queen of Technicolor"".
O'Hara appeared in films such as How Green Was My Valley (1941) (her first collaboration with John Ford), The Black Swan with Tyrone Power (1942), The Spanish Main (1945), Sinbad the Sailor (1947), the Christmas classic Miracle on 34th Street (1947) with John Payne and Natalie Wood, and Comanche Territory (1950). O'Hara made her first film with John Wayne, the actor with whom she is most closely associated, in Rio Grande (1950); this was followed by The Quiet Man (1952), The Wings of Eagles (1957), McLintock! (1963), and Big Jake (1971). Such was her strong chemistry with Wayne that many assumed they were married or in a relationship. In the 1960s, O'Hara increasingly turned to more motherly roles as she aged, appearing in films such as The Deadly Companions (1961), The Parent Trap (1961), and The Rare Breed (1966). She retired from the industry in 1971, but returned 20 years later to appear with John Candy in Only the Lonely (1991).
In the late 1970s, O'Hara helped run her third husband Charles F. Blair Jr.'s flying business in Saint Croix in the United States Virgin Islands, and edited a magazine, but later sold them to spend more time in Glengarriff in Ireland. She was married three times, and had one daughter, Bronwyn,  with her second husband. Her autobiography,  'Tis Herself,  published in 2004, became a New York Times bestseller. In 2009, The Guardian named her one of the best actors never to have received an Academy Award nomination. In November 2014, she was presented with an Honorary Academy Award with the inscription ""To Maureen O'Hara, one of Hollywood's brightest stars, whose inspiring performances glowed with passion, warmth and strength"". In 2020, she was ranked number one on The Irish Times list of Ireland's greatest film actors.",https://en.wikipedia.org/wiki/Maureen_O%27Hara
Republic of the Congo,5,Hélène de Saint-Père,http://www.wikidata.org/entity/Q2397207,wd:Q2397207,70709569,French actress,Hélène de Saint-Père (7 June 1963 – 4 May 2022) was a French actress.,https://en.wikipedia.org/wiki/H%C3%A9l%C3%A8ne_de_Saint-P%C3%A8re
Romania,40,Alexandra Maria Lara,http://www.wikidata.org/entity/Q65106,wd:Q65106,1765000,Romanian-German actress,"Alexandra Maria Lara (née Plătăreanu; 12 November 1978) is a Romanian-German actress who has appeared in Downfall (2004), Control (2007), Youth Without Youth (2007), The Reader (2008), Rush (2013), and Geostorm (2017).

",https://en.wikipedia.org/wiki/Alexandra_Maria_Lara
Russia,76,Anna Pavlova,http://www.wikidata.org/entity/Q151874,wd:Q151874,63157,Russian ballet dancer,"Anna Pavlovna Pavlova (born Anna Matveyevna Pavlova; 12 February [O.S. 31 January] 1881 – 23 January 1931) was a Russian prima ballerina of the late 19th and the early 20th centuries. She was a principal artist of the Imperial Russian Ballet and the Ballets Russes of Sergei Diaghilev. Pavlova is most recognized for her creation of the role of The Dying Swan and, with her own company, became the first ballerina to tour around the world, including performances in South America, India and Australia.",https://en.wikipedia.org/wiki/Anna_Pavlova
Rwanda,15,Sonia Rolland,http://www.wikidata.org/entity/Q1986254,wd:Q1986254,285220,French actress,"Sonia Rolland (born 11 February 1981) is a French actress who was Miss France 2000. She was the first African-born winner of the Miss France pageant.
Born in Kigali, Rwanda, to a Rwandan mother and a French father, Rolland and her family fled the country due to safety concerns with the Rwandan genocide instigating, especially since her mother is Tutsi. In 1990 they moved to the neighboring country of Burundi. With the growing unrest that led to the Burundi Civil War, they moved to France in 1994. At the age 13, Rolland settled with her family in Burgundy in the small town of Cluny.
In October 1999, Sonia Rolland won the ""Miss Burgundy"" beauty contest that allowed her to compete for the Miss France 2000 title and at the age of 18 she was the first woman of African descent to win. At the Miss Universe 2000 pageant, which took place in Cyprus, Rolland was a top 10 semi-finalist, placing 9th overall.
Rolland once lived in Paris with Christophe Rocancourt, an impostor, confidence man and gentleman thief who scammed affluent people by masquerading as a French member of the Rockefeller family. They had a daughter together, named Tess. They announced their split on 10 April 2008. Rolland has another daughter, Kahina, with actor and director Jalil Lespert, who is her partner since 2009.
At twenty years old after serious acting lessons with renowned actor Alain Delon, Rolland embarked for a new career as an actress. Following an unsettling incident during which she was attacked in the metro she took kickboxing classes that later proved advantageous as they helped her land the role of Léa in the television series Léa Parker that ran for two seasons from 2004 to 2006.",https://en.wikipedia.org/wiki/Sonia_Rolland
Saint Vincent and the Grenadines,1,Jane Sherwin,http://www.wikidata.org/entity/Q16832101,wd:Q16832101,4704831,British actress,"Eleanor Margaret Jane Sherwin (née Parsons; 3 November 1934 – 16 December 2022) was a British actress, known for her appearances in science fiction television, with roles in the Doctor Who serial The War Games and Blake's 7.From SVG, she trained at the Royal Academy of Dramatic Art, graduating in 1954. She started her career using her maiden name, appearing on television and in Provincial Repertory but took a break for a while to look after her three children. Returning to acting in the late 1960s, Jane adopted her marriage name (after her marriage to actor/producer Derrick Sherwin) and resumed her TV career.
After leaving her acting career and the breakup of her marriage, Sherwin took on voluntary work for good causes. These included Amnesty International (being the Central America Co-ordinator for the British Section), Refugees and the Homeless. She collated poetry for collections and held sessions at the St Michael and All Angels Church, Barnes, where she attended for over 50 years, writing and performing into old age.Sherwin died on 16 December 2022, at the age of 88.",https://en.wikipedia.org/wiki/Jane_Sherwin
Samoa,16,Frankie Adams,http://www.wikidata.org/entity/Q23879973,wd:Q23879973,50187777,New Zealand actress and amateur boxer,"Frankie Adams (born 3 January 1994) is a Samoan New Zealand actress, best known for her roles as Bobbie Draper in the science fiction television series The Expanse and as Ula Levi in the prime-time soap opera Shortland Street.

",https://en.wikipedia.org/wiki/Frankie_Adams
Saudi Arabia,19,Melora Walters,http://www.wikidata.org/entity/Q242763,wd:Q242763,2820531,American actress,"Melora Walters (born October 21, 1959) is an American actress. She is best known for her starring roles as Wanda Henrickson in the television series Big Love and Kathy Kone in PEN15, and has appeared in several Paul Thomas Anderson films.",https://en.wikipedia.org/wiki/Melora_Walters
Senegal,24,Aïssa Maïga,http://www.wikidata.org/entity/Q443884,wd:Q443884,24685402,Senegalese actress,"Aïssa Maïga (born 5 May 1975) is a Senegal-born French actress, director, writer, producer, and activist. Maïga has worked with major auteurs like Michael Haneke, Abderrahmane Sissako and Michel Gondry, and recently starred in Chiwetel Ejiofor’s directorial debut.Maïga is an advocate for inclusion and has been vocal about racial discrimination in the film industry throughout her career. Maïga was inspired to speak out and create the DiasporAct collective after realising she was often the sole performer of colour to receive top billing and awards season attention—despite the abundance of diverse talent around her.",https://en.wikipedia.org/wiki/A%C3%AFssa_Ma%C3%AFga
Serbia,53,Milena Dravić,http://www.wikidata.org/entity/Q917301,wd:Q917301,1658942,Serbian actress (1940-2018),"Milena Dravić (Serbian Cyrillic: Милена Дравић, pronounced [mîlena drǎːvitɕ]; 5 October 1940 – 14 October 2018) was a Yugoslav and Serbian film, television and theatre actress.",https://en.wikipedia.org/wiki/Milena_Dravi%C4%87
Seychelles,2,Aisha Toussaint,http://www.wikidata.org/entity/Q43901380,wd:Q43901380,55902541,actress from the Seychelles,"Aisha Toussaint (born 5 August 1995) is a Seychellois actress and presenter. From 2017 to 2018, she portrayed the role of Jules Belmont in River City and in 2017, she began presenting the CBBC series Raven.",https://en.wikipedia.org/wiki/Aisha_Toussaint
Sierra Leone,8,Ellen Thomas,http://www.wikidata.org/entity/Q5365035,wd:Q5365035,5885400,English actress,"Ellen Thomas (born 3 February 1956) is a Sierra Leonean-British actress, known for her roles as Liz Webbe in the Channel 4 sitcom Teachers and Claudette Hubbard in the BBC soap opera EastEnders.

",https://en.wikipedia.org/wiki/Ellen_Thomas_(actress)
Singapore,64,Gong Li,http://www.wikidata.org/entity/Q150903,wd:Q150903,150071,Chinese-Singaporean actress,"Gong Li (Chinese: 巩俐; born 31 December 1965) is a Chinese actress. She starred in three of the four Chinese-language films that have been nominated for the Academy Award for Best International Feature Film.
Gong was born in Shenyang, Liaoning, and grew up in Jinan, Shandong. She enrolled at the Central Academy of Drama in Beijing, from where she graduated in 1989. While a student at the Academy, she was spotted by director Zhang Yimou and debuted in Zhang's Red Sorghum in 1987. Gong and Zhang's professional and personal relationship received much media attention in the Chinese-speaking world, as they continued to collaborate on a string of critically acclaimed movies, including the Oscar-nominated features Ju Dou (1990) and Raise the Red Lantern (1991). For her role in the Zhang-directed The Story of Qiu Ju (1992), Gong won the Volpi Cup for Best Actress at the Venice Film Festival.
Gong also starred in the Chen Kaige-directed Oscar-nominated Farewell My Concubine (1993), for which she won Best Supporting Actress at the New York Film Critics Circle Awards. In English-language films, she won the National Board of Review Award for Best Supporting Actress for Memoirs of a Geisha (2005), directed by Rob Marshall. Other notable appearances include Flirting Scholar (1993), To Live (1994), Chinese Box (1997), The Emperor and the Assassin (1998), Breaking the Silence (2000), Zhou Yu's Train (2003), 2046 (2004), Miami Vice (2006), Curse of the Golden Flower (2006), and Coming Home (2014).
Gong was head of jury at the 2000 Berlin Film Festival and the 2002 Venice Film Festival, the first Asian person to hold such position at both events. Over the course of her career, Gong has won three Hundred Flowers Awards, two Golden Rooster Awards, a Hong Kong Film Award, and honorary awards at the Berlin and Cannes film festivals. She was appointed as a Commander (Commandeur) of the Ordre des Arts et des Lettres by the government of France in 2010.",https://en.wikipedia.org/wiki/Gong_Li
Slovakia,40,Adriana Sklenaříková,http://www.wikidata.org/entity/Q230846,wd:Q230846,1038970,Slovak actress and model,Adriana Sklenaříková (formerly Karembeu; born 17 September 1971) is a Slovak fashion model and actress. She is a former Guinness record holder for the longest legs among female models (at almost 1.24 m).,https://en.wikipedia.org/wiki/Adriana_Sklenarikova
Slovenia,22,Ita Rina,http://www.wikidata.org/entity/Q451945,wd:Q451945,5435996,Slovenian actress (1907-1979),"Tamara Đorđević (born Italina Lida Kravanja; 7 July 1907 – 10 May 1979), known professionally as Ita Rina, was a Slovenian  film actress and beauty queen. She was one of the major film stars in Germany and Czechoslovakia in the late 1920s and the early 1930s. Rina retired from her career shortly after her wedding in 1931, when she changed her religion from Roman Catholic to Serbian Orthodox and her name to Tamara Đorđević.",https://en.wikipedia.org/wiki/Ita_Rina
Somalia,8,Saba Anglana,http://www.wikidata.org/entity/Q3944191,wd:Q3944191,20477188,"singer, actress","Saba Anglana (born November 17, 1970) is a Somali-Italian actress and international singer.",https://en.wikipedia.org/wiki/Saba_Anglana
South Africa,109,Charlize Theron,http://www.wikidata.org/entity/Q80046,wd:Q80046,5132,South African and American actress and producer (born 1975),"Charlize Theron ( shar-LEEZ THERR-ən; Afrikaans: [ʃarˈlis ˈtrɔn]; born 7 August 1975) is a South African and American actress and producer. One of the world's highest-paid actresses, she is the recipient of various accolades, including an Academy Award and a Golden Globe Award. In 2016, Time named her one of the 100 most influential people in the world.
Theron came to international prominence in the 1990s by playing the leading lady in the Hollywood films The Devil's Advocate (1997), Mighty Joe Young (1998), and The Cider House Rules (1999). She received critical acclaim for her portrayal of serial killer Aileen Wuornos in Monster (2003), for which she won the Silver Bear and Academy Award for Best Actress, becoming the first South African to win an acting Oscar. She received another Academy Award nomination for playing a sexually abused woman seeking justice in the drama North Country (2005).
Theron has starred in several commercially successful action films, including The Italian Job (2003), Hancock (2008), Snow White and the Huntsman (2012), Prometheus (2012), Mad Max: Fury Road (2015), The Fate of the Furious (2017), Atomic Blonde (2017), The Old Guard (2020) and F9 (2021). She received praise for playing troubled women in Jason Reitman's comedy-dramas Young Adult (2011) and Tully (2018), and for portraying Megyn Kelly in the biographical drama Bombshell (2019), receiving a third Academy Award nomination for the lattermost.
Since the early 2000s, Theron has ventured into film production with her company Denver and Delilah Productions. She has produced numerous films, in many of which she had a starring role, including The Burning Plain (2008), Dark Places (2015), and Long Shot (2019). Theron became an American citizen in 2007, while retaining her South African citizenship. She has been honoured with a motion picture star on the Hollywood Walk of Fame.

",https://en.wikipedia.org/wiki/Charlize_Theron
South Korea,61,Moon Geun-young,http://www.wikidata.org/entity/Q102098,wd:Q102098,2378116,South Korean actress,"Moon Geun-young (Korean: 문근영; Hanja: 文瑾瑩; born May 6, 1987) is a South Korean actress. Affectionately called the ""Nation's Little Sister"", Moon began modeling at the age of 10, then made her acting debut in 1999 as a child actress. She first rose to stardom through her role as the young Eun-suh in the hugely popular television drama series Autumn in My Heart (2000), followed by a well-received turn in Kim Jee-woon's critically acclaimed horror film A Tale of Two Sisters (2003). Moon solidified her star status by headlining the box-office hits My Little Bride (2004) and Innocent Steps (2005). At age 21, she became the youngest recipient of a Grand Prize (""Daesang"") which she won at SBS Drama Awards for the television series Painter of the Wind (2008).

",https://en.wikipedia.org/wiki/Moon_Geun-young
South Sudan,3,Naveen Dominic,http://www.wikidata.org/entity/Q100254206,wd:Q100254206,65543122,South Sudanese-born actress and film producer,"Neveen Dominic is a South Sudanese actress, film producer, entrepreneur and philanthropist based in Canada.",https://en.wikipedia.org/wiki/Neveen_Dominic
Spain,113,Penélope Cruz,http://www.wikidata.org/entity/Q39666,wd:Q39666,23006,Spanish actress,"Penélope Cruz Sánchez (; Spanish: [peˈnelope ˈkɾuθ ˈsantʃeθ]; born 28 April 1974) is a Spanish actress. Known for her roles in films of several genres, particularly those in the Spanish language, she has received various accolades, including an Academy Award and a British Academy Film Award, in addition to nominations for a Primetime Emmy Award, four Golden Globe Awards, and five Screen Actors Guild Awards. She is the only Spanish actress to have won an Academy Award, as well as the only one to have received a star on the Hollywood Walk of Fame. 
Signed by an agent at the age of 15, Cruz made her acting debut on television at 16, and her feature film debut the following year in Jamón Jamón (1992). Her subsequent roles included Belle Époque (1992), Open Your Eyes (1997), Don Juan (1998), The Hi-Lo Country (1999), The Girl of Your Dreams (2000), and Woman on Top (2000). She is known for her frequent collaborations with Spanish director Pedro Almodóvar in Live Flesh (1997), All About My Mother (1999), Volver (2006), Broken Embraces (2009), I'm So Excited! (2013), Pain and Glory (2019), and Parallel Mothers (2021), as well as for her work with director Woody Allen in Vicky Cristina Barcelona (2008) and To Rome with Love (2012).
For her role in the romantic comedy-drama Vicky Cristina Barcelona, Cruz received the Academy Award for Best Supporting Actress. Her other Oscar-nominated roles include Volver (2006), Nine (2009), and Parallel Mothers (2021). Other notable films include All the Pretty Horses (2000), Vanilla Sky (2001), Blow (2001), Elegy (2008), Sahara (2005), Pirates of the Caribbean: On Stranger Tides (2011), The Counselor (2013), Murder on the Orient Express (2017), Everybody Knows (2018), and Official Competition (2022). For her role as Donatella Versace in the FX series The Assassination of Gianni Versace: American Crime Story (2018), she received a nomination for the Primetime Emmy Award for Outstanding Supporting Actress in a Limited Series or Movie.
Since 2010, Cruz has been married to Spanish actor Javier Bardem. She has done modelling work for Mango, Ralph Lauren, and L'Oréal, and along with her younger sister Mónica Cruz, also designed clothing for Mango. She has been a house ambassador for Chanel since 2018. She has volunteered in Uganda and India, where she spent one week working with Mother Teresa; she donated her salary from The Hi-Lo Country to help fund the late nun's mission.",https://en.wikipedia.org/wiki/Pen%C3%A9lope_Cruz
Sri Lanka,50,Jacqueline Fernandez,http://www.wikidata.org/entity/Q2312801,wd:Q2312801,10094963,Sri Lankan actress,"Jacqueline Fernandez (born 11 August 1985) is a Sri Lankan actress and model. She has worked in Indian films, predominantly in Hindi, besides appearing in reality shows and music videos. Debuting with Aladin in 2009, she has since then established a career in the Hindi film industry. Fernandez was born and raised in Bahrain to a multiracial Eurasian family of Sri Lankan Burgher, Canadian, and Malaysian descent. After graduating in mass communication from the University of Sydney and working as a television reporter in Sri Lanka, she joined the modeling industry. She was crowned Miss Universe Sri Lanka in 2006, and represented her country at Miss Universe 2006.
While on a modelling assignment in India in 2009, Fernandez successfully auditioned for Sujoy Ghosh's fantasy drama Aladin, which marked her acting debut. Fernandez had her breakthrough role with the psychological thriller Murder 2 (2011), her first commercial success. This was followed by glamorous roles in the commercially successful ensemble-comedy Housefull 2 (2012) and the action thriller Race 2 (2013), which garnered her an IIFA Award for Best Supporting Actress nomination. Fernandez went on to star in the top-grossing action films Kick (2014) and Vikrant Rona (2022), and the comedies Housefull 3 (2016) and Judwaa 2 (2017).
Alongside her screen acting career, Fernandez has worked as a judge in the ninth season of the dance reality show Jhalak Dikhhla Jaa (2016–2017), is a popular celebrity endorser for various brands and products, has participated in stage shows, and is active in humanitarian work.

",https://en.wikipedia.org/wiki/Jacqueline_Fernandez
State of Palestine,10,Yasmine Al Massri,http://www.wikidata.org/entity/Q8049841,wd:Q8049841,51093956,Palestinian actress,"Yasmine Al Massri is an actress, dancer, video artist and human rights advocate. She was born in Beirut, Lebanon to a Palestinian father and an Egyptian mother. She is a French and American citizen. She made her film debut in the 2007 film Caramel. In 2015, Massri starred as Nimah Amin and Raina Amin, identical twins in the ABC thriller series Quantico.",https://en.wikipedia.org/wiki/Yasmine_Al_Massri
